# SQM interaction energies (kcal/mol)
system	PM6	PM6-D3	PM6-D3H4	PM6-D3H4X	PM7	DFTB3	DFTB3-D3	DFTB3-D3H4	DFTB3-D3H4X	DFTB3-D3H5	DFTB3-D3H5X	GFN2-XTB
3.06.11	-0.558	-1.870	-1.870	-1.881	-2.997	-0.908	-2.404	-2.627	-2.627	-2.627	-2.627	-1.261
3.06.12	-1.201	-3.934	-3.934	-3.944	-7.018	-2.290	-5.653	-6.057	-6.057	-6.057	-6.057	-3.760
3.06.13	-1.728	-3.725	-3.725	-3.736	-5.089	-1.210	-3.900	-3.908	-3.908	-3.908	-3.908	-3.052
3.06.14	-1.583	-4.074	-4.074	-4.096	-5.759	-1.262	-4.545	-4.572	-4.572	-4.572	-4.572	-3.326
3.06.15	-0.682	-2.949	-2.949	-2.971	-8.203	-3.165	-6.107	-6.270	-6.270	-6.270	-6.270	-3.633
3.06.16	-0.347	-1.409	-1.409	-1.410	-3.604	-1.507	-2.827	-3.007	-3.007	-3.007	-3.007	-1.736
3.06.17	-0.586	-1.605	-1.605	-1.605	-2.370	-0.674	-1.911	-2.159	-2.159	-2.159	-2.159	-1.408
3.06.18	-0.629	-2.230	-2.230	-2.234	-4.392	-1.572	-3.682	-3.895	-3.895	-3.895	-3.895	-2.597
3.07.01	-1.642	-3.902	-3.902	-3.904	-3.320	0.089	-2.852	-3.062	-3.062	-3.062	-3.062	-3.218
3.07.02	-1.674	-2.753	-2.753	-2.754	-1.464	-0.291	-1.895	-2.039	-2.039	-2.039	-2.039	-2.222
3.07.03	-1.376	-3.107	-3.107	-3.110	-2.852	-0.092	-2.814	-2.743	-2.743	-2.743	-2.743	-2.396
3.07.04	-1.271	-3.030	-3.030	-3.031	-2.526	0.176	-2.086	-2.351	-2.351	-2.351	-2.351	-2.572
3.07.05	-0.869	-2.479	-2.479	-2.480	-2.086	0.018	-2.093	-2.176	-2.176	-2.175	-2.175	-1.889
3.07.06	-1.292	-3.014	-3.014	-3.016	-2.886	0.024	-2.533	-2.477	-2.477	-2.476	-2.476	-2.773
3.07.07	-1.624	-3.924	-3.924	-3.926	-3.348	0.013	-2.948	-3.194	-3.194	-3.194	-3.194	-2.940
3.07.08	-1.151	-2.644	-2.644	-2.646	-1.980	0.055	-1.857	-2.101	-2.101	-2.101	-2.101	-1.858
3.07.09	-1.805	-3.857	-3.857	-3.860	-3.463	-0.239	-3.310	-3.228	-3.228	-3.228	-3.228	-3.115
3.07.10	-1.569	-3.367	-3.367	-3.378	-3.552	-0.957	-3.399	-3.409	-3.409	-3.409	-3.409	-3.257
3.07.11	-2.271	-5.235	-5.235	-5.251	-6.228	-2.288	-6.436	-6.665	-6.665	-6.665	-6.665	-5.887
3.07.12	-2.017	-4.606	-4.606	-4.630	-4.972	-1.010	-4.486	-4.509	-4.509	-4.509	-4.509	-4.450
3.07.13	-1.130	-2.067	-2.067	-2.067	-1.530	-0.321	-1.537	-1.515	-1.515	-1.515	-1.515	-1.768
3.07.14	-1.878	-2.970	-2.970	-2.979	-2.377	-1.677	-3.232	-3.481	-3.481	-3.481	-3.481	-0.941
3.07.15	-1.297	-2.872	-2.872	-2.874	-3.251	-1.406	-3.589	-3.844	-3.844	-3.844	-3.844	-3.374
3.07.16	-1.117	-2.900	-2.900	-2.901	-3.047	-1.188	-3.441	-3.791	-3.791	-3.791	-3.791	-3.968
3.07.17	-0.759	-1.367	-1.367	-1.367	-0.805	-0.241	-1.112	-1.223	-1.223	-1.223	-1.223	-0.650
3.08.01	-1.361	-3.944	-3.944	-3.948	-4.082	-0.583	-4.524	-4.639	-4.639	-4.639	-4.639	-4.550
3.08.02	-3.356	-4.411	-4.411	-4.413	-0.296	-0.094	-2.049	-2.229	-2.229	-2.229	-2.229	-3.455
3.08.03	-1.649	-2.447	-2.447	-2.448	-1.010	-0.383	-1.888	-1.884	-1.884	-1.884	-1.884	-2.090
3.08.04	-0.966	-2.470	-2.470	-2.472	-1.989	-0.357	-2.527	-2.521	-2.521	-2.521	-2.521	-2.151
3.08.05	-1.375	-3.728	-3.728	-3.731	-3.534	-0.764	-4.115	-4.260	-4.260	-4.260	-4.260	-3.839
3.08.06	-1.760	-3.901	-3.901	-3.905	-3.862	-0.732	-4.248	-4.081	-4.081	-4.081	-4.081	-3.819
3.08.07	-3.203	-6.043	-6.043	-6.060	-7.385	-1.741	-6.062	-6.171	-6.171	-6.171	-6.171	-6.658
3.08.08	-2.049	-4.167	-4.167	-4.181	-4.642	-0.889	-3.948	-3.911	-3.911	-3.911	-3.911	-4.255
3.08.09	-2.135	-5.054	-5.054	-5.072	-7.216	-2.102	-6.814	-6.936	-6.936	-6.936	-6.936	-6.892
3.08.10	-1.253	-3.655	-3.655	-3.656	-3.907	-0.701	-4.183	-4.291	-4.291	-4.291	-4.291	-4.134
3.08.11	-1.057	-2.791	-2.791	-2.791	-2.675	-0.444	-2.839	-2.938	-2.938	-2.938	-2.938	-3.007
3.08.12	-1.676	-3.974	-3.974	-3.977	-4.308	-0.595	-4.441	-4.180	-4.180	-4.180	-4.180	-3.934
3.08.13	-2.054	-3.704	-3.704	-3.755	-4.504	-1.934	-4.601	-4.819	-4.819	-4.819	-4.819	-4.767
3.08.14	-2.831	-5.254	-5.254	-5.279	-5.852	-1.430	-5.108	-5.154	-5.154	-5.154	-5.154	-5.959
3.08.15	-3.955	-4.858	-4.858	-4.866	-1.595	-2.118	-3.882	-4.080	-4.080	-4.080	-4.080	-2.851
3.08.16	-1.278	-2.290	-2.290	-2.290	-2.493	-0.814	-2.342	-2.473	-2.473	-2.473	-2.473	-3.361
3.08.17	-0.682	-1.973	-1.973	-1.975	-2.254	-0.548	-2.266	-2.340	-2.340	-2.340	-2.340	-2.411
3.08.18	-0.730	-2.060	-2.060	-2.061	-2.318	-0.540	-2.455	-2.583	-2.583	-2.583	-2.583	-1.992
3.09.01	-0.558	-1.925	-1.925	-1.945	-1.948	0.228	-1.209	-1.605	-1.605	-1.697	-1.697	-1.921
3.09.02	-0.850	-2.191	-2.191	-2.210	-2.518	0.189	-1.223	-1.611	-1.611	-1.525	-1.525	-2.091
3.09.03	-0.178	-2.166	-2.166	-2.195	-2.104	0.035	-2.424	-2.732	-2.732	-3.132	-3.132	-2.272
3.09.04	-0.099	-1.109	-1.109	-1.110	-1.100	-0.410	-1.295	-1.708	-1.708	-1.713	-1.713	-1.216
3.09.05	0.844	-0.003	-0.003	-0.003	0.264	-0.195	-1.177	-1.350	-1.350	-1.397	-1.397	-0.518
3.09.06	-0.754	-2.621	-2.621	-2.641	-2.375	-0.136	-2.480	-2.609	-2.609	-2.488	-2.488	-3.261
3.09.07	0.133	-0.806	-0.806	-0.808	-0.474	-0.116	-0.992	-1.309	-1.309	-1.277	-1.277	-1.344
3.09.08	0.668	0.299	0.299	0.299	0.628	-0.019	-0.348	-0.571	-0.571	-0.582	-0.582	-0.739
3.09.09	-0.764	-1.193	-1.193	-1.192	-1.065	-0.006	-0.473	-0.572	-0.572	-0.572	-0.572	-0.972
3.09.10	-0.939	-1.375	-1.375	-1.375	-1.144	-0.007	-0.495	-0.581	-0.581	-0.581	-0.581	-1.044
3.09.11	-0.060	-1.243	-1.243	-1.246	-0.986	0.512	-0.948	-1.193	-1.193	-1.193	-1.193	-1.939
3.10.01	-0.988	-4.236	-4.236	-4.292	-10.897	-3.558	-7.838	-8.130	-1.218	-8.392	-1.479	-4.790
3.10.02	-1.200	-3.405	-3.405	-3.438	-8.860	-3.188	-5.991	-6.180	0.920	-6.230	0.869	-3.464
3.10.03	-0.809	-2.273	-2.273	-2.293	-6.636	-1.976	-3.829	-4.025	1.750	-4.071	1.704	-2.283
3.10.04	-1.727	-3.144	-3.144	-3.166	-5.999	-1.549	-3.417	-3.529	0.362	-3.540	0.350	-3.241
3.10.05	-0.226	-0.758	-0.758	-0.757	-2.743	-1.391	-2.019	-2.115	3.557	-2.115	3.557	-0.720
3.10.06	-0.885	-1.349	-1.349	-1.348	-2.341	-0.811	-1.422	-1.475	1.210	-1.475	1.210	-1.107
3.10.07	-0.548	-2.652	-2.652	-2.660	-5.998	-2.083	-4.684	-4.984	0.619	-4.961	0.641	-2.775
3.10.08	-1.250	-3.018	-3.018	-3.018	-4.778	-1.726	-3.654	-4.074	-0.451	-4.125	-0.502	-1.963
3.10.09	-0.958	-2.071	-2.071	-2.071	-3.391	-1.289	-2.462	-2.787	-0.103	-2.815	-0.131	-1.255
3.10.10	-1.291	-2.776	-2.776	-2.776	-5.687	-2.393	-4.158	-4.522	2.900	-4.448	2.974	-2.191
3.10.11	-1.212	-2.712	-2.712	-2.713	-3.930	-1.358	-2.979	-3.358	-0.708	-3.416	-0.767	-1.598
3.10.12	-0.812	-2.536	-2.536	-2.532	-6.801	-3.008	-5.213	-5.428	4.805	-5.438	4.795	-2.447
3.10.13	-1.563	-2.706	-2.706	-2.705	-4.985	-1.253	-2.768	-2.929	5.153	-2.908	5.174	-2.157
3.10.14	-1.003	-2.271	-2.271	-2.270	-4.701	-0.967	-2.599	-2.841	5.616	-2.862	5.595	-1.960
3.11.01	-2.950	-4.386	-4.386	-2.983	-4.130	-1.159	-3.095	-3.250	-2.062	-3.301	-2.113	-3.353
3.11.02	-2.583	-4.099	-4.099	-2.024	-3.633	-1.047	-3.078	-3.324	-1.845	-3.347	-1.868	-2.731
3.11.03	-3.728	-6.040	-6.040	-3.184	-5.593	-2.281	-5.461	-5.624	-3.226	-5.680	-3.282	-3.693
3.11.04	-2.672	-4.173	-4.173	-1.336	-2.383	-2.092	-4.041	-4.429	-2.022	-4.307	-1.900	-2.734
3.11.05	-1.709	-2.744	-2.744	-1.768	-1.369	-0.287	-1.458	-1.712	-0.962	-1.709	-0.960	-0.904
3.11.06	-2.735	-4.057	-4.057	-2.519	-2.909	-0.995	-2.685	-2.831	-1.562	-2.893	-1.624	-3.116
3.11.07	-2.615	-3.438	-3.438	-1.027	-0.946	-0.438	-1.555	-1.775	0.139	-1.732	0.182	-0.436
3.11.08	-1.402	-1.862	-1.862	-0.909	-1.503	-0.687	-1.318	-1.381	-0.548	-1.381	-0.548	-1.179
3.11.09	-2.767	-4.300	-4.300	-1.365	-3.034	-1.265	-3.192	-3.408	-0.945	-3.371	-0.908	-2.578
3.11.10	-1.376	-1.919	-1.919	0.032	-1.128	-1.031	-1.713	-1.821	-0.216	-1.821	-0.216	-0.760
3.12.01	-1.952	-3.461	-3.461	-3.480	-3.967	-1.282	-3.595	-3.713	-2.288	-3.765	-2.341	-3.164
3.12.02	-1.663	-3.775	-3.775	-3.800	-5.976	-2.821	-6.259	-6.255	-3.162	-6.346	-3.253	-5.153
3.12.03	-2.333	-3.761	-3.761	-3.781	-4.054	-1.248	-3.328	-3.452	-2.183	-3.555	-2.286	-3.434
3.12.04	-3.197	-5.053	-5.053	-5.079	-5.286	-1.343	-4.183	-4.275	-2.938	-4.590	-3.253	-4.846
3.12.05	-2.990	-4.179	-4.179	-4.165	-2.556	-1.697	-3.580	-3.689	0.536	-3.626	0.599	-3.261
3.12.06	1.218	-0.529	-0.529	-0.506	-4.708	-3.089	-6.054	-6.063	0.446	-6.034	0.475	-4.352
3.12.07	-0.856	-2.542	-2.542	-2.524	-3.696	-2.235	-4.905	-4.982	-0.525	-4.982	-0.525	-2.860
3.12.08	-2.755	-4.027	-4.027	-4.016	-1.169	-0.913	-2.936	-2.996	0.514	-2.991	0.519	-1.137
3.12.09	-2.541	-4.149	-4.149	-4.146	-2.185	-0.678	-3.059	-3.237	-1.814	-3.272	-1.848	-1.988
3.12.10	-2.404	-4.008	-4.008	-4.005	-1.989	-0.450	-2.898	-3.054	-1.544	-3.097	-1.587	-2.266
3.12.11	2.595	1.195	1.195	1.249	-4.194	-5.838	-8.183	-8.681	-0.966	-8.126	-0.412	-6.233
3.12.12	2.607	1.217	1.217	1.269	-3.913	-5.673	-7.939	-8.471	-0.937	-7.903	-0.369	-5.851
3.12.13	-1.283	-2.374	-2.374	-2.373	-1.756	-0.548	-2.048	-2.058	-1.087	-1.998	-1.028	-2.224
3.12.14	-0.787	-1.233	-1.233	-1.230	-1.434	-0.843	-1.512	-1.556	-0.695	-1.556	-0.694	-1.216
3.12.15	-0.771	-2.210	-2.210	-2.202	-3.006	-1.869	-4.034	-4.071	-0.999	-4.026	-0.954	-3.183
3.13.01	0.087	-2.294	-2.294	-2.317	-2.504	0.766	-2.063	-2.366	-2.366	-2.353	-2.353	-1.976
3.13.02	-0.633	-2.790	-2.790	-2.796	-4.268	-2.427	-4.953	-5.394	-5.394	-5.401	-5.401	-6.138
3.13.03	-0.404	-1.151	-1.151	-1.151	-0.737	-0.490	-1.122	-1.545	-1.545	-1.566	-1.566	-1.121
3.13.04	0.064	-0.360	-0.360	-0.359	-0.175	0.003	-0.332	-0.572	-0.572	-0.572	-0.572	-0.255
3.13.05	0.011	-0.873	-0.873	-0.875	-1.236	-0.369	-1.317	-1.516	-1.516	-1.516	-1.516	-1.561
3.14.01	-1.427	-4.882	-4.882	-4.849	-11.403	-6.008	-10.568	-10.801	-6.410	-10.799	-6.408	-6.403
3.14.02	-0.726	-1.753	-1.753	-1.741	-4.351	-1.754	-3.091	-3.290	-0.999	-3.290	-0.999	-1.954
3.14.03	-0.714	-1.905	-1.905	-1.893	-4.713	-1.546	-3.193	-3.294	-0.907	-3.294	-0.907	-2.210
3.14.04	-0.865	-2.059	-2.059	-2.058	-3.055	-0.871	-2.234	-2.571	-2.547	-2.590	-2.566	-1.456
3.15.01	-0.681	-1.881	-1.881	-1.588	-1.801	-1.823	-3.305	-3.534	-2.888	-3.531	-2.886	-2.846
3.15.02	-1.520	-2.587	-2.587	-2.175	-1.888	-0.998	-2.482	-2.698	-2.174	-2.698	-2.174	-1.837
3.15.03	-1.118	-1.663	-1.663	-1.370	-1.148	-0.420	-1.225	-1.383	-0.911	-1.383	-0.911	-1.026
3.15.04	-2.325	-3.226	-3.226	-2.874	-2.156	-1.339	-2.627	-2.807	-2.220	-2.820	-2.233	-2.645
3.15.05	-2.371	-3.551	-3.551	-3.531	-1.957	0.023	-1.416	-1.761	-1.760	-1.769	-1.768	-1.423
3.16.01	-2.400	-4.677	-4.677	-4.649	-3.772	-1.151	-4.356	-4.534	-4.364	-4.534	-4.364	-4.301
3.16.02	-1.551	-2.277	-2.277	-2.258	-1.021	-0.525	-1.605	-1.836	-1.732	-1.848	-1.744	-1.542
3.16.03	-1.546	-2.194	-2.194	-2.129	-0.860	-0.820	-1.854	-1.991	-1.577	-1.991	-1.577	-1.597
3.16.04	-1.953	-3.105	-3.105	-3.041	-1.768	-1.419	-3.193	-3.431	-2.939	-3.453	-2.961	-2.839
3.16.05	-0.166	-1.646	-1.646	-1.516	-2.789	-2.901	-5.038	-5.153	-4.114	-5.223	-4.184	-4.481
3.16.06	-1.343	-1.927	-1.927	-1.815	1.439	-1.249	-2.168	-2.209	-1.294	-2.201	-1.286	-1.188
3.16.07	-3.286	-5.207	-5.207	-5.190	-3.710	-1.646	-4.153	-4.401	-4.296	-4.518	-4.414	-5.321
3.16.08	-3.419	-4.444	-4.444	-4.206	1.934	-2.451	-4.103	-4.348	-2.227	-4.308	-2.187	-1.444
3.17.01	-0.149	-0.769	-0.769	-0.818	-0.946	~~~	~~~	~~~	~~~	~~~	~~~	27.296
3.17.02	-0.020	-3.513	-3.513	-3.865	-6.636	~~~	~~~	~~~	~~~	~~~	~~~	-4.224
3.17.03	-0.936	-2.112	-2.112	-2.153	-2.807	~~~	~~~	~~~	~~~	~~~	~~~	-2.339
3.17.04	-0.909	-2.653	-2.653	-2.835	-3.571	~~~	~~~	~~~	~~~	~~~	~~~	-3.523
3.17.05	-1.398	-3.486	-3.486	-3.493	-4.255	~~~	~~~	~~~	~~~	~~~	~~~	-4.689
3.17.06	-1.461	-2.842	-2.842	-2.844	-2.145	~~~	~~~	~~~	~~~	~~~	~~~	-3.142
3.17.07	0.725	-0.040	-0.040	-0.041	-0.109	~~~	~~~	~~~	~~~	~~~	~~~	-1.165
3.17.08	-2.374	-6.043	-6.043	-6.081	-7.804	~~~	~~~	~~~	~~~	~~~	~~~	-7.235
3.18.01	-2.378	-3.707	-3.707	-3.828	-5.273	~~~	~~~	~~~	~~~	~~~	~~~	-1.557
3.18.02	-1.649	-3.513	-3.513	-3.714	-4.729	~~~	~~~	~~~	~~~	~~~	~~~	-2.081
3.18.03	-1.153	-2.543	-2.543	-2.651	-3.845	~~~	~~~	~~~	~~~	~~~	~~~	-2.347
3.18.04	-0.823	-1.874	-1.874	-2.012	-2.383	~~~	~~~	~~~	~~~	~~~	~~~	-1.111
3.18.05	-2.015	-5.523	-5.523	-5.538	-11.844	~~~	~~~	~~~	~~~	~~~	~~~	-5.501
3.18.06	-1.662	-3.688	-3.688	-3.690	-5.663	~~~	~~~	~~~	~~~	~~~	~~~	-3.989
3.18.07	-0.997	-3.256	-3.256	-3.258	-8.380	~~~	~~~	~~~	~~~	~~~	~~~	-3.832
3.18.08	-1.197	-3.558	-3.558	-3.560	-8.257	~~~	~~~	~~~	~~~	~~~	~~~	-3.590
3.19.01	-3.031	-4.349	-4.349	-4.463	-4.856	~~~	~~~	~~~	~~~	~~~	~~~	-1.741
3.19.02	-1.433	-2.506	-2.506	-2.648	-1.994	~~~	~~~	~~~	~~~	~~~	~~~	-1.788
3.19.03	-2.392	-3.872	-3.872	-4.006	-4.531	~~~	~~~	~~~	~~~	~~~	~~~	-3.460
3.19.04	-4.627	-7.468	-7.468	-7.757	-8.245	~~~	~~~	~~~	~~~	~~~	~~~	-2.268
3.19.05	-1.810	-3.670	-3.670	-3.135	-3.301	~~~	~~~	~~~	~~~	~~~	~~~	-3.989
3.19.06	-2.019	-3.370	-3.370	-2.577	-2.760	~~~	~~~	~~~	~~~	~~~	~~~	-3.620
3.19.07	-2.897	-5.363	-5.363	-3.635	-7.170	~~~	~~~	~~~	~~~	~~~	~~~	-5.237
3.20.01	-2.361	-5.026	-5.026	-5.026	-7.436	~~~	~~~	~~~	~~~	~~~	~~~	-5.889
3.20.02	-2.608	-4.941	-4.941	-4.943	-5.297	~~~	~~~	~~~	~~~	~~~	~~~	-6.947
3.20.03	-1.330	-2.970	-2.970	-2.969	-4.664	~~~	~~~	~~~	~~~	~~~	~~~	-4.487
3.20.04	-1.911	-3.089	-3.089	-3.087	-2.079	~~~	~~~	~~~	~~~	~~~	~~~	-1.847
3.20.05	-1.548	-2.687	-2.687	-2.831	-2.570	~~~	~~~	~~~	~~~	~~~	~~~	-1.895
3.20.06	-3.654	-5.508	-5.508	-5.656	-5.008	~~~	~~~	~~~	~~~	~~~	~~~	-2.322
3.20.07	-1.481	-2.575	-2.575	-2.720	-1.828	~~~	~~~	~~~	~~~	~~~	~~~	-1.802
3.20.08	-3.907	-4.648	-4.648	-4.707	-2.107	~~~	~~~	~~~	~~~	~~~	~~~	0.582
3.21.01	-0.432	-1.868	-1.868	-1.881	-2.847	-0.335	-1.980	-2.269	-2.269	-2.269	-2.269	-2.453
3.21.02	-0.965	-3.171	-3.171	-3.194	-4.562	-1.110	-4.074	-4.148	-4.148	-4.148	-4.148	-4.296
3.21.03	-3.299	-4.431	-4.431	-4.442	-7.902	-0.406	-2.389	-2.269	-2.269	-2.269	-2.269	-4.073
3.21.04	-3.737	-6.054	-6.054	-6.079	-10.516	0.068	-4.067	-3.839	-3.839	-3.839	-3.839	-5.855
3.21.05	-0.590	-1.673	-1.673	-1.674	-2.501	-0.005	-1.328	-1.498	-1.498	-1.498	-1.498	-2.476
3.21.06	-0.613	-1.615	-1.615	-1.616	-1.607	-0.022	-1.331	-1.403	-1.403	-1.403	-1.403	-2.621
3.21.07	-2.636	-4.512	-4.512	-4.532	-9.733	-0.559	-3.963	-3.939	-3.939	-3.939	-3.939	-3.832
3.21.08	-0.739	-1.853	-1.853	-1.856	-3.937	-0.352	-1.965	-2.229	-2.229	-2.229	-2.229	-2.141
3.21.09	-0.300	-1.181	-1.181	-1.182	-1.978	-0.029	-1.028	-1.246	-1.246	-1.246	-1.246	-1.734
3.21.10	-0.443	-1.333	-1.333	-1.334	-2.455	-0.027	-1.007	-1.268	-1.268	-1.268	-1.268	-1.759
3.22.01	0.526	-0.830	-0.830	-0.843	-7.060	-2.765	-4.785	-4.758	-4.758	-4.758	-4.758	-2.906
3.22.02	0.176	-2.205	-2.205	-2.226	-10.256	-4.113	-7.355	-7.462	-7.462	-7.462	-7.462	-4.434
3.22.03	-0.869	-2.984	-2.984	-3.001	-5.072	-2.165	-5.328	-5.360	-5.360	-5.360	-5.360	-3.704
3.22.04	-1.128	-2.909	-2.909	-2.924	-4.140	-1.180	-3.668	-3.611	-3.611	-3.611	-3.611	-2.728
3.22.05	2.459	1.254	1.254	1.254	-7.334	-3.183	-5.567	-5.434	-5.434	-5.434	-5.434	-4.333
3.22.06	-0.560	-1.963	-1.963	-1.967	-10.373	-1.811	-3.922	-4.066	-4.066	-4.066	-4.066	-3.193
3.22.07	2.302	1.552	1.552	1.552	-9.185	-3.049	-4.660	-4.515	-4.515	-4.515	-4.515	-3.272
3.22.08	-0.428	-2.393	-2.393	-2.400	-15.598	-2.533	-5.635	-5.721	-5.721	-5.721	-5.721	-4.777
3.22.09	1.440	0.129	0.129	0.128	-9.394	-3.569	-5.656	-5.762	-5.762	-5.762	-5.762	-3.790
3.22.10	1.819	0.479	0.479	0.478	-9.013	-3.986	-6.167	-6.268	-6.268	-6.268	-6.268	-3.809
3.22.11	2.381	1.727	1.727	1.726	-5.006	-3.281	-4.518	-4.632	-4.632	-4.632	-4.632	-2.449
3.22.12	2.393	1.309	1.309	1.308	-4.176	-2.871	-4.794	-4.822	-4.822	-4.822	-4.822	-3.312
3.23.01	-0.444	-1.187	-1.187	-1.195	-2.496	-0.633	-1.960	-1.866	-1.866	-1.866	-1.866	-2.879
3.23.02	-1.147	-3.617	-3.617	-3.639	-8.253	-3.154	-6.848	-7.033	-7.033	-7.033	-7.033	-5.521
3.23.03	-1.144	-3.601	-3.601	-3.623	-8.330	-2.913	-6.472	-6.712	-6.712	-6.712	-6.712	-5.306
3.23.04	-0.864	-2.476	-2.476	-2.491	-5.658	-1.928	-4.239	-4.438	-4.438	-4.438	-4.438	-3.600
3.23.05	0.579	-0.318	-0.318	-0.318	-6.705	-1.558	-2.987	-3.244	-3.244	-3.244	-3.244	-3.263
3.23.06	0.446	-0.275	-0.275	-0.275	-7.035	-2.175	-3.911	-4.016	-4.016	-4.016	-4.016	-2.944
3.23.07	2.161	1.854	1.854	1.854	-0.798	-1.010	-2.077	-2.360	-2.360	-2.360	-2.360	-1.895
3.23.08	0.701	-0.050	-0.050	-0.050	-4.040	-1.582	-3.412	-3.388	-3.388	-3.388	-3.388	-3.168
3.23.09	1.475	0.813	0.813	0.813	-7.195	-3.353	-4.713	-5.074	-5.074	-5.074	-5.074	-2.316
3.23.10	0.615	-0.682	-0.682	-0.683	-10.505	-3.511	-5.813	-6.284	-6.284	-6.284	-6.284	-4.167
3.23.11	0.735	-0.606	-0.606	-0.607	-9.931	-3.562	-5.957	-6.382	-6.382	-6.382	-6.382	-4.147
3.23.12	1.971	0.961	0.961	0.960	-5.304	-3.208	-5.225	-5.471	-5.471	-5.471	-5.471	-3.718
3.24.01	-2.931	-4.525	-4.525	-4.541	-7.198	-2.050	-4.700	-4.829	-4.829	-4.829	-4.829	-4.185
3.24.02	-1.700	-3.949	-3.949	-3.972	-6.022	-1.970	-5.489	-5.526	-5.526	-5.526	-5.526	-5.693
3.24.03	-1.087	-3.012	-3.012	-3.030	-2.652	-0.917	-3.723	-3.729	-3.729	-3.729	-3.729	-3.708
3.24.04	-4.790	-7.202	-7.202	-7.226	-10.059	-3.141	-7.336	-7.468	-7.468	-7.468	-7.468	-6.555
3.24.05	-6.256	-7.204	-7.204	-7.205	-7.701	-1.711	-3.712	-3.915	-3.915	-3.915	-3.915	-4.590
3.24.06	-3.324	-4.012	-4.012	-4.012	-4.368	-0.764	-1.869	-2.156	-2.156	-2.156	-2.156	-1.631
3.24.07	-4.899	-5.516	-5.516	-5.516	-5.922	-1.609	-3.014	-3.237	-3.237	-3.237	-3.237	-4.101
3.24.08	-5.097	-5.954	-5.954	-5.953	-8.409	-2.258	-3.946	-4.261	-4.261	-4.261	-4.261	-4.010
3.24.09	-13.175	-14.480	-14.480	-14.482	-15.202	-5.197	-7.981	-8.591	-8.591	-8.591	-8.591	-5.351
3.24.10	-9.949	-10.603	-10.603	-10.604	-11.341	-4.265	-5.846	-6.305	-6.305	-6.305	-6.305	-2.888
3.24.11	-8.968	-9.966	-9.966	-9.968	-8.691	-4.057	-6.300	-6.615	-6.615	-6.615	-6.615	-4.545
3.24.12	-14.335	-15.576	-15.576	-15.578	-16.179	-5.633	-8.322	-8.955	-8.955	-8.955	-8.955	-5.515
3.25.01	-1.224	-2.408	-2.408	-2.421	-1.967	-0.897	-2.590	-2.614	-2.614	-2.612	-2.612	-2.029
3.25.02	-0.755	-2.629	-2.629	-2.654	-3.179	-1.288	-3.846	-3.926	-3.926	-3.907	-3.907	-3.625
3.25.03	-1.249	-4.431	-4.431	-4.497	-5.874	-1.869	-6.479	-6.314	-6.314	-6.247	-6.247	-5.836
3.25.04	-0.574	-1.834	-1.834	-1.848	-1.412	-0.243	-1.899	-1.975	-1.975	-2.006	-2.006	-1.784
3.25.05	-1.717	-4.290	-4.290	-4.315	-5.113	-2.058	-5.516	-5.597	-5.597	-6.094	-6.094	-6.132
3.25.06	-0.363	-1.669	-1.669	-1.671	-2.327	-0.272	-1.951	-2.054	-2.054	-2.054	-2.054	-2.101
3.25.07	-0.556	-2.515	-2.515	-2.521	-2.442	-0.580	-3.050	-3.455	-3.455	-3.512	-3.512	-3.024
3.25.08	-2.497	-5.875	-5.875	-5.911	-8.206	-2.433	-7.478	-7.505	-7.505	-8.111	-8.111	-8.335
3.25.09	0.112	-0.857	-0.857	-0.857	-0.492	-0.273	-1.410	-1.577	-1.577	-1.577	-1.577	-1.360
3.25.10	-0.249	-1.620	-1.620	-1.624	-1.529	-0.499	-1.907	-2.307	-2.307	-2.309	-2.309	-2.187
3.26.01	0.040	-2.050	-2.050	-2.075	-6.693	-4.036	-6.901	-7.010	-7.010	-6.963	-6.963	-3.544
3.26.02	-0.005	-2.090	-2.090	-2.114	-7.054	-4.503	-7.481	-7.536	-7.536	-7.479	-7.479	-3.679
3.26.03	-0.970	-2.587	-2.587	-2.607	-3.207	-1.033	-3.220	-3.295	-3.295	-3.302	-3.302	-2.280
3.26.04	0.361	-0.853	-0.853	-0.868	-4.693	-2.787	-4.583	-4.636	-4.636	-4.598	-4.598	-2.299
3.26.05	-0.613	-3.078	-3.078	-3.089	-7.175	-3.292	-6.913	-6.982	-6.982	-6.958	-6.958	-4.737
3.26.06	1.776	-0.058	-0.058	-0.058	-6.651	-6.085	-9.610	-9.167	-9.167	-9.167	-9.167	-4.730
3.26.07	1.427	0.183	0.183	0.183	-1.778	-2.295	-4.471	-4.402	-4.402	-4.402	-4.402	-2.689
3.26.08	-1.255	-2.463	-2.463	-2.463	-2.417	-0.998	-2.776	-2.849	-2.849	-2.918	-2.918	-3.244
3.26.09	0.390	-0.903	-0.903	-0.904	-4.239	-3.445	-5.494	-5.352	-5.352	-5.352	-5.352	-2.860
3.26.10	0.370	-0.945	-0.945	-0.946	-4.395	-3.597	-5.736	-5.548	-5.548	-5.548	-5.548	-2.853
3.26.11	1.442	-1.359	-1.359	-1.373	-9.463	-7.659	-12.437	-12.135	-12.135	-11.929	-11.929	-6.533
3.26.12	1.349	0.170	0.170	0.169	-4.772	-4.425	-6.515	-6.434	-6.434	-6.213	-6.213	-2.655
