# SQM interaction energies (kcal/mol)
"name"	AM1	RM1	PM3	PM6	PM6-D3H4'	PM6-D3H4	PM6-D3H4X	PM7	DFTB3	DFTB3-D3H4	DFTB3-D3H4X	GFN2-xTB
037.03_1.05_ethyne_H--cyanogen_bromide	1.472	0.770	0.651	1.399	1.033	1.033	1.033	2.106	0.819	0.147	0.147	1.662
037.03_1.10_ethyne_H--cyanogen_bromide	1.036	0.314	-0.071	0.696	0.316	0.316	0.316	1.194	0.517	-0.146	-0.146	0.839
037.03_1.15_ethyne_H--cyanogen_bromide	0.705	0.074	-0.271	0.229	-0.164	-0.163	-0.163	0.602	0.351	-0.354	-0.354	0.348
037.03_1.25_ethyne_H--cyanogen_bromide	0.312	-0.098	-0.036	-0.185	-0.575	-0.575	-0.575	-0.023	0.228	-0.461	-0.461	-0.088
037.04_1.00_hydrogen_fluoride--cyanogen_bromide	6.541	6.533	5.673	4.857	4.684	4.684	4.684	8.096	0.061	-0.409	-0.409	2.949
037.04_1.05_hydrogen_fluoride--cyanogen_bromide	4.295	3.883	4.405	3.181	3.007	3.008	3.008	5.853	-0.233	-0.677	-0.677	1.809
037.04_1.10_hydrogen_fluoride--cyanogen_bromide	2.952	2.118	2.926	2.130	1.948	1.949	1.949	4.252	-0.057	-0.453	-0.453	1.103
037.04_1.15_hydrogen_fluoride--cyanogen_bromide	2.122	1.072	1.583	1.432	1.236	1.236	1.236	3.100	0.124	-0.236	-0.236	0.691
037.04_1.25_hydrogen_fluoride--cyanogen_bromide	1.177	0.240	0.150	0.543	0.309	0.309	0.309	1.667	0.422	0.022	0.022	0.370
037.05_1.00_methane_H--cyanogen_bromide	1.976	1.429	1.181	1.945	1.465	1.465	1.465	2.553	2.012	1.199	1.199	2.587
037.05_1.05_methane_H--cyanogen_bromide	1.361	0.685	0.070	1.030	0.565	0.565	0.565	1.367	1.104	0.355	0.355	1.279
037.05_1.10_methane_H--cyanogen_bromide	0.901	0.276	-0.399	0.411	-0.043	-0.044	-0.044	0.601	0.566	-0.184	-0.184	0.482
037.05_1.15_methane_H--cyanogen_bromide	0.564	0.048	-0.432	0.021	-0.420	-0.420	-0.420	0.120	0.264	-0.513	-0.513	0.017
037.05_1.25_methane_H--cyanogen_bromide	0.197	-0.119	-0.145	-0.266	-0.667	-0.667	-0.667	-0.346	0.029	-0.640	-0.640	-0.369
037.07_1.00_methylbromide--dihydrogen	1.751	1.934	1.586	2.799	2.545	2.559	2.559	3.939	-0.994	-1.366	-1.366	2.263
037.07_1.05_methylbromide--dihydrogen	1.233	1.054	0.383	1.662	1.385	1.393	1.393	2.456	-0.983	-1.373	-1.373	1.162
037.07_1.10_methylbromide--dihydrogen	0.840	0.552	-0.201	0.889	0.599	0.604	0.604	1.472	-0.828	-1.290	-1.290	0.495
037.07_1.15_methylbromide--dihydrogen	0.543	0.255	-0.322	0.376	0.091	0.093	0.093	0.826	-0.635	-1.181	-1.181	0.104
037.07_1.25_methylbromide--dihydrogen	0.205	-0.008	-0.098	-0.092	-0.349	-0.349	-0.349	0.141	-0.313	-0.798	-0.798	-0.229
037.08_1.00_methylbromide--ethyne_H	2.036	2.690	3.266	3.554	3.114	3.141	3.141	5.851	0.975	0.130	0.130	4.637
037.08_1.05_methylbromide--ethyne_H	1.182	1.088	1.589	2.076	1.640	1.660	1.660	3.601	0.301	-0.519	-0.519	2.464
037.08_1.10_methylbromide--ethyne_H	0.683	0.109	0.176	1.050	0.615	0.629	0.629	2.070	-0.086	-0.852	-0.852	1.072
037.08_1.15_methylbromide--ethyne_H	0.353	-0.408	-0.750	0.333	-0.104	-0.094	-0.094	1.041	-0.291	-1.019	-1.019	0.212
037.08_1.25_methylbromide--ethyne_H	-0.071	-0.747	-1.169	-0.480	-0.919	-0.914	-0.914	-0.080	-0.405	-1.170	-1.170	-0.581
037.09_1.00_methylbromide--hydrogen_fluoride	15.379	12.728	4.476	10.551	10.305	10.364	10.364	14.703	5.839	5.452	5.452	2.648
037.09_1.05_methylbromide--hydrogen_fluoride	9.521	8.536	3.366	6.485	6.249	6.298	6.298	10.383	0.339	-0.079	-0.079	0.494
037.09_1.10_methylbromide--hydrogen_fluoride	5.554	5.172	2.972	3.706	3.477	3.517	3.517	7.241	-2.643	-3.093	-3.093	-1.022
037.09_1.15_methylbromide--hydrogen_fluoride	2.997	2.520	2.449	1.886	1.660	1.692	1.692	4.953	-3.638	-4.097	-4.097	-2.009
037.09_1.25_methylbromide--hydrogen_fluoride	0.526	-0.717	0.544	0.052	-0.182	-0.163	-0.163	2.101	-2.981	-3.390	-3.390	-2.848
037.10_1.00_methylbromide--methane_H	1.788	1.392	1.237	1.882	1.312	1.328	1.328	2.714	1.941	1.036	1.036	2.358
037.10_1.05_methylbromide--methane_H	1.216	0.576	0.003	0.944	0.402	0.413	0.413	1.420	1.047	0.217	0.217	1.033
037.10_1.10_methylbromide--methane_H	0.794	0.143	-0.590	0.307	-0.211	-0.204	-0.204	0.580	0.514	-0.294	-0.294	0.236
037.10_1.15_methylbromide--methane_H	0.480	-0.086	-0.688	-0.103	-0.598	-0.593	-0.593	0.046	0.211	-0.617	-0.617	-0.223
037.10_1.25_methylbromide--methane_H	0.130	-0.237	-0.351	-0.422	-0.864	-0.862	-0.862	-0.478	-0.025	-0.764	-0.764	-0.588
038.01_1.00_cyanogen_bromide--benzene	3.926	0.443	1.640	-0.107	-1.376	-1.367	-1.367	-0.669	4.472	2.024	2.024	-0.084
038.01_1.05_cyanogen_bromide--benzene	2.256	-0.006	1.257	-0.889	-2.192	-2.185	-2.185	-1.893	1.334	-1.088	-1.088	-1.593
038.01_1.10_cyanogen_bromide--benzene	1.277	-0.193	0.763	-1.132	-2.437	-2.430	-2.430	-2.482	-0.421	-2.755	-2.755	-2.268
038.01_1.15_cyanogen_bromide--benzene	0.690	-0.299	0.320	-1.167	-2.446	-2.440	-2.440	-2.692	-1.270	-3.400	-3.400	-2.481
038.01_1.25_cyanogen_bromide--benzene	0.097	-0.392	-0.197	-1.028	-2.209	-2.202	-2.202	-2.585	-1.507	-3.205	-3.205	-2.313
038.02_1.00_ethene--cyanogen_bromide	2.076	0.257	1.219	-0.273	-1.022	-1.021	-1.021	-0.374	2.528	1.061	1.061	-0.096
038.02_1.05_ethene--cyanogen_bromide	1.212	0.090	0.891	-0.519	-1.279	-1.279	-1.279	-1.040	0.515	-0.933	-0.933	-0.941
038.02_1.10_ethene--cyanogen_bromide	0.716	-0.000	0.537	-0.574	-1.320	-1.319	-1.319	-1.321	-0.519	-1.843	-1.843	-1.276
038.02_1.15_ethene--cyanogen_bromide	0.416	-0.061	0.269	-0.575	-1.294	-1.294	-1.294	-1.393	-0.943	-2.092	-2.092	-1.350
038.02_1.25_ethene--cyanogen_bromide	0.105	-0.115	-0.012	-0.470	-1.115	-1.115	-1.115	-1.291	-0.906	-1.807	-1.807	-1.202
038.03_1.00_ethyne_C--cyanogen_bromide	2.167	0.311	1.015	0.161	-0.329	-0.329	-0.329	0.095	2.818	1.683	1.683	0.097
038.03_1.05_ethyne_C--cyanogen_bromide	1.260	0.128	0.729	-0.211	-0.731	-0.731	-0.731	-0.647	0.777	-0.403	-0.403	-0.834
038.03_1.10_ethyne_C--cyanogen_bromide	0.740	0.021	0.399	-0.349	-0.884	-0.884	-0.884	-0.986	-0.315	-1.402	-1.402	-1.223
038.03_1.15_ethyne_C--cyanogen_bromide	0.426	-0.055	0.146	-0.412	-0.958	-0.958	-0.958	-1.099	-0.804	-1.745	-1.745	-1.332
038.03_1.25_ethyne_C--cyanogen_bromide	0.102	-0.129	-0.113	-0.393	-0.939	-0.939	-0.939	-1.048	-0.879	-1.646	-1.646	-1.223
038.04_1.00_methane_C--cyanogen_bromide	3.034	1.259	0.978	0.811	0.367	0.367	0.367	1.656	4.390	3.126	3.126	1.144
038.04_1.05_methane_C--cyanogen_bromide	1.821	0.627	0.979	-0.037	-0.539	-0.539	-0.539	0.379	2.289	1.107	1.107	-0.019
038.04_1.10_methane_C--cyanogen_bromide	1.133	0.314	0.805	-0.325	-0.904	-0.904	-0.904	-0.322	1.086	0.013	0.013	-0.591
038.04_1.15_methane_C--cyanogen_bromide	0.735	0.152	0.574	-0.387	-1.034	-1.035	-1.035	-0.669	0.430	-0.569	-0.569	-0.832
038.04_1.25_methane_C--cyanogen_bromide	0.329	0.021	0.232	-0.356	-1.002	-1.002	-1.002	-0.838	-0.052	-0.965	-0.965	-0.881
038.05_1.00_methylbromide--benzene	3.075	1.010	2.002	0.103	-1.271	-1.218	-1.218	-1.242	3.001	0.557	0.557	0.166
038.05_1.05_methylbromide--benzene	2.048	0.736	1.466	-0.224	-1.601	-1.572	-1.572	-1.904	1.007	-1.372	-1.372	-0.783
038.05_1.10_methylbromide--benzene	1.431	0.570	0.999	-0.320	-1.669	-1.652	-1.652	-2.147	-0.021	-2.196	-2.196	-1.186
038.05_1.15_methylbromide--benzene	1.038	0.452	0.665	-0.326	-1.623	-1.612	-1.612	-2.165	-0.449	-2.384	-2.384	-1.302
038.05_1.25_methylbromide--benzene	0.590	0.310	0.307	-0.190	-1.307	-1.300	-1.300	-1.935	-0.457	-2.011	-2.011	-1.179
038.06_1.00_methylbromide--ethene	1.605	0.492	1.107	-0.063	-0.908	-0.901	-0.901	-0.625	1.628	0.086	0.086	0.055
038.06_1.05_methylbromide--ethene	1.063	0.363	0.743	-0.173	-0.991	-0.988	-0.988	-0.990	0.369	-1.056	-1.056	-0.490
038.06_1.10_methylbromide--ethene	0.730	0.268	0.463	-0.212	-0.989	-0.987	-0.987	-1.111	-0.214	-1.439	-1.439	-0.700
038.06_1.15_methylbromide--ethene	0.511	0.201	0.281	-0.208	-0.940	-0.939	-0.939	-1.116	-0.405	-1.462	-1.462	-0.746
038.06_1.25_methylbromide--ethene	0.260	0.124	0.101	-0.107	-0.706	-0.706	-0.706	-1.014	-0.303	-1.135	-1.135	-0.653
038.07_1.00_methylbromide--ethyne_C	1.524	0.697	1.055	0.209	-0.374	-0.356	-0.356	-0.424	1.467	0.266	0.266	0.491
038.07_1.05_methylbromide--ethyne_C	1.059	0.548	0.723	0.054	-0.542	-0.534	-0.534	-0.718	0.442	-0.644	-0.644	-0.007
038.07_1.10_methylbromide--ethyne_C	0.767	0.435	0.487	-0.027	-0.629	-0.625	-0.625	-0.809	-0.026	-0.968	-0.968	-0.224
038.07_1.15_methylbromide--ethyne_C	0.570	0.353	0.335	-0.050	-0.644	-0.642	-0.642	-0.809	-0.180	-1.021	-1.021	-0.302
038.07_1.25_methylbromide--ethyne_C	0.336	0.247	0.179	0.008	-0.484	-0.484	-0.484	-0.737	-0.113	-0.808	-0.808	-0.296
038.08_1.00_methylbromide--methane_C	2.222	0.828	0.577	0.457	-0.089	-0.053	-0.053	1.135	3.595	2.331	2.331	0.972
038.08_1.05_methylbromide--methane_C	1.324	0.376	0.566	-0.129	-0.742	-0.722	-0.722	0.095	1.861	0.665	0.665	0.035
038.08_1.10_methylbromide--methane_C	0.836	0.165	0.419	-0.301	-0.986	-0.975	-0.975	-0.450	0.888	-0.215	-0.215	-0.421
038.08_1.15_methylbromide--methane_C	0.560	0.066	0.257	-0.329	-1.056	-1.050	-1.050	-0.700	0.371	-0.680	-0.680	-0.612
038.08_1.25_methylbromide--methane_C	0.270	-0.001	0.058	-0.284	-0.945	-0.944	-0.944	-0.793	0.001	-0.920	-0.920	-0.659
039.01_1.00_cyanogen_bromide--ammonia	2.250	0.613	-0.553	-5.337	-5.947	-5.947	1.120	-2.870	-5.532	-6.448	-1.350	-1.945
039.01_1.05_cyanogen_bromide--ammonia	1.036	0.081	-0.272	-3.895	-4.475	-4.475	0.040	-2.796	-6.010	-7.007	-2.855	-2.198
039.01_1.10_cyanogen_bromide--ammonia	0.467	-0.122	-0.258	-2.667	-3.189	-3.189	-0.307	-2.565	-5.583	-6.522	-3.373	-2.155
039.01_1.15_cyanogen_bromide--ammonia	0.201	-0.201	-0.355	-1.777	-2.242	-2.242	-0.401	-2.295	-4.720	-5.510	-3.319	-1.998
039.01_1.25_cyanogen_bromide--ammonia	-0.030	-0.269	-0.490	-0.876	-1.272	-1.272	-0.521	-1.823	-2.807	-3.358	-2.600	-1.623
039.02_1.00_hydrogen_cyanide--cyanogen_bromide	2.319	0.590	-0.928	-5.139	-5.512	-5.512	2.215	-2.215	-1.591	-2.207	3.066	-0.847
039.02_1.05_hydrogen_cyanide--cyanogen_bromide	1.025	0.064	-0.573	-3.787	-4.149	-4.149	0.809	-2.245	-2.769	-3.487	0.871	-1.318
039.02_1.10_hydrogen_cyanide--cyanogen_bromide	0.424	-0.135	-0.492	-2.589	-2.929	-2.929	0.253	-2.099	-3.027	-3.760	-0.390	-1.462
039.02_1.15_hydrogen_cyanide--cyanogen_bromide	0.155	-0.205	-0.560	-1.688	-2.008	-2.008	0.031	-1.889	-2.786	-3.427	-1.026	-1.458
039.02_1.25_hydrogen_cyanide--cyanogen_bromide	-0.052	-0.262	-0.677	-0.776	-1.092	-1.092	-0.252	-1.479	-1.839	-2.299	-1.408	-1.293
039.03_1.00_methylamine--cyanogen_bromide	3.182	1.148	-0.272	-5.718	-6.562	-6.562	1.493	-3.055	-5.841	-7.151	-1.798	-2.222
039.03_1.05_methylamine--cyanogen_bromide	1.584	0.397	-0.052	-4.324	-5.152	-5.152	0.027	-3.083	-6.545	-7.889	-3.437	-2.541
039.03_1.10_methylamine--cyanogen_bromide	0.790	0.071	-0.056	-3.057	-3.833	-3.833	-0.503	-2.880	-6.226	-7.528	-4.055	-2.509
039.03_1.15_methylamine--cyanogen_bromide	0.401	-0.068	-0.195	-2.064	-2.773	-2.773	-0.633	-2.604	-5.370	-6.526	-4.025	-2.336
039.03_1.25_methylamine--cyanogen_bromide	0.067	-0.187	-0.417	-0.980	-1.568	-1.568	-0.684	-2.086	-3.296	-4.138	-3.182	-1.902
039.04_1.00_methylbromide--ammonia	2.161	2.185	1.463	-0.200	-0.750	-0.749	1.726	0.050	-3.149	-4.103	-1.289	-0.161
039.04_1.05_methylbromide--ammonia	1.723	1.839	1.145	0.407	-0.075	-0.075	1.426	0.063	-2.525	-3.294	-1.498	-0.235
039.04_1.10_methylbromide--ammonia	1.412	1.556	0.891	0.685	0.248	0.248	1.157	0.073	-1.794	-2.419	-1.425	-0.241
039.04_1.15_methylbromide--ammonia	1.166	1.319	0.708	0.771	0.372	0.372	0.923	0.064	-1.146	-1.683	-1.220	-0.219
039.04_1.25_methylbromide--ammonia	0.807	0.957	0.479	0.725	0.426	0.426	0.628	0.023	-0.314	-0.723	-0.670	-0.156
039.05_1.00_methylbromide--hydrogen_cyanide	1.961	1.919	1.750	-1.011	-1.399	-1.398	1.982	-0.079	-1.165	-1.965	1.541	0.238
039.05_1.05_methylbromide--hydrogen_cyanide	1.486	1.608	1.422	-0.167	-0.524	-0.524	1.557	-0.067	-1.292	-1.983	0.460	0.026
039.05_1.10_methylbromide--hydrogen_cyanide	1.199	1.369	1.112	0.306	-0.036	-0.035	1.246	-0.020	-1.085	-1.649	-0.135	-0.072
039.05_1.15_methylbromide--hydrogen_cyanide	0.989	1.167	0.876	0.512	0.174	0.174	0.962	0.023	-0.776	-1.257	-0.442	-0.110
039.05_1.25_methylbromide--hydrogen_cyanide	0.683	0.851	0.583	0.576	0.278	0.278	0.576	0.058	-0.253	-0.664	-0.527	-0.105
039.06_1.00_methylbromide--methylamine	2.672	2.476	1.792	-0.906	-1.745	-1.743	1.680	-0.387	-3.757	-5.140	-1.605	-0.475
039.06_1.05_methylbromide--methylamine	2.029	2.031	1.425	-0.062	-0.815	-0.814	1.296	-0.381	-3.289	-4.499	-2.027	-0.587
039.06_1.10_methylbromide--methylamine	1.621	1.701	1.090	0.429	-0.244	-0.243	1.055	-0.345	-2.535	-3.548	-2.010	-0.589
039.06_1.15_methylbromide--methylamine	1.322	1.433	0.839	0.651	0.044	0.044	0.845	-0.319	-1.768	-2.619	-1.787	-0.546
039.06_1.25_methylbromide--methylamine	0.896	1.027	0.534	0.721	0.248	0.248	0.551	-0.298	-0.636	-1.280	-1.138	-0.422
039.07_1.00_nitromethane--cyanogen_bromide	5.289	2.463	6.778	-4.023	-4.822	-4.820	2.041	-0.830	1.694	-0.111	7.712	-0.311
039.07_1.05_nitromethane--cyanogen_bromide	3.229	1.662	5.567	-2.682	-3.551	-3.550	0.795	-1.274	0.545	-1.199	4.361	-1.095
039.07_1.10_nitromethane--cyanogen_bromide	2.156	1.293	4.384	-1.578	-2.502	-2.501	0.246	-1.364	0.044	-1.556	2.108	-1.390
039.07_1.15_nitromethane--cyanogen_bromide	1.556	1.096	3.427	-0.846	-1.803	-1.802	-0.066	-1.296	-0.092	-1.549	0.667	-1.432
039.07_1.25_nitromethane--cyanogen_bromide	0.933	0.877	2.225	-0.107	-1.003	-1.002	-0.309	-1.067	0.069	-1.187	-0.601	-1.217
039.08_1.00_nitromethane--methylbromide	6.145	0.935	2.716	-8.525	-9.375	-9.373	1.705	-2.013	2.143	0.196	10.636	-2.744
039.08_1.05_nitromethane--methylbromide	2.624	-0.544	2.240	-7.242	-8.164	-8.162	-0.979	-2.956	0.022	-1.949	6.116	-4.078
039.08_1.10_nitromethane--methylbromide	0.849	-1.113	1.534	-5.690	-6.667	-6.665	-2.009	-3.275	-1.106	-3.016	2.865	-4.620
039.08_1.15_nitromethane--methylbromide	0.001	-1.268	0.769	-4.349	-5.365	-5.364	-2.347	-3.268	-1.616	-3.380	0.637	-4.720
039.08_1.25_nitromethane--methylbromide	-0.614	-1.219	-0.291	-2.706	-3.733	-3.732	-2.468	-2.911	-1.699	-3.170	-1.693	-4.341
039.09_1.00_pyridine--cyanogen_bromide	3.872	1.310	-0.661	-6.238	-7.216	-7.207	2.373	-3.476	-5.251	-6.738	-1.068	-2.387
039.09_1.05_pyridine--cyanogen_bromide	1.905	0.419	-0.401	-4.886	-5.852	-5.843	0.369	-3.562	-6.188	-7.664	-2.827	-2.841
039.09_1.10_pyridine--cyanogen_bromide	0.896	0.015	-0.280	-3.570	-4.490	-4.483	-0.454	-3.382	-6.063	-7.557	-3.657	-2.867
039.09_1.15_pyridine--cyanogen_bromide	0.408	-0.148	-0.352	-2.458	-3.307	-3.300	-0.687	-3.105	-5.349	-6.745	-3.812	-2.706
039.09_1.25_pyridine--cyanogen_bromide	0.034	-0.260	-0.562	-1.141	-1.848	-1.842	-0.745	-2.541	-3.396	-4.431	-3.167	-2.239
039.10_1.00_pyridine--methylbromide	2.819	2.452	1.873	-1.958	-2.983	-2.974	1.498	-1.129	-3.662	-5.275	-1.144	-0.742
039.10_1.05_pyridine--methylbromide	2.009	1.965	1.570	-0.890	-1.823	-1.816	0.976	-1.068	-3.463	-4.975	-1.897	-0.907
039.10_1.10_pyridine--methylbromide	1.551	1.638	1.217	-0.158	-0.994	-0.987	0.755	-0.956	-2.848	-4.149	-2.068	-0.914
039.10_1.15_pyridine--methylbromide	1.247	1.380	0.928	0.245	-0.508	-0.502	0.585	-0.844	-2.121	-3.211	-1.962	-0.855
039.10_1.25_pyridine--methylbromide	0.835	0.990	0.571	0.496	-0.117	-0.112	0.311	-0.660	-0.917	-1.739	-1.453	-0.674
040.01_1.00_cyanogen_bromide--acetone	6.393	2.745	-1.860	-0.005	-0.631	-0.628	2.100	-1.990	-2.264	-3.134	1.846	-1.581
040.01_1.05_cyanogen_bromide--acetone	3.849	1.292	-1.557	-0.908	-1.498	-1.496	0.247	-2.160	-3.613	-4.486	-0.386	-2.371
040.01_1.10_cyanogen_bromide--acetone	2.106	0.357	-0.872	-1.316	-1.855	-1.854	-0.741	-2.168	-3.977	-4.883	-1.709	-2.607
040.01_1.15_cyanogen_bromide--acetone	1.056	-0.119	-0.493	-1.309	-1.793	-1.792	-1.082	-2.094	-3.776	-4.658	-2.374	-2.571
040.01_1.25_cyanogen_bromide--acetone	0.164	-0.387	-0.489	-0.906	-1.311	-1.310	-1.021	-1.837	-2.744	-3.396	-2.500	-2.226
040.02_1.00_furan--cyanogen_bromide	5.292	2.335	-0.441	-0.046	-0.979	-0.960	1.049	-1.543	-2.612	-3.965	0.422	-1.195
040.02_1.05_furan--cyanogen_bromide	3.116	1.123	0.066	-0.696	-1.594	-1.575	-0.311	-1.665	-3.413	-4.754	-1.317	-1.804
040.02_1.10_furan--cyanogen_bromide	1.763	0.458	0.406	-0.828	-1.662	-1.643	-0.848	-1.682	-3.409	-4.733	-2.233	-1.952
040.02_1.15_furan--cyanogen_bromide	0.996	0.152	0.408	-0.674	-1.426	-1.409	-0.910	-1.648	-2.987	-4.188	-2.525	-1.886
040.02_1.25_furan--cyanogen_bromide	0.333	-0.041	0.102	-0.340	-0.953	-0.940	-0.743	-1.496	-1.819	-2.691	-2.168	-1.561
040.03_1.00_methanol--cyanogen_bromide	5.722	2.278	-1.731	-0.282	-0.935	-0.935	1.384	-1.523	-4.896	-5.833	-1.163	-1.614
040.03_1.05_methanol--cyanogen_bromide	3.429	1.047	-1.086	-0.974	-1.610	-1.609	-0.140	-1.651	-5.621	-6.593	-2.843	-2.206
040.03_1.10_methanol--cyanogen_bromide	1.929	0.323	-0.453	-1.181	-1.769	-1.769	-0.838	-1.662	-5.446	-6.443	-3.630	-2.335
040.03_1.15_methanol--cyanogen_bromide	1.051	-0.016	-0.213	-1.054	-1.582	-1.582	-0.993	-1.616	-4.795	-5.720	-3.777	-2.253
040.03_1.25_methanol--cyanogen_bromide	0.290	-0.208	-0.317	-0.650	-1.082	-1.083	-0.846	-1.446	-3.132	-3.793	-3.112	-1.903
040.04_1.00_methylbromide--acetone	3.471	2.404	1.476	0.655	0.068	0.070	1.064	0.141	-0.950	-1.944	1.003	0.373
040.04_1.05_methylbromide--acetone	2.345	1.773	1.556	0.583	0.070	0.070	0.674	0.014	-1.105	-2.015	-0.027	0.104
040.04_1.10_methylbromide--acetone	1.706	1.430	1.352	0.661	0.203	0.204	0.570	-0.048	-0.930	-1.691	-0.495	-0.005
040.04_1.15_methylbromide--acetone	1.320	1.209	1.093	0.696	0.273	0.274	0.496	-0.068	-0.642	-1.272	-0.647	-0.043
040.04_1.25_methylbromide--acetone	0.876	0.905	0.715	0.608	0.234	0.235	0.317	-0.059	-0.134	-0.630	-0.527	-0.037
040.05_1.00_methylbromide--furan	3.886	2.100	0.518	-0.327	-1.328	-1.306	0.029	-1.239	-1.700	-3.170	0.382	-0.322
040.05_1.05_methylbromide--furan	2.387	1.277	0.869	-0.508	-1.423	-1.403	-0.580	-1.280	-2.119	-3.546	-0.978	-0.738
040.05_1.10_methylbromide--furan	1.527	0.864	0.847	-0.371	-1.187	-1.169	-0.662	-1.269	-1.997	-3.278	-1.591	-0.862
040.05_1.15_methylbromide--furan	1.040	0.651	0.650	-0.185	-0.909	-0.893	-0.581	-1.225	-1.635	-2.721	-1.735	-0.853
040.05_1.25_methylbromide--furan	0.558	0.427	0.300	-0.030	-0.619	-0.608	-0.489	-1.069	-0.841	-1.629	-1.410	-0.705
040.06_1.00_methylbromide--methanol	3.287	2.181	1.426	0.534	-0.099	-0.098	0.787	0.329	-2.419	-3.482	-0.771	0.209
040.06_1.05_methylbromide--methanol	2.282	1.663	1.456	0.557	0.001	0.002	0.536	0.170	-2.154	-3.104	-1.331	-0.011
040.06_1.10_methylbromide--methanol	1.696	1.367	1.241	0.656	0.165	0.166	0.488	0.060	-1.643	-2.429	-1.404	-0.094
040.06_1.15_methylbromide--methanol	1.327	1.163	0.998	0.684	0.238	0.238	0.433	-0.014	-1.105	-1.754	-1.242	-0.116
040.06_1.25_methylbromide--methanol	0.876	0.863	0.653	0.587	0.217	0.217	0.288	-0.089	-0.304	-0.802	-0.729	-0.096
040.07_1.00_water--cyanogen_bromide	4.795	1.670	-2.043	-0.503	-0.960	-0.959	1.086	-1.345	-4.667	-5.325	-0.901	-1.360
040.07_1.05_water--cyanogen_bromide	2.767	0.632	-1.179	-1.078	-1.509	-1.509	-0.221	-1.471	-5.286	-6.005	-2.528	-1.873
040.07_1.10_water--cyanogen_bromide	1.504	0.081	-0.560	-1.178	-1.563	-1.563	-0.753	-1.489	-5.062	-5.791	-3.252	-1.985
040.07_1.15_water--cyanogen_bromide	0.790	-0.151	-0.356	-1.005	-1.346	-1.346	-0.836	-1.452	-4.409	-5.056	-3.360	-1.920
040.07_1.25_water--cyanogen_bromide	0.187	-0.261	-0.424	-0.641	-0.933	-0.933	-0.731	-1.308	-2.834	-3.276	-2.734	-1.637
040.08_1.00_water--methylbromide	2.769	1.909	1.353	0.545	0.129	0.130	0.836	0.733	-2.156	-2.927	-0.654	0.510
040.08_1.05_water--methylbromide	1.993	1.532	1.291	0.621	0.261	0.261	0.682	0.554	-1.815	-2.458	-1.063	0.305
040.08_1.10_water--methylbromide	1.531	1.297	1.077	0.686	0.359	0.360	0.611	0.421	-1.309	-1.824	-1.081	0.205
040.08_1.15_water--methylbromide	1.224	1.118	0.872	0.669	0.362	0.362	0.512	0.321	-0.822	-1.252	-0.916	0.155
040.08_1.25_water--methylbromide	0.829	0.837	0.590	0.552	0.295	0.295	0.349	0.185	-0.155	-0.504	-0.467	0.113
041.01_1.00_cyanogen_bromide--CH3PCH2	2.658	4.730	3.285	6.380	5.809	5.812	5.812	0.229	-0.079	-1.093	-1.093	-0.845
041.01_1.05_cyanogen_bromide--CH3PCH2	0.241	3.422	2.367	3.730	3.207	3.209	3.209	-1.820	-1.654	-2.735	-2.735	-1.599
041.01_1.10_cyanogen_bromide--CH3PCH2	-0.532	2.370	1.611	1.867	1.379	1.380	1.380	-2.831	-2.123	-3.203	-3.203	-1.828
041.01_1.15_cyanogen_bromide--CH3PCH2	-0.638	1.603	1.045	0.669	0.207	0.208	0.208	-3.128	-1.999	-2.948	-2.948	-1.803
041.01_1.25_cyanogen_bromide--CH3PCH2	-0.552	0.670	0.358	-0.315	-0.762	-0.761	-0.761	-2.639	-1.188	-1.872	-1.872	-1.494
041.02_1.00_methylbromide--CH3PCH2	2.281	5.182	3.999	5.003	4.417	4.420	4.420	0.812	-0.260	-1.381	-1.381	-0.757
041.02_1.05_methylbromide--CH3PCH2	0.961	3.869	3.017	2.804	2.261	2.262	2.262	-0.778	-1.192	-2.338	-2.338	-1.157
041.02_1.10_methylbromide--CH3PCH2	0.613	2.876	2.248	1.365	0.854	0.856	0.856	-1.485	-1.369	-2.390	-2.390	-1.238
041.02_1.15_methylbromide--CH3PCH2	0.503	2.146	1.674	0.535	0.045	0.046	0.046	-1.623	-1.190	-2.047	-2.047	-1.177
041.02_1.25_methylbromide--CH3PCH2	0.382	1.215	0.941	-0.014	-0.480	-0.479	-0.479	-1.166	-0.607	-1.263	-1.263	-0.932
041.03_1.00_phosphine--cyanogen_bromide	1.747	4.233	2.947	5.352	5.005	5.005	5.005	0.149	-0.628	-1.346	-1.346	-0.501
041.03_1.05_phosphine--cyanogen_bromide	-0.157	3.040	2.094	2.849	2.516	2.516	2.516	-1.779	-1.958	-2.785	-2.785	-1.219
041.03_1.10_phosphine--cyanogen_bromide	-0.645	2.106	1.410	1.150	0.823	0.824	0.824	-2.676	-2.257	-3.079	-3.079	-1.451
041.03_1.15_phosphine--cyanogen_bromide	-0.663	1.427	0.906	0.112	-0.213	-0.213	-0.213	-2.884	-2.027	-2.739	-2.739	-1.453
041.03_1.25_phosphine--cyanogen_bromide	-0.543	0.596	0.301	-0.636	-0.980	-0.980	-0.980	-2.314	-1.148	-1.670	-1.670	-1.222
041.04_1.00_phosphine--methylbromide	1.724	4.674	3.800	4.662	4.297	4.297	4.297	-0.060	-0.575	-1.410	-1.410	-0.408
041.04_1.05_phosphine--methylbromide	0.788	3.493	2.864	2.576	2.218	2.218	2.218	-1.427	-1.302	-2.165	-2.165	-0.755
