# DFT-SAPT benchmark energies with the asymptotically corrected PBE0 potential for R739x5
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (https://doi.org/10.1021/acs.jctc.3c00801)

System             Elst        Exch        Ind       deltaHF       Disp       Total    
067.04_115      -0.709       3.249      -0.662      -0.261      -1.161       0.457
067.04_125      -0.346       1.623      -0.406      -0.122      -0.782      -0.034
067.05_100      -1.969       6.338       0.022      -0.431      -1.721       2.239
067.05_105      -1.356       4.405       0.023      -0.293      -1.383       1.397
067.05_110      -0.931       3.055       0.019      -0.196      -1.114       0.832
067.05_115      -0.638       2.115       0.014      -0.131      -0.899       0.460
067.05_125      -0.299       1.009       0.007      -0.057      -0.590       0.070
068.01_100      -2.534       7.248       0.234      -0.736      -2.649       1.563
068.01_105      -1.631       4.702       0.155      -0.492      -2.074       0.660
068.01_110      -1.048       3.045       0.099      -0.323      -1.628       0.144
068.01_115      -0.674       1.970       0.061      -0.210      -1.283      -0.136
068.01_125      -0.278       0.823       0.020      -0.086      -0.809      -0.330
068.02_100      -2.476       6.794       0.250      -0.740      -2.063       1.765
068.02_105      -1.604       4.434       0.167      -0.502      -1.588       0.907
068.02_110      -1.037       2.888       0.107      -0.335      -1.225       0.398
068.02_115      -0.670       1.879       0.067      -0.221      -0.948       0.106
068.02_125      -0.279       0.793       0.024      -0.094      -0.576      -0.132
068.03_100      -2.280       6.481       0.195      -0.581      -1.940       1.875
068.03_105      -1.453       4.167       0.126      -0.384      -1.485       0.972
068.03_110      -0.925       2.675       0.078      -0.249      -1.140       0.438
068.03_115      -0.588       1.712       0.046      -0.160      -0.879       0.132
068.03_125      -0.237       0.701       0.014      -0.064      -0.529      -0.115
068.04_100      -1.728       5.692       0.085      -0.243      -2.020       1.786
068.04_105      -1.104       3.677       0.056      -0.155      -1.565       0.909
068.04_110      -0.704       2.368       0.036      -0.097      -1.216       0.386
068.04_115      -0.449       1.521       0.022      -0.060      -0.949       0.086
068.04_125      -0.181       0.624       0.008      -0.023      -0.586      -0.158
069.01_100      -2.384       6.437       0.105      -0.458      -1.645       2.055
069.01_105      -1.515       4.130       0.044      -0.297      -1.252       1.111
069.01_110      -0.962       2.644       0.006      -0.188      -0.955       0.546
069.01_115      -0.611       1.694      -0.014      -0.118      -0.730       0.221
069.01_125      -0.245       0.694      -0.027      -0.045      -0.431      -0.054
069.02_100      -1.794       5.619       0.015      -0.241      -1.577       2.022
069.02_105      -1.096       3.486      -0.010      -0.146      -1.191       1.044
069.02_110      -0.668       2.158      -0.023      -0.086      -0.905       0.475
069.02_115      -0.408       1.333      -0.029      -0.050      -0.691       0.155
069.02_125      -0.152       0.507      -0.028      -0.017      -0.409      -0.099
069.03_100      -2.608       6.864       0.173      -0.538      -1.855       2.036
069.03_105      -1.676       4.440       0.094      -0.351      -1.423       1.084
069.03_110      -1.077       2.870       0.042      -0.225      -1.095       0.515
069.03_115      -0.693       1.856       0.011      -0.142      -0.845       0.187
069.03_125      -0.287       0.778      -0.014      -0.056      -0.510      -0.089
069.04_100      -1.654       6.087      -0.110      -0.213      -2.727       1.383
069.04_105      -1.003       3.761      -0.081      -0.125      -2.118       0.434
069.04_110      -0.607       2.315      -0.062      -0.073      -1.650      -0.077
069.04_115      -0.367       1.422      -0.048      -0.042      -1.292      -0.326
069.04_125      -0.133       0.533      -0.030      -0.014      -0.804      -0.448
069.05_100      -2.606       7.023       0.151      -0.467      -1.942       2.159
069.05_105      -1.672       4.531       0.080      -0.301      -1.499       1.141
069.05_110      -1.076       2.930       0.034      -0.190      -1.162       0.537
069.05_115      -0.693       1.895       0.006      -0.118      -0.904       0.186
069.05_125      -0.290       0.797      -0.016      -0.045      -0.555      -0.109
070.01_100      -1.730       5.704      -0.050      -0.210      -1.771       1.942
070.01_105      -1.060       3.536      -0.058      -0.126      -1.353       0.940
070.01_110      -0.649       2.190      -0.060      -0.073      -1.039       0.368
070.01_115      -0.398       1.356      -0.058      -0.042      -0.803       0.055
070.01_125      -0.151       0.519      -0.047      -0.014      -0.488      -0.180
070.02_100      -1.670       5.448       0.024      -0.251      -1.821       1.731
070.02_105      -0.996       3.300       0.004      -0.152      -1.394       0.761
070.02_110      -0.595       1.994      -0.007      -0.091      -1.073       0.229
070.02_115      -0.354       1.201      -0.011      -0.053      -0.829      -0.047
070.02_125      -0.126       0.434      -0.011      -0.018      -0.506      -0.228
070.03_100      -1.946       5.958       0.009      -0.282      -1.770       1.969
070.03_105      -1.203       3.722      -0.016      -0.173      -1.349       0.981
070.03_110      -0.744       2.325      -0.029      -0.104      -1.033       0.414
070.03_115      -0.461       1.450      -0.034      -0.062      -0.795       0.099
070.03_125      -0.178       0.566      -0.031      -0.021      -0.480      -0.145
070.04_100      -1.779       5.613      -0.018      -0.244      -1.597       1.974
070.04_105      -1.087       3.474      -0.034      -0.148      -1.203       1.002
070.04_110      -0.664       2.145      -0.041      -0.088      -0.909       0.443
070.04_115      -0.405       1.323      -0.042      -0.051      -0.691       0.133
070.04_125      -0.151       0.503      -0.035      -0.017      -0.408      -0.108
071.01_100      -2.730       7.081       0.322      -0.733      -1.886       2.054
071.01_105      -1.711       4.487       0.207      -0.478      -1.419       1.086
071.01_110      -1.070       2.834       0.128      -0.303      -1.070       0.518
071.01_115      -0.669       1.787       0.076      -0.189      -0.811       0.194
071.01_125      -0.261       0.709       0.024      -0.072      -0.475      -0.074
071.02_100      -2.611       6.837       0.295      -0.730      -1.784       2.006
071.02_105      -1.621       4.302       0.187      -0.475      -1.332       1.061
071.02_110      -1.004       2.697       0.113      -0.301      -0.998       0.507
071.02_115      -0.620       1.686       0.066      -0.188      -0.751       0.193
071.02_125      -0.235       0.654       0.020      -0.071      -0.432      -0.063
071.03_100      -3.099       7.573       0.415      -0.964      -1.940       1.984
071.03_105      -1.979       4.874       0.267      -0.650      -1.468       1.044
071.03_110      -1.263       3.132       0.163      -0.427      -1.115       0.491
071.03_115      -0.807       2.014       0.096      -0.276      -0.852       0.176
071.03_125      -0.328       0.831       0.028      -0.112      -0.506      -0.087
072.01_100      -2.087       6.272       0.117      -0.416      -1.874       2.012
072.01_105      -1.255       3.832       0.077      -0.254      -1.399       1.000
072.01_110      -0.753       2.333       0.047      -0.151      -1.049       0.426
072.01_115      -0.451       1.416       0.028      -0.089      -0.791       0.113
072.01_125      -0.161       0.518       0.009      -0.030      -0.458      -0.122
072.02_100      -2.202       6.409       0.152      -0.457      -1.933       1.970
072.02_105      -1.339       3.949       0.097      -0.283      -1.451       0.974
072.02_110      -0.812       2.425       0.058      -0.171      -1.094       0.406
072.02_115      -0.493       1.488       0.033      -0.102      -0.830       0.097
072.02_125      -0.181       0.557       0.009      -0.035      -0.486      -0.137
072.03_100      -2.094       6.467       0.073      -0.377      -2.093       1.976
072.03_105      -1.269       3.977       0.054      -0.225      -1.581       0.956
072.03_110      -0.768       2.438       0.036      -0.132      -1.199       0.375
072.03_115      -0.466       1.493       0.022      -0.076      -0.914       0.059
072.03_125      -0.171       0.557       0.007      -0.025      -0.542      -0.174
072.04_100      -2.173       6.386       0.154      -0.440      -1.930       1.997
072.04_105      -1.317       3.928       0.101      -0.271      -1.450       0.991
072.04_110      -0.797       2.407       0.063      -0.162      -1.094       0.417
072.04_115      -0.482       1.472       0.038      -0.096      -0.831       0.102
072.04_125      -0.176       0.549       0.013      -0.033      -0.490      -0.137
073.01_100      -1.531       5.613      -0.047      -0.133      -1.952       1.951
073.01_105      -0.922       3.449      -0.041      -0.078      -1.500       0.908
073.01_110      -0.555       2.116      -0.035      -0.045      -1.161       0.319
073.01_115      -0.336       1.298      -0.030      -0.027      -0.904       0.002
073.01_125      -0.124       0.490      -0.020      -0.009      -0.560      -0.224
073.02_100      -1.757       5.920       0.003      -0.193      -2.137       1.836
073.02_105      -1.092       3.741      -0.009      -0.118      -1.659       0.862
073.02_110      -0.679       2.363      -0.015      -0.072      -1.294       0.303
073.02_115      -0.423       1.494      -0.017      -0.044      -1.014      -0.003
073.02_125      -0.165       0.598      -0.014      -0.016      -0.632      -0.229
074.01_100      -2.016       6.313       0.075      -0.372      -2.032       1.969
074.01_105      -1.196       3.815       0.046      -0.222      -1.528       0.915
074.01_110      -0.709       2.299       0.025      -0.129      -1.153       0.332
074.01_115      -0.421       1.382       0.012      -0.074      -0.876       0.023
074.01_125      -0.148       0.497       0.000      -0.024      -0.515      -0.189
074.02_100      -2.269       6.491       0.173      -0.451      -2.067       1.877
074.02_105      -1.379       3.992       0.104      -0.278      -1.564       0.876
074.02_110      -0.837       2.448       0.059      -0.167      -1.187       0.316
074.02_115      -0.508       1.500       0.031      -0.099      -0.905       0.018
074.02_125      -0.187       0.562       0.006      -0.035      -0.535      -0.189
075.01_100      -2.168       6.256       0.070      -0.317      -2.001       1.839
075.01_105      -1.294       3.798       0.051      -0.201      -1.502       0.851
075.01_110      -0.771       2.297       0.032      -0.124      -1.132       0.302
075.01_115      -0.459       1.387       0.018      -0.076      -0.858       0.012
075.01_125      -0.163       0.504       0.004      -0.028      -0.501      -0.184
075.02_100      -2.412       6.444       0.200      -0.442      -2.015       1.775
075.02_105      -1.472       3.978       0.130      -0.286      -1.519       0.830
075.02_110      -0.897       2.449       0.078      -0.180      -1.150       0.300
075.02_115      -0.547       1.508       0.045      -0.113      -0.875       0.019
075.02_125      -0.202       0.570       0.013      -0.043      -0.514      -0.176
076.01_100      -2.523       6.858       0.124      -0.485      -2.073       1.900
076.01_105      -1.515       4.182       0.092      -0.316      -1.548       0.894
076.01_110      -0.908       2.541       0.059      -0.197      -1.161       0.334
076.01_115      -0.544       1.540       0.036      -0.120      -0.875       0.037
076.01_125      -0.194       0.561       0.011      -0.043      -0.504      -0.169
076.02_100      -2.733       6.970       0.276      -0.619      -2.058       1.836
076.02_105      -1.674       4.317       0.184      -0.408      -1.542       0.877
076.02_110      -1.024       2.667       0.116      -0.260      -1.160       0.338
076.02_115      -0.626       1.644       0.069      -0.162      -0.876       0.050
076.02_125      -0.233       0.623       0.023      -0.062      -0.507      -0.156
077.01_100      -0.932       4.185       0.002      -0.185      -0.996       2.075
077.01_105      -0.576       2.643       0.001      -0.112      -0.748       1.209
077.01_110      -0.356       1.667       0.001      -0.067      -0.564       0.681
077.01_115      -0.219       1.048       0.000      -0.040      -0.427       0.362
077.01_125      -0.083       0.412      -0.000      -0.014      -0.250       0.066
078.01_100      -1.255       4.650       0.044      -0.126      -1.223       2.090
078.01_105      -0.739       2.786       0.025      -0.071      -0.903       1.098
078.01_110      -0.435       1.666       0.014      -0.039      -0.672       0.533
078.01_115      -0.257       0.996       0.007      -0.022      -0.505       0.220
078.01_125      -0.090       0.356       0.002      -0.006      -0.293      -0.031
079.01_100      -2.271       6.893      -0.168      -0.371      -2.472       1.612
079.01_105      -1.504       4.638      -0.092      -0.263      -1.960       0.818
079.01_110      -0.993       3.105      -0.052      -0.180      -1.557       0.324
079.01_115      -0.653       2.072      -0.030      -0.120      -1.241       0.028
079.01_125      -0.281       0.915      -0.011      -0.051      -0.796      -0.224
079.02_100      -1.869       6.516      -0.290      -0.485      -2.206       1.666
079.02_105      -1.231       4.358      -0.177      -0.332      -1.735       0.883
079.02_110      -0.806       2.899      -0.110      -0.222      -1.367       0.394
079.02_115      -0.527       1.921      -0.069      -0.146      -1.079       0.100
079.02_125      -0.223       0.835      -0.028      -0.061      -0.677      -0.154
079.03_100      -1.942       8.122      -0.691      -0.666      -2.820       2.002
079.03_105      -1.304       5.523      -0.475      -0.459      -2.261       1.025
079.03_110      -0.872       3.738      -0.333      -0.309      -1.818       0.406
079.03_115      -0.581       2.520      -0.238      -0.206      -1.467       0.029
079.03_125      -0.256       1.135      -0.127      -0.089      -0.964      -0.301
079.04_100      -2.200      12.243      -2.917      -1.404      -3.410       2.312
079.04_105      -1.568       8.617      -2.195      -1.018      -2.764       1.072
079.04_110      -1.109       6.036      -1.671      -0.727      -2.244       0.285
079.04_115      -0.781       4.216      -1.285      -0.514      -1.826      -0.190
079.04_125      -0.384       2.041      -0.779      -0.254      -1.217      -0.592
079.05_100      -2.227       7.258      -0.278      -0.431      -2.653       1.669
079.05_105      -1.486       4.903      -0.167      -0.302      -2.119       0.830
079.05_110      -0.987       3.299      -0.102      -0.205      -1.696       0.308
079.05_115      -0.654       2.212      -0.064      -0.137      -1.362      -0.005
079.05_125      -0.285       0.986      -0.026      -0.058      -0.886      -0.269
080.01_100      -3.870      10.312      -0.153      -0.480      -4.889       0.920
080.01_105      -2.405       6.517      -0.073      -0.370      -3.832      -0.163
080.01_110      -1.491       4.100      -0.043      -0.258      -3.012      -0.704
080.01_115      -0.923       2.570      -0.031      -0.170      -2.375      -0.929
080.01_125      -0.351       0.998      -0.022      -0.068      -1.492      -0.935
080.02_100      -3.104       8.091      -0.105      -0.349      -3.335       1.198
080.02_105      -1.918       5.094      -0.049      -0.271      -2.559       0.297
080.02_110      -1.182       3.191      -0.028      -0.189      -1.967      -0.175
080.02_115      -0.727       1.992      -0.020      -0.125      -1.516      -0.394
080.02_125      -0.274       0.772      -0.013      -0.050      -0.909      -0.474
080.03_100      -2.843       7.663      -0.122      -0.318      -3.110       1.270
080.03_105      -1.732       4.759      -0.064      -0.232      -2.372       0.358
080.03_110      -1.052       2.942      -0.040      -0.155      -1.814      -0.119
080.03_115      -0.638       1.812      -0.029      -0.099      -1.390      -0.343
080.03_125      -0.233       0.681      -0.017      -0.037      -0.824      -0.430
080.04_100      -2.245       6.998      -0.083      -0.271      -3.205       1.193
080.04_105      -1.382       4.382      -0.041      -0.179      -2.468       0.313
080.04_110      -0.846       2.729      -0.022      -0.113      -1.906      -0.158
080.04_115      -0.518       1.694      -0.012      -0.070      -1.477      -0.383
080.04_125      -0.192       0.645      -0.005      -0.025      -0.898      -0.475
081.01_100      -3.144       7.855      -0.398      -0.269      -2.646       1.399
081.01_105      -1.922       4.901      -0.289      -0.193      -2.016       0.482
081.01_110      -1.174       3.047      -0.221      -0.126      -1.538      -0.011
081.01_115      -0.716       1.887      -0.173      -0.078      -1.173      -0.253
081.01_125      -0.267       0.720      -0.109      -0.028      -0.688      -0.371
081.02_100      -2.267       6.733      -0.284      -0.241      -2.438       1.503
081.02_105      -1.339       4.083      -0.207      -0.157      -1.847       0.533
081.02_110      -0.789       2.466      -0.160      -0.096      -1.406       0.015
081.02_115      -0.464       1.482      -0.127      -0.057      -1.073      -0.238
081.02_125      -0.161       0.531      -0.083      -0.018      -0.632      -0.363
081.03_100      -3.861       9.265      -0.399      -0.336      -3.239       1.429
081.03_105      -2.398       5.858      -0.279      -0.249      -2.498       0.434
081.03_110      -1.487       3.692      -0.211      -0.167      -1.929      -0.103
081.03_115      -0.922       2.322      -0.166      -0.106      -1.493      -0.365
081.03_125      -0.356       0.914      -0.106      -0.039      -0.902      -0.489
081.04_100      -2.693       8.746      -0.356      -0.312      -4.623       0.762
081.04_105      -1.610       5.316      -0.239      -0.198      -3.578      -0.309
081.04_110      -0.959       3.211      -0.169      -0.121      -2.776      -0.814
081.04_115      -0.570       1.932      -0.124      -0.072      -2.163      -0.997
081.04_125      -0.200       0.690      -0.072      -0.024      -1.329      -0.935
081.05_100      -3.888       9.557      -0.411      -0.326      -3.404       1.527
081.05_105      -2.414       6.043      -0.287      -0.239      -2.645       0.458
081.05_110      -1.499       3.814      -0.217      -0.158      -2.062      -0.123
081.05_115      -0.931       2.405      -0.172      -0.099      -1.613      -0.410
081.05_125      -0.360       0.952      -0.111      -0.036      -0.996      -0.551
082.01_100      -2.521       7.543      -0.382      -0.353      -2.862       1.425
082.01_105      -1.508       4.610      -0.293      -0.222      -2.202       0.384
082.01_110      -0.900       2.804      -0.234      -0.134      -1.700      -0.164
082.01_115      -0.537       1.702      -0.190      -0.079      -1.318      -0.422
082.01_125      -0.191       0.623      -0.127      -0.026      -0.805      -0.527
082.02_100      -2.440       7.143      -0.160      -0.306      -3.021       1.217
082.02_105      -1.429       4.277      -0.105      -0.198      -2.327       0.217
082.02_110      -0.837       2.552      -0.076      -0.121      -1.800      -0.281
082.02_115      -0.488       1.515      -0.057      -0.072      -1.398      -0.499
082.02_125      -0.166       0.529      -0.033      -0.024      -0.858      -0.552
082.03_100      -2.884       7.963      -0.339      -0.347      -2.944       1.449
082.03_105      -1.736       4.895      -0.249      -0.224      -2.255       0.430
082.03_110      -1.043       2.997      -0.192      -0.138      -1.733      -0.109
082.03_115      -0.626       1.830      -0.151      -0.082      -1.336      -0.366
082.03_125      -0.226       0.679      -0.096      -0.028      -0.807      -0.478
082.04_100      -2.462       7.045      -0.323      -0.303      -2.502       1.455
082.04_105      -1.463       4.278      -0.240      -0.192      -1.888       0.495
082.04_110      -0.868       2.588      -0.186      -0.116      -1.430      -0.011
082.04_115      -0.514       1.561      -0.147      -0.068      -1.087      -0.255
082.04_125      -0.181       0.564      -0.093      -0.023      -0.638      -0.371
083.01_100      -3.450       8.394      -0.140      -0.278      -3.122       1.404
083.01_105      -2.073       5.157      -0.057      -0.238      -2.355       0.434
083.01_110      -1.243       3.154      -0.031      -0.168      -1.782      -0.070
083.01_115      -0.745       1.921      -0.023      -0.109      -1.354      -0.308
083.01_125      -0.266       0.705      -0.016      -0.040      -0.793      -0.411
083.02_100      -3.127       7.735      -0.125      -0.269      -2.862       1.352
083.02_105      -1.858       4.706      -0.053      -0.227      -2.137       0.432
083.02_110      -1.100       2.848      -0.029      -0.159      -1.601      -0.040
083.02_115      -0.649       1.712      -0.020      -0.102      -1.202      -0.261
083.02_125      -0.225       0.613      -0.013      -0.037      -0.689      -0.352
083.03_100      -4.064       9.132      -0.195      -0.270      -3.272       1.332
083.03_105      -2.493       5.706      -0.098      -0.274      -2.489       0.352
083.03_110      -1.528       3.553      -0.066      -0.210      -1.901      -0.151
083.03_115      -0.935       2.207      -0.054      -0.143      -1.458      -0.384
083.03_125      -0.350       0.845      -0.041      -0.058      -0.870      -0.474
084.01_100      -2.639       7.461      -0.167      -0.319      -3.035       1.301
084.01_105      -1.530       4.438      -0.076      -0.217      -2.268       0.347
084.01_110      -0.884       2.624      -0.038      -0.135      -1.701      -0.134
084.01_115      -0.509       1.544      -0.021      -0.080      -1.281      -0.347
084.01_125      -0.168       0.528      -0.008      -0.026      -0.738      -0.412
084.02_100      -2.908       7.893      -0.176      -0.329      -3.227       1.254
084.02_105      -1.706       4.737      -0.085      -0.230      -2.429       0.288
084.02_110      -0.998       2.829      -0.047      -0.146      -1.836      -0.198
084.02_115      -0.582       1.680      -0.030      -0.088      -1.393      -0.413
084.02_125      -0.198       0.588      -0.017      -0.030      -0.815      -0.471
084.03_100      -2.920       8.348      -0.257      -0.441      -3.549       1.181
084.03_105      -1.719       5.021      -0.125      -0.284      -2.692       0.201
084.03_110      -1.009       3.000      -0.066      -0.173      -2.049      -0.296
084.03_115      -0.592       1.787      -0.038      -0.102      -1.568      -0.512
084.03_125      -0.202       0.626      -0.017      -0.034      -0.932      -0.558
084.04_100      -2.792       7.764      -0.145      -0.303      -3.185       1.339
084.04_105      -1.630       4.651      -0.060      -0.212      -2.404       0.344
084.04_110      -0.949       2.771      -0.027      -0.135      -1.823      -0.162
084.04_115      -0.552       1.645      -0.013      -0.081      -1.389      -0.391
084.04_125      -0.185       0.572      -0.004      -0.027      -0.822      -0.466
085.01_100      -2.355       7.635      -0.234      -0.192      -3.187       1.666
085.01_105      -1.407       4.651      -0.161      -0.120      -2.457       0.505
085.01_110      -0.839       2.821      -0.116      -0.072      -1.901      -0.107
085.01_115      -0.501       1.708      -0.086      -0.042      -1.477      -0.398
085.01_125      -0.178       0.623      -0.050      -0.014      -0.904      -0.523
085.02_100      -2.623       7.995      -0.211      -0.355      -3.538       1.267
085.02_105      -1.597       4.979      -0.146      -0.229      -2.740       0.267
085.02_110      -0.972       3.093      -0.105      -0.144      -2.127      -0.256
085.02_115      -0.591       1.917      -0.077      -0.089      -1.657      -0.497
085.02_125      -0.218       0.730      -0.043      -0.033      -1.014      -0.578
086.01_100      -2.757       8.072      -0.214      -0.301      -3.424       1.375
086.01_105      -1.590       4.781      -0.114      -0.201      -2.580       0.295
086.01_110      -0.914       2.816      -0.069      -0.124      -1.949      -0.239
086.01_115      -0.523       1.649      -0.045      -0.072      -1.477      -0.469
086.01_125      -0.170       0.560      -0.024      -0.023      -0.863      -0.520
086.02_100      -3.301       8.664      -0.190      -0.344      -3.669       1.160
086.02_105      -1.943       5.210      -0.103      -0.239      -2.782       0.144
086.02_110      -1.142       3.119      -0.065      -0.151      -2.114      -0.353
086.02_115      -0.669       1.861      -0.046      -0.091      -1.611      -0.558
086.02_125      -0.229       0.656      -0.026      -0.031      -0.947      -0.578
087.01_100      -2.892       7.634      -0.473       0.264      -3.396       1.137
087.01_105      -1.663       4.523      -0.241       0.091      -2.549       0.160
087.01_110      -0.954       2.663      -0.131       0.029      -1.920      -0.313
087.01_115      -0.546       1.559      -0.075       0.008      -1.452      -0.506
087.01_125      -0.177       0.527      -0.030      -0.000      -0.844      -0.524
087.02_100      -3.382       8.109      -0.360       0.153      -3.554       0.966
087.02_105      -1.989       4.881      -0.176       0.017      -2.685       0.048
087.02_110      -1.166       2.920      -0.095      -0.019      -2.033      -0.392
087.02_115      -0.683       1.741      -0.056      -0.022      -1.544      -0.565
087.02_125      -0.233       0.611      -0.025      -0.012      -0.902      -0.560
088.01_100      -3.297       8.219      -0.665       0.443      -3.528       1.172
088.01_105      -1.900       4.876      -0.320       0.151      -2.635       0.172
088.01_110      -1.090       2.871      -0.161       0.045      -1.973      -0.309
088.01_115      -0.625       1.683      -0.086       0.009      -1.485      -0.503
088.01_125      -0.203       0.569      -0.030      -0.004      -0.854      -0.521
088.02_100      -3.686       8.459      -0.477       0.300      -3.575       1.022
088.02_105      -2.166       5.087      -0.212       0.062      -2.682       0.089
088.02_110      -1.270       3.044      -0.101      -0.010      -2.018      -0.356
088.02_115      -0.743       1.811      -0.052      -0.025      -1.522      -0.531
088.02_125      -0.254       0.636      -0.019      -0.016      -0.880      -0.533
089.01_100      -0.939       4.391      -0.011      -0.358      -1.254       1.829
089.01_105      -0.569       2.726      -0.005      -0.220      -0.933       1.000
089.01_110      -0.344       1.684      -0.002      -0.134      -0.695       0.510
089.01_115      -0.207       1.038      -0.001      -0.080      -0.520       0.229
089.01_125      -0.075       0.393      -0.000      -0.029      -0.296      -0.007
090.01_100      -1.609       5.264       0.055      -0.245      -1.643       1.823
090.01_105      -0.937       3.119       0.035      -0.142      -1.213       0.862
090.01_110      -0.544       1.841       0.020      -0.081      -0.899       0.337
090.01_115      -0.317       1.086       0.011      -0.046      -0.671       0.065
090.01_125      -0.107       0.375       0.003      -0.014      -0.379      -0.121
091.01_100      -2.038       6.147      -0.091      -0.230      -2.512       1.276
091.01_105      -1.152       3.562      -0.040      -0.143      -1.850       0.377
091.01_110      -0.648       2.052      -0.020      -0.084      -1.364      -0.063
091.01_115      -0.364       1.179      -0.010      -0.047      -1.010      -0.253
091.01_125      -0.114       0.384      -0.003      -0.014      -0.564      -0.311
092.01_100      -2.425       6.494      -0.869       0.808      -2.774       1.234
092.01_105      -1.590       4.350      -0.516       0.467      -2.190       0.520
092.01_110      -1.040       2.899      -0.310       0.275      -1.735       0.090
092.01_115      -0.677       1.923      -0.187       0.163      -1.379      -0.156
092.01_125      -0.286       0.838      -0.070       0.059      -0.881      -0.339
092.02_100      -1.941       6.251      -0.728       0.273      -2.442       1.413
092.02_105      -1.269       4.172      -0.435       0.128      -1.911       0.686
092.02_110      -0.826       2.771      -0.262       0.058      -1.499       0.242
092.02_115      -0.536       1.831      -0.159       0.025      -1.179      -0.019
092.02_125      -0.224       0.791      -0.060       0.002      -0.736      -0.227
092.03_100      -2.028       8.072      -1.117      -0.141      -3.140       1.646
092.03_105      -1.354       5.492      -0.732      -0.154      -2.509       0.742
092.03_110      -0.899       3.716      -0.491      -0.133      -2.012       0.180
092.03_115      -0.596       2.504      -0.337      -0.104      -1.619      -0.151
092.03_125      -0.260       1.126      -0.167      -0.056      -1.061      -0.418
092.04_100      -2.200      12.402      -3.740      -0.748      -3.787       1.927
092.04_105      -1.566       8.733      -2.750      -0.637      -3.062       0.718
092.04_110      -1.106       6.121      -2.055      -0.508      -2.479      -0.026
092.04_115      -0.777       4.274      -1.556      -0.389      -2.011      -0.459
092.04_125      -0.379       2.066      -0.923      -0.215      -1.332      -0.784
092.05_100      -2.454       7.991      -0.389      -0.526      -2.865       1.758
092.05_105      -1.628       5.364      -0.230      -0.364      -2.290       0.852
092.05_110      -1.075       3.585      -0.139      -0.245      -1.836       0.289
092.05_115      -0.709       2.391      -0.086      -0.162      -1.478      -0.045
092.05_125      -0.306       1.054      -0.035      -0.069      -0.967      -0.323
093.01_100      -4.718      10.755      -1.595       2.571      -5.823       1.189
093.01_105      -2.914       6.776      -0.913       1.457      -4.564      -0.158
093.01_110      -1.792       4.239      -0.537       0.843      -3.586      -0.833
093.01_115      -1.100       2.640      -0.323       0.497      -2.829      -1.115
093.01_125      -0.411       1.009      -0.125       0.178      -1.779      -1.128
093.02_100      -3.531       7.812      -1.336       2.475      -3.828       1.592
093.02_105      -2.158       4.882      -0.765       1.447      -2.934       0.473
093.02_110      -1.313       3.031      -0.446       0.860      -2.253      -0.121
093.02_115      -0.797       1.874      -0.265       0.518      -1.736      -0.406
093.02_125      -0.292       0.710      -0.098       0.191      -1.041      -0.530
093.03_100      -3.187       7.365      -1.078       1.726      -3.522       1.304
093.03_105      -1.920       4.542      -0.610       0.980      -2.685       0.307
093.03_110      -1.153       2.785      -0.353       0.567      -2.054      -0.207
093.03_115      -0.690       1.699      -0.210       0.334      -1.575      -0.442
093.03_125      -0.246       0.625      -0.078       0.119      -0.935      -0.515
093.04_100      -2.634       7.913      -0.139      -0.347      -3.506       1.287
093.04_105      -1.614       4.930      -0.067      -0.225      -2.708       0.315
093.04_110      -0.985       3.055      -0.035      -0.141      -2.099      -0.204
093.04_115      -0.599       1.886      -0.019      -0.086      -1.633      -0.452
093.04_125      -0.220       0.712      -0.007      -0.031      -1.002      -0.547
094.01_100      -3.706       7.702      -1.736       1.633      -3.057       0.836
094.01_105      -2.246       4.782      -1.074       0.920      -2.331       0.050
094.01_110      -1.358       2.955      -0.688       0.529      -1.781      -0.344
094.01_115      -0.820       1.820      -0.455       0.309      -1.363      -0.509
094.01_125      -0.297       0.685      -0.216       0.107      -0.803      -0.524
094.02_100      -2.613       6.780      -0.822       0.475      -2.744       1.076
094.02_105      -1.539       4.119      -0.512       0.229      -2.084       0.212
094.02_110      -0.903       2.486      -0.338       0.114      -1.589      -0.231
094.02_115      -0.529       1.493      -0.234       0.058      -1.216      -0.427
094.02_125      -0.181       0.533      -0.125       0.016      -0.720      -0.477
094.03_100      -4.811       9.511      -2.340       2.207      -3.880       0.687
094.03_105      -2.970       5.996      -1.439       1.255      -2.996      -0.154
094.03_110      -1.831       3.766      -0.913       0.731      -2.319      -0.566
094.03_115      -1.127       2.357      -0.594       0.432      -1.799      -0.731
094.03_125      -0.426       0.918      -0.271       0.155      -1.093      -0.717
094.04_100      -3.231       9.445      -0.616       0.099      -5.226       0.472
094.04_105      -1.930       5.744      -0.384       0.015      -4.041      -0.596
094.04_110      -1.150       3.472      -0.254      -0.008      -3.135      -1.075
094.04_115      -0.683       2.087      -0.176      -0.011      -2.440      -1.224
094.04_125      -0.239       0.743      -0.094      -0.007      -1.496      -1.094
094.05_100      -4.787       9.765      -2.241       1.788      -4.046       0.480
094.05_105      -2.957       6.162      -1.386       0.990      -3.150      -0.341
094.05_110      -1.826       3.877      -0.887       0.563      -2.462      -0.734
094.05_115      -1.125       2.431      -0.583       0.326      -1.929      -0.881
094.05_125      -0.426       0.951      -0.273       0.113      -1.198      -0.833
095.01_100      -3.006       7.910      -0.866       0.124      -3.250       0.912
