# Interaction energies and their componets in kcal/mol
# Prefix corr_ denotes the correlation enegy term only
# Suffixes _os and _ss denote the other-spin and same-spin components of the correlation energy
system	HF/aDZ	HF/aTZ	HF/haTZ	HF/aQZ	HF/a5Z	corr_MP2/aDZ	corr_MP2/aTZ	corr_MP2/haTZ	corr_MP2/aQZ	corr_MP2/a5Z	corr_MP2/CBS(aTQZ)	corr_MP2/CBS(aQ5Z)	corr_MP2_os/aDZ	corr_MP2_ss/aDZ	corr_MP2_os/aTZ	corr_MP2_ss/aTZ	corr_MP2_os/haTZ	corr_MP2_ss/haTZ	corr_MP2_os/aQZ	corr_MP2_ss/aQZ	corr_MP2_os/a5Z	corr_MP2_ss/a5Z	corr_MP2_os/CBS(aTQZ)	corr_MP2_ss/CBS(aTQZ)	corr_MP2_os/CBS(aQ5Z)	corr_MP2_ss/CBS(aQ5Z)	corr_CCSD(T)/aDZ	corr_CCSD/aDZ	corr_CCSD(T)/haTZ	corr_CCSD/haTZ
4.29.01_0.90	4.074	4.162	~~~	4.157	~~~	-4.894	-5.799	~~~	-6.066	~~~	-6.260	~~~	-2.477	-2.417	-2.999	-2.800	~~~	~~~	-3.174	-2.891	~~~	~~~	-3.303	-2.958	~~~	~~~	-3.710	-3.205	~~~	~~~
4.29.01_0.95	2.254	2.317	~~~	2.318	~~~	-3.715	-4.364	~~~	-4.546	~~~	-4.678	~~~	-1.874	-1.841	-2.243	-2.121	~~~	~~~	-2.360	-2.185	~~~	~~~	-2.445	-2.232	~~~	~~~	-2.824	-2.436	~~~	~~~
4.29.01_1.00	1.234	1.271	1.270	1.275	1.274	-2.830	-3.296	-3.260	-3.419	-3.464	-3.510	-3.510	-1.424	-1.406	-1.685	-1.611	-1.665	-1.596	-1.763	-1.656	-1.794	-1.670	-1.820	-1.690	-1.826	-1.684	-2.154	-1.856	-2.548	-2.142
4.29.01_1.05	0.669	0.686	~~~	0.691	~~~	-2.166	-2.499	~~~	-2.586	~~~	-2.648	~~~	-1.088	-1.078	-1.272	-1.227	~~~	~~~	-1.325	-1.261	~~~	~~~	-1.363	-1.285	~~~	~~~	-1.650	-1.419	~~~	~~~
4.29.01_1.10	0.360	0.363	~~~	0.368	~~~	-1.667	-1.906	~~~	-1.967	~~~	-2.012	~~~	-0.836	-0.831	-0.966	-0.940	~~~	~~~	-1.002	-0.965	~~~	~~~	-1.029	-0.983	~~~	~~~	-1.270	-1.091	~~~	~~~
4.29.01_1.25	0.052	0.046	~~~	0.047	~~~	-0.791	-0.878	~~~	-0.904	~~~	-0.923	~~~	-0.396	-0.395	-0.442	-0.437	~~~	~~~	-0.456	-0.448	~~~	~~~	-0.466	-0.457	~~~	~~~	-0.600	-0.514	~~~	~~~
4.29.01_1.50	0.000	-0.001	~~~	-0.002	~~~	-0.262	-0.282	~~~	-0.289	~~~	-0.294	~~~	-0.131	-0.131	-0.141	-0.141	~~~	~~~	-0.144	-0.144	~~~	~~~	-0.147	-0.147	~~~	~~~	-0.195	-0.168	~~~	~~~
4.29.01_2.00	-0.001	-0.001	~~~	-0.001	~~~	-0.045	-0.048	~~~	-0.048	~~~	-0.049	~~~	-0.022	-0.022	-0.024	-0.024	~~~	~~~	-0.024	-0.024	~~~	~~~	-0.024	-0.024	~~~	~~~	-0.033	-0.028	~~~	~~~
4.29.04_0.80	12.013	11.969	11.969	11.914	11.898	-6.128	-8.216	-8.216	-8.917	-9.170	-9.429	-9.435	-2.951	-3.177	-4.195	-4.021	-4.195	-4.021	-4.666	-4.252	-4.855	-4.315	-5.009	-4.420	-5.054	-4.382	-4.386	-3.793	-6.432	-5.446
4.29.04_0.85	6.626	6.675	~~~	6.638	~~~	-4.835	-6.258	~~~	-6.737	~~~	-7.086	~~~	-2.354	-2.481	-3.190	-3.068	~~~	~~~	-3.505	-3.232	~~~	~~~	-3.735	-3.352	~~~	~~~	-3.490	-3.016	~~~	~~~
4.29.04_0.90	3.602	3.673	~~~	3.652	~~~	-3.801	-4.765	~~~	-5.092	~~~	-5.330	~~~	-1.868	-1.933	-2.425	-2.340	~~~	~~~	-2.635	-2.457	~~~	~~~	-2.788	-2.542	~~~	~~~	-2.761	-2.383	~~~	~~~
4.29.04_0.95	1.934	1.997	~~~	1.986	~~~	-2.978	-3.630	~~~	-3.854	~~~	-4.017	~~~	-1.474	-1.504	-1.844	-1.786	~~~	~~~	-1.984	-1.869	~~~	~~~	-2.087	-1.930	~~~	~~~	-2.172	-1.872	~~~	~~~
4.29.04_1.00	1.028	1.073	1.073	1.069	1.067	-2.327	-2.770	-2.770	-2.924	-2.978	-3.036	-3.034	-1.157	-1.170	-1.405	-1.366	-1.405	-1.366	-1.499	-1.425	-1.535	-1.443	-1.567	-1.469	-1.573	-1.462	-1.699	-1.463	-2.133	-1.777
4.29.04_1.05	0.542	0.570	~~~	0.570	~~~	-1.816	-2.121	~~~	-2.226	~~~	-2.304	~~~	-0.906	-0.910	-1.073	-1.047	~~~	~~~	-1.136	-1.090	~~~	~~~	-1.182	-1.121	~~~	~~~	-1.325	-1.140	~~~	~~~
4.29.04_1.10	0.284	0.300	~~~	0.302	~~~	-1.417	-1.630	~~~	-1.703	~~~	-1.756	~~~	-0.708	-0.708	-0.824	-0.806	~~~	~~~	-0.866	-0.837	~~~	~~~	-0.896	-0.859	~~~	~~~	-1.032	-0.886	~~~	~~~
4.29.04_1.25	0.040	0.041	~~~	0.043	~~~	-0.685	-0.766	~~~	-0.791	~~~	-0.809	~~~	-0.343	-0.342	-0.385	-0.381	~~~	~~~	-0.399	-0.392	~~~	~~~	-0.409	-0.401	~~~	~~~	-0.491	-0.422	~~~	~~~
4.29.04_1.50	0.001	0.001	~~~	0.001	~~~	-0.231	-0.251	~~~	-0.257	~~~	-0.261	~~~	-0.115	-0.115	-0.126	-0.125	~~~	~~~	-0.128	-0.128	~~~	~~~	-0.131	-0.130	~~~	~~~	-0.160	-0.138	~~~	~~~
4.29.04_2.00	0.000	0.000	~~~	0.000	~~~	-0.041	-0.043	~~~	-0.044	~~~	-0.045	~~~	-0.020	-0.020	-0.022	-0.022	~~~	~~~	-0.022	-0.022	~~~	~~~	-0.023	-0.023	~~~	~~~	-0.027	-0.024	~~~	~~~
4.29.05_0.80	6.089	6.002	6.005	5.971	5.963	-3.593	-4.635	-4.573	-4.977	-5.097	-5.226	-5.224	-1.787	-1.806	-2.405	-2.230	-2.368	-2.205	-2.631	-2.346	-2.720	-2.378	-2.796	-2.430	-2.813	-2.411	-2.746	-2.359	-3.702	-3.121
4.29.05_0.85	3.694	3.668	~~~	3.647	~~~	-2.824	-3.559	~~~	-3.807	~~~	-3.988	~~~	-1.417	-1.407	-1.848	-1.711	~~~	~~~	-2.010	-1.797	~~~	~~~	-2.128	-1.859	~~~	~~~	-2.182	-1.878	~~~	~~~
4.29.05_0.90	2.221	2.222	~~~	2.208	~~~	-2.212	-2.731	~~~	-2.910	~~~	-3.040	~~~	-1.116	-1.096	-1.418	-1.314	~~~	~~~	-1.532	-1.377	~~~	~~~	-1.616	-1.424	~~~	~~~	-1.723	-1.485	~~~	~~~
4.29.05_0.95	1.326	1.335	~~~	1.327	~~~	-1.731	-2.098	~~~	-2.226	~~~	-2.320	~~~	-0.877	-0.854	-1.087	-1.011	~~~	~~~	-1.168	-1.058	~~~	~~~	-1.227	-1.093	~~~	~~~	-1.356	-1.168	~~~	~~~
4.29.05_1.00	0.786	0.796	0.796	0.793	0.791	-1.354	-1.615	-1.593	-1.708	-1.740	-1.775	-1.774	-0.687	-0.667	-0.835	-0.781	-0.822	-0.771	-0.892	-0.816	-0.914	-0.826	-0.933	-0.841	-0.936	-0.838	-1.064	-0.917	-1.295	-1.085
4.29.05_1.05	0.464	0.472	~~~	0.471	~~~	-1.061	-1.248	~~~	-1.314	~~~	-1.362	~~~	-0.538	-0.522	-0.643	-0.605	~~~	~~~	-0.683	-0.631	~~~	~~~	-0.712	-0.650	~~~	~~~	-0.834	-0.719	~~~	~~~
4.29.05_1.10	0.273	0.278	~~~	0.278	~~~	-0.833	-0.969	~~~	-1.016	~~~	-1.051	~~~	-0.422	-0.410	-0.498	-0.472	~~~	~~~	-0.526	-0.491	~~~	~~~	-0.546	-0.505	~~~	~~~	-0.654	-0.564	~~~	~~~
4.29.05_1.25	0.055	0.055	~~~	0.056	~~~	-0.414	-0.470	~~~	-0.488	~~~	-0.501	~~~	-0.209	-0.205	-0.239	-0.231	~~~	~~~	-0.249	-0.239	~~~	~~~	-0.256	-0.245	~~~	~~~	-0.322	-0.278	~~~	~~~
4.29.05_1.50	0.004	0.003	~~~	0.004	~~~	-0.147	-0.162	~~~	-0.166	~~~	-0.169	~~~	-0.074	-0.073	-0.081	-0.080	~~~	~~~	-0.084	-0.082	~~~	~~~	-0.085	-0.084	~~~	~~~	-0.112	-0.097	~~~	~~~
4.29.05_2.00	0.000	0.000	~~~	0.000	~~~	-0.028	-0.030	~~~	-0.031	~~~	-0.031	~~~	-0.014	-0.014	-0.015	-0.015	~~~	~~~	-0.015	-0.015	~~~	~~~	-0.016	-0.016	~~~	~~~	-0.021	-0.018	~~~	~~~
4.30.01_0.80	16.545	16.644	16.650	16.594	16.586	-10.838	-13.397	-13.316	-14.194	-14.477	-14.776	-14.773	-5.517	-5.321	-7.024	-6.372	-6.975	-6.340	-7.564	-6.630	-7.777	-6.699	-7.958	-6.818	-8.001	-6.772	-7.859	-6.758	-10.018	-8.452
4.30.01_0.85	9.401	9.543	~~~	9.518	~~~	-8.215	-10.084	~~~	-10.630	~~~	-11.028	~~~	-4.166	-4.049	-5.249	-4.834	~~~	~~~	-5.615	-5.015	~~~	~~~	-5.882	-5.146	~~~	~~~	-5.983	-5.137	~~~	~~~
4.30.01_0.90	5.263	5.387	~~~	5.379	~~~	-6.232	-7.595	~~~	-7.964	~~~	-8.233	~~~	-3.150	-3.082	-3.929	-3.667	~~~	~~~	-4.172	-3.792	~~~	~~~	-4.350	-3.883	~~~	~~~	-4.556	-3.905	~~~	~~~
4.30.01_0.95	2.909	2.994	~~~	2.995	~~~	-4.741	-5.730	~~~	-5.978	~~~	-6.159	~~~	-2.390	-2.350	-2.947	-2.783	~~~	~~~	-3.108	-2.870	~~~	~~~	-3.225	-2.934	~~~	~~~	-3.477	-2.975	~~~	~~~
4.30.01_1.00	1.591	1.637	1.637	1.642	1.640	-3.620	-4.333	-4.290	-4.502	-4.564	-4.624	-4.630	-1.822	-1.799	-2.218	-2.116	-2.192	-2.097	-2.324	-2.177	-2.368	-2.196	-2.402	-2.222	-2.414	-2.216	-2.662	-2.274	-3.238	-2.691
4.30.01_1.05	0.863	0.880	~~~	0.886	~~~	-2.778	-3.289	~~~	-3.405	~~~	-3.490	~~~	-1.396	-1.382	-1.676	-1.613	~~~	~~~	-1.747	-1.658	~~~	~~~	-1.800	-1.690	~~~	~~~	-2.046	-1.745	~~~	~~~
4.30.01_1.10	0.464	0.464	~~~	0.469	~~~	-2.143	-2.507	~~~	-2.590	~~~	-2.650	~~~	-1.075	-1.068	-1.273	-1.234	~~~	~~~	-1.322	-1.268	~~~	~~~	-1.358	-1.292	~~~	~~~	-1.580	-1.346	~~~	~~~
4.30.01_1.25	0.067	0.057	~~~	0.058	~~~	-1.020	-1.151	~~~	-1.186	~~~	-1.211	~~~	-0.510	-0.509	-0.579	-0.572	~~~	~~~	-0.598	-0.587	~~~	~~~	-0.612	-0.599	~~~	~~~	-0.750	-0.638	~~~	~~~
4.30.01_1.50	0.000	-0.002	~~~	-0.003	~~~	-0.336	-0.366	~~~	-0.375	~~~	-0.381	~~~	-0.168	-0.168	-0.183	-0.183	~~~	~~~	-0.188	-0.187	~~~	~~~	-0.191	-0.190	~~~	~~~	-0.243	-0.207	~~~	~~~
4.30.01_2.00	-0.001	-0.001	~~~	-0.001	~~~	-0.057	-0.061	~~~	-0.062	~~~	-0.062	~~~	-0.029	-0.029	-0.030	-0.031	~~~	~~~	-0.031	-0.031	~~~	~~~	-0.031	-0.031	~~~	~~~	-0.040	-0.034	~~~	~~~
4.30.02_0.80	7.691	7.408	7.420	7.352	7.325	-3.627	-5.030	-4.885	-5.464	-5.613	-5.781	-5.770	-1.764	-1.864	-2.594	-2.436	-2.508	-2.378	-2.884	-2.581	-2.993	-2.620	-3.095	-2.686	-3.108	-2.662	-2.848	-2.490	-4.048	-3.469
4.30.02_0.85	4.338	4.209	~~~	4.173	~~~	-2.815	-3.785	~~~	-4.079	~~~	-4.294	~~~	-1.382	-1.433	-1.947	-1.837	~~~	~~~	-2.141	-1.938	~~~	~~~	-2.282	-2.012	~~~	~~~	-2.251	-1.967	~~~	~~~
4.30.02_0.90	2.417	2.366	~~~	2.344	~~~	-2.178	-2.847	~~~	-3.047	~~~	-3.193	~~~	-1.078	-1.100	-1.461	-1.385	~~~	~~~	-1.590	-1.456	~~~	~~~	-1.685	-1.508	~~~	~~~	-1.768	-1.545	~~~	~~~
4.30.02_0.95	1.332	1.316	~~~	1.304	~~~	-1.683	-2.143	~~~	-2.280	~~~	-2.380	~~~	-0.838	-0.845	-1.097	-1.046	~~~	~~~	-1.184	-1.096	~~~	~~~	-1.247	-1.134	~~~	~~~	-1.383	-1.207	~~~	~~~
4.30.02_1.00	0.726	0.725	0.727	0.718	0.716	-1.300	-1.617	-1.570	-1.712	-1.742	-1.781	-1.774	-0.650	-0.650	-0.826	-0.791	-0.799	-0.771	-0.884	-0.828	-0.904	-0.838	-0.926	-0.855	-0.926	-0.848	-1.077	-0.940	-1.333	-1.128
4.30.02_1.05	0.392	0.396	~~~	0.393	~~~	-1.005	-1.225	~~~	-1.291	~~~	-1.339	~~~	-0.504	-0.501	-0.624	-0.601	~~~	~~~	-0.663	-0.628	~~~	~~~	-0.692	-0.647	~~~	~~~	-0.838	-0.730	~~~	~~~
4.30.02_1.10	0.210	0.214	~~~	0.213	~~~	-0.778	-0.933	~~~	-0.979	~~~	-1.013	~~~	-0.391	-0.388	-0.474	-0.459	~~~	~~~	-0.501	-0.478	~~~	~~~	-0.520	-0.493	~~~	~~~	-0.651	-0.568	~~~	~~~
4.30.02_1.25	0.030	0.032	~~~	0.032	~~~	-0.372	-0.430	~~~	-0.446	~~~	-0.458	~~~	-0.187	-0.185	-0.217	-0.213	~~~	~~~	-0.226	-0.221	~~~	~~~	-0.232	-0.226	~~~	~~~	-0.311	-0.271	~~~	~~~
4.30.02_1.50	0.001	0.001	~~~	0.001	~~~	-0.125	-0.139	~~~	-0.142	~~~	-0.145	~~~	-0.062	-0.062	-0.070	-0.070	~~~	~~~	-0.071	-0.071	~~~	~~~	-0.073	-0.072	~~~	~~~	-0.103	-0.090	~~~	~~~
4.30.02_2.00	0.000	0.000	~~~	0.000	~~~	-0.022	-0.024	~~~	-0.024	~~~	-0.025	~~~	-0.011	-0.011	-0.012	-0.012	~~~	~~~	-0.012	-0.012	~~~	~~~	-0.012	-0.012	~~~	~~~	-0.018	-0.016	~~~	~~~
4.30.05_0.80	8.605	8.418	8.422	8.375	8.359	-4.828	-6.456	-6.377	-6.957	-7.144	-7.323	-7.339	-2.359	-2.469	-3.320	-3.136	-3.272	-3.105	-3.651	-3.306	-3.787	-3.356	-3.893	-3.430	-3.930	-3.409	-3.503	-2.974	-4.938	-4.112
4.30.05_0.85	5.243	5.174	~~~	5.147	~~~	-3.806	-4.974	~~~	-5.332	~~~	-5.594	~~~	-1.884	-1.923	-2.566	-2.408	~~~	~~~	-2.801	-2.532	~~~	~~~	-2.972	-2.622	~~~	~~~	-2.799	-2.384	~~~	~~~
4.30.05_0.90	3.160	3.147	~~~	3.131	~~~	-2.990	-3.824	~~~	-4.080	~~~	-4.266	~~~	-1.493	-1.497	-1.975	-1.849	~~~	~~~	-2.140	-1.939	~~~	~~~	-2.261	-2.006	~~~	~~~	-2.222	-1.896	~~~	~~~
4.30.05_0.95	1.888	1.896	~~~	1.887	~~~	-2.345	-2.938	~~~	-3.121	~~~	-3.255	~~~	-1.178	-1.167	-1.517	-1.421	~~~	~~~	-1.634	-1.488	~~~	~~~	-1.718	-1.536	~~~	~~~	-1.756	-1.500	~~~	~~~
4.30.05_1.00	1.120	1.133	1.134	1.128	1.127	-1.838	-2.261	-2.233	-2.392	-2.439	-2.488	-2.489	-0.927	-0.911	-1.166	-1.095	-1.149	-1.084	-1.247	-1.144	-1.280	-1.160	-1.307	-1.180	-1.314	-1.175	-1.384	-1.183	-1.744	-1.444
4.30.05_1.05	0.660	0.672	~~~	0.670	~~~	-1.441	-1.744	~~~	-1.838	~~~	-1.907	~~~	-0.728	-0.713	-0.897	-0.847	~~~	~~~	-0.955	-0.884	~~~	~~~	-0.997	-0.910	~~~	~~~	-1.088	-0.931	~~~	~~~
4.30.05_1.10	0.388	0.396	~~~	0.395	~~~	-1.132	-1.351	~~~	-1.419	~~~	-1.468	~~~	-0.572	-0.560	-0.693	-0.658	~~~	~~~	-0.733	-0.685	~~~	~~~	-0.763	-0.705	~~~	~~~	-0.856	-0.732	~~~	~~~
4.30.05_1.25	0.077	0.078	~~~	0.078	~~~	-0.561	-0.648	~~~	-0.674	~~~	-0.693	~~~	-0.283	-0.278	-0.330	-0.319	~~~	~~~	-0.344	-0.330	~~~	~~~	-0.354	-0.338	~~~	~~~	-0.422	-0.361	~~~	~~~
4.30.05_1.50	0.005	0.005	~~~	0.005	~~~	-0.196	-0.219	~~~	-0.225	~~~	-0.229	~~~	-0.098	-0.098	-0.110	-0.109	~~~	~~~	-0.113	-0.112	~~~	~~~	-0.115	-0.114	~~~	~~~	-0.144	-0.124	~~~	~~~
4.30.05_2.00	0.000	0.000	~~~	0.000	~~~	-0.037	-0.040	~~~	-0.040	~~~	-0.041	~~~	-0.018	-0.018	-0.020	-0.020	~~~	~~~	-0.020	-0.020	~~~	~~~	-0.020	-0.020	~~~	~~~	-0.027	-0.023	~~~	~~~
4.31.01_0.80	2.463	2.485	2.485	2.478	2.477	-1.228	-1.520	-1.510	-1.618	-1.656	-1.689	-1.696	-0.557	-0.671	-0.738	-0.782	-0.732	-0.778	-0.804	-0.813	-0.832	-0.824	-0.853	-0.837	-0.861	-0.835	-1.164	-1.082	-1.476	-1.353
4.31.01_0.85	1.399	1.419	~~~	1.415	~~~	-0.933	-1.131	~~~	-1.199	~~~	-1.248	~~~	-0.428	-0.505	-0.549	-0.582	~~~	~~~	-0.594	-0.605	~~~	~~~	-0.626	-0.622	~~~	~~~	-0.894	-0.830	~~~	~~~
4.31.01_0.90	0.788	0.800	~~~	0.798	~~~	-0.710	-0.846	~~~	-0.892	~~~	-0.925	~~~	-0.330	-0.381	-0.411	-0.435	~~~	~~~	-0.440	-0.451	~~~	~~~	-0.462	-0.463	~~~	~~~	-0.687	-0.635	~~~	~~~
4.31.01_0.95	0.441	0.446	~~~	0.445	~~~	-0.542	-0.635	~~~	-0.666	~~~	-0.688	~~~	-0.255	-0.288	-0.309	-0.326	~~~	~~~	-0.329	-0.337	~~~	~~~	-0.343	-0.346	~~~	~~~	-0.527	-0.487	~~~	~~~
4.31.01_1.00	0.245	0.245	0.245	0.245	0.245	-0.415	-0.480	-0.475	-0.500	-0.510	-0.515	-0.520	-0.197	-0.218	-0.234	-0.246	-0.231	-0.243	-0.247	-0.254	-0.253	-0.257	-0.256	-0.259	-0.260	-0.261	-0.406	-0.373	-0.471	-0.427
4.31.01_1.05	0.135	0.133	~~~	0.133	~~~	-0.320	-0.366	~~~	-0.378	~~~	-0.388	~~~	-0.153	-0.167	-0.179	-0.186	~~~	~~~	-0.187	-0.192	~~~	~~~	-0.193	-0.195	~~~	~~~	-0.313	-0.287	~~~	~~~
4.31.01_1.10	0.074	0.071	~~~	0.071	~~~	-0.247	-0.280	~~~	-0.288	~~~	-0.295	~~~	-0.119	-0.128	-0.138	-0.142	~~~	~~~	-0.142	-0.146	~~~	~~~	-0.146	-0.148	~~~	~~~	-0.243	-0.222	~~~	~~~
4.31.01_1.25	0.010	0.009	~~~	0.009	~~~	-0.120	-0.131	~~~	-0.134	~~~	-0.136	~~~	-0.059	-0.061	-0.065	-0.066	~~~	~~~	-0.066	-0.067	~~~	~~~	-0.068	-0.068	~~~	~~~	-0.117	-0.107	~~~	~~~
4.31.01_1.50	0.000	0.000	~~~	0.000	~~~	-0.040	-0.042	~~~	-0.043	~~~	-0.044	~~~	-0.020	-0.020	-0.021	-0.021	~~~	~~~	-0.022	-0.022	~~~	~~~	-0.022	-0.022	~~~	~~~	-0.040	-0.036	~~~	~~~
4.31.01_2.00	0.000	0.000	~~~	0.000	~~~	-0.007	-0.007	~~~	-0.007	~~~	-0.007	~~~	-0.004	-0.004	-0.004	-0.004	~~~	~~~	-0.004	-0.004	~~~	~~~	-0.004	-0.004	~~~	~~~	-0.007	-0.006	~~~	~~~
4.31.04_0.80	0.666	0.677	0.677	0.676	0.676	-0.311	-0.396	-0.396	-0.426	-0.439	-0.448	-0.453	-0.152	-0.158	-0.208	-0.188	-0.208	-0.188	-0.229	-0.197	-0.239	-0.200	-0.245	-0.204	-0.249	-0.204	-0.326	-0.295	-0.426	-0.381
4.31.04_0.85	0.360	0.366	~~~	0.366	~~~	-0.230	-0.284	~~~	-0.303	~~~	-0.318	~~~	-0.113	-0.116	-0.148	-0.136	~~~	~~~	-0.162	-0.142	~~~	~~~	-0.171	-0.146	~~~	~~~	-0.242	-0.220	~~~	~~~
4.31.04_0.90	0.194	0.196	~~~	0.196	~~~	-0.172	-0.207	~~~	-0.219	~~~	-0.229	~~~	-0.085	-0.087	-0.107	-0.100	~~~	~~~	-0.116	-0.104	~~~	~~~	-0.122	-0.107	~~~	~~~	-0.182	-0.165	~~~	~~~
4.31.04_0.95	0.104	0.105	~~~	0.105	~~~	-0.130	-0.153	~~~	-0.161	~~~	-0.167	~~~	-0.065	-0.066	-0.079	-0.074	~~~	~~~	-0.084	-0.077	~~~	~~~	-0.088	-0.079	~~~	~~~	-0.138	-0.125	~~~	~~~
4.31.04_1.00	0.055	0.056	0.056	0.056	0.056	-0.100	-0.115	-0.115	-0.120	-0.122	-0.124	-0.125	-0.050	-0.050	-0.059	-0.056	-0.059	-0.056	-0.062	-0.058	-0.064	-0.059	-0.065	-0.059	-0.065	-0.060	-0.105	-0.095	-0.122	-0.109
4.31.04_1.05	0.029	0.030	~~~	0.030	~~~	-0.078	-0.088	~~~	-0.091	~~~	-0.094	~~~	-0.039	-0.039	-0.045	-0.043	~~~	~~~	-0.047	-0.044	~~~	~~~	-0.048	-0.045	~~~	~~~	-0.081	-0.073	~~~	~~~
4.31.04_1.10	0.016	0.016	~~~	0.016	~~~	-0.061	-0.068	~~~	-0.070	~~~	-0.072	~~~	-0.030	-0.030	-0.034	-0.033	~~~	~~~	-0.036	-0.034	~~~	~~~	-0.037	-0.035	~~~	~~~	-0.063	-0.057	~~~	~~~
4.31.04_1.25	0.002	0.002	~~~	0.002	~~~	-0.031	-0.033	~~~	-0.034	~~~	-0.035	~~~	-0.016	-0.016	-0.017	-0.017	~~~	~~~	-0.017	-0.017	~~~	~~~	-0.018	-0.017	~~~	~~~	-0.032	-0.029	~~~	~~~
4.31.04_1.50	0.000	0.000	~~~	0.000	~~~	-0.012	-0.012	~~~	-0.012	~~~	-0.013	~~~	-0.006	-0.006	-0.006	-0.006	~~~	~~~	-0.006	-0.006	~~~	~~~	-0.006	-0.006	~~~	~~~	-0.012	-0.011	~~~	~~~
4.31.04_2.00	0.000	0.000	~~~	0.000	~~~	-0.002	-0.003	~~~	-0.003	~~~	-0.003	~~~	-0.001	-0.001	-0.001	-0.001	~~~	~~~	-0.001	-0.001	~~~	~~~	-0.001	-0.001	~~~	~~~	-0.003	-0.002	~~~	~~~
4.31.05_0.80	1.351	1.364	1.364	1.362	1.361	-0.647	-0.836	-0.836	-0.901	-0.928	-0.949	-0.957	-0.304	-0.343	-0.418	-0.417	-0.418	-0.417	-0.462	-0.439	-0.481	-0.447	-0.494	-0.455	-0.501	-0.456	-0.595	-0.545	-0.807	-0.731
4.31.05_0.85	0.753	0.762	~~~	0.761	~~~	-0.494	-0.620	~~~	-0.665	~~~	-0.698	~~~	-0.234	-0.259	-0.310	-0.310	~~~	~~~	-0.339	-0.326	~~~	~~~	-0.360	-0.337	~~~	~~~	-0.460	-0.422	~~~	~~~
4.31.05_0.90	0.418	0.422	~~~	0.422	~~~	-0.376	-0.462	~~~	-0.492	~~~	-0.514	~~~	-0.180	-0.196	-0.231	-0.232	~~~	~~~	-0.250	-0.243	~~~	~~~	-0.263	-0.251	~~~	~~~	-0.355	-0.325	~~~	~~~
4.31.05_0.95	0.232	0.233	~~~	0.233	~~~	-0.287	-0.346	~~~	-0.366	~~~	-0.381	~~~	-0.139	-0.149	-0.173	-0.174	~~~	~~~	-0.185	-0.181	~~~	~~~	-0.194	-0.187	~~~	~~~	-0.274	-0.250	~~~	~~~
4.31.05_1.00	0.128	0.127	0.127	0.128	0.128	-0.220	-0.261	-0.261	-0.274	-0.281	-0.284	-0.288	-0.107	-0.113	-0.130	-0.131	-0.130	-0.131	-0.138	-0.136	-0.142	-0.139	-0.144	-0.140	-0.147	-0.142	-0.211	-0.193	-0.257	-0.230
4.31.05_1.05	0.070	0.069	~~~	0.070	~~~	-0.170	-0.199	~~~	-0.208	~~~	-0.214	~~~	-0.083	-0.087	-0.099	-0.100	~~~	~~~	-0.104	-0.103	~~~	~~~	-0.108	-0.106	~~~	~~~	-0.164	-0.149	~~~	~~~
4.31.05_1.10	0.038	0.037	~~~	0.038	~~~	-0.132	-0.152	~~~	-0.158	~~~	-0.163	~~~	-0.064	-0.067	-0.076	-0.076	~~~	~~~	-0.079	-0.079	~~~	~~~	-0.082	-0.081	~~~	~~~	-0.128	-0.116	~~~	~~~
4.31.05_1.25	0.006	0.006	~~~	0.006	~~~	-0.064	-0.072	~~~	-0.074	~~~	-0.076	~~~	-0.032	-0.032	-0.036	-0.036	~~~	~~~	-0.037	-0.037	~~~	~~~	-0.038	-0.038	~~~	~~~	-0.063	-0.057	~~~	~~~
4.31.05_1.50	0.000	0.000	~~~	0.000	~~~	-0.023	-0.025	~~~	-0.025	~~~	-0.026	~~~	-0.011	-0.011	-0.012	-0.012	~~~	~~~	-0.012	-0.012	~~~	~~~	-0.013	-0.013	~~~	~~~	-0.022	-0.020	~~~	~~~
4.31.05_2.00	0.000	0.000	~~~	0.000	~~~	-0.004	-0.004	~~~	-0.004	~~~	-0.004	~~~	-0.002	-0.002	-0.002	-0.002	~~~	~~~	-0.002	-0.002	~~~	~~~	-0.002	-0.002	~~~	~~~	-0.004	-0.004	~~~	~~~
4.32.01_0.80	4.280	4.298	4.296	4.295	4.295	-1.918	-2.394	-2.377	-2.588	-2.668	-2.728	-2.753	-0.922	-0.996	-1.211	-1.183	-1.201	-1.176	-1.336	-1.251	-1.392	-1.276	-1.428	-1.301	-1.450	-1.303	-1.807	-1.597	-2.314	-2.015
4.32.01_0.85	2.364	2.383	~~~	2.380	~~~	-1.432	-1.772	~~~	-1.904	~~~	-1.999	~~~	-0.692	-0.740	-0.893	-0.879	~~~	~~~	-0.976	-0.927	~~~	~~~	-1.037	-0.962	~~~	~~~	-1.353	-1.198	~~~	~~~
4.32.01_0.90	1.296	1.309	~~~	1.308	~~~	-1.068	-1.317	~~~	-1.404	~~~	-1.469	~~~	-0.518	-0.550	-0.662	-0.655	~~~	~~~	-0.716	-0.688	~~~	~~~	-0.756	-0.713	~~~	~~~	-1.010	-0.895	~~~	~~~
4.32.01_0.95	0.706	0.712	~~~	0.712	~~~	-0.798	-0.983	~~~	-1.041	~~~	-1.084	~~~	-0.389	-0.409	-0.493	-0.490	~~~	~~~	-0.528	-0.513	~~~	~~~	-0.554	-0.529	~~~	~~~	-0.754	-0.669	~~~	~~~
