# Interaction energies and their componets in kcal/mol
# Prefix corr_ denotes the correlation enegy term only
# Suffixes _os and _ss denote the other-spin and same-spin components of the correlation energy
system	HF/aDZ	HF/aTZ	HF/haTZ	HF/aQZ	HF/a5Z	corr_MP2/aDZ	corr_MP2/aTZ	corr_MP2/haTZ	corr_MP2/aQZ	corr_MP2/a5Z	corr_MP2/CBS(aTQZ)	corr_MP2/CBS(aQ5Z)	corr_MP2_os/aDZ	corr_MP2_ss/aDZ	corr_MP2_os/aTZ	corr_MP2_ss/aTZ	corr_MP2_os/haTZ	corr_MP2_ss/haTZ	corr_MP2_os/aQZ	corr_MP2_ss/aQZ	corr_MP2_os/a5Z	corr_MP2_ss/a5Z	corr_MP2_os/CBS(aTQZ)	corr_MP2_ss/CBS(aTQZ)	corr_MP2_os/CBS(aQ5Z)	corr_MP2_ss/CBS(aQ5Z)	corr_CCSD(T)/aDZ	corr_CCSD/aDZ	corr_CCSD(T)/haTZ	corr_CCSD/haTZ
7.1.01_150	-2.211	-2.201	~~~	-2.196	~~~	-0.245	-0.268	~~~	-0.278	~~~	-0.286	~~~	-0.039	-0.206	-0.052	-0.216	~~~	~~~	-0.059	-0.22	~~~	~~~	-0.064	-0.222	~~~	~~~	-0.184	-0.144	~~~	~~~
7.1.01_200	-0.94	-0.936	~~~	-0.934	~~~	0.022	0.018	~~~	0.017	~~~	0.016	~~~	0.05	-0.028	0.047	-0.029	~~~	~~~	0.046	-0.029	~~~	~~~	0.045	-0.029	~~~	~~~	0.041	0.04	~~~	~~~
7.1.02_080	9.744	9.739	9.735	9.683	9.676	-6.39	-9.001	-8.957	-9.836	-10.179	-10.446	-10.538	-1.986	-4.404	-3.603	-5.398	-3.578	-5.379	-4.203	-5.633	-4.466	-5.713	-4.641	-5.806	-4.742	-5.796	-5.072	-4.076	-7.699	-6.383
7.1.02_085	3.565	3.636	~~~	3.6	~~~	-5.251	-7.194	~~~	-7.808	~~~	-8.257	~~~	-1.724	-3.527	-2.913	-4.28	~~~	~~~	-3.35	-4.458	~~~	~~~	-3.668	-4.588	~~~	~~~	-4.288	-3.477	~~~	~~~
7.1.02_090	-0.126	-0.027	~~~	-0.049	~~~	-4.26	-5.697	~~~	-6.148	~~~	-6.477	~~~	-1.448	-2.812	-2.316	-3.381	~~~	~~~	-2.633	-3.515	~~~	~~~	-2.864	-3.612	~~~	~~~	-3.566	-2.908	~~~	~~~
7.1.02_095	-2.204	-2.1	~~~	-2.111	~~~	-3.42	-4.48	~~~	-4.81	~~~	-5.05	~~~	-1.184	-2.236	-1.816	-2.664	~~~	~~~	-2.045	-2.765	~~~	~~~	-2.212	-2.838	~~~	~~~	-2.924	-2.391	~~~	~~~
7.1.02_100	-3.267	-3.166	-3.169	-3.169	-3.17	-2.721	-3.503	-3.477	-3.743	-3.838	-3.919	-3.938	-0.946	-1.775	-1.405	-2.098	-1.391	-2.086	-1.571	-2.173	-1.64	-2.198	-1.692	-2.227	-1.713	-2.224	-2.366	-1.938	-3.113	-2.569
7.1.02_105	-3.708	-3.616	~~~	-3.613	~~~	-2.147	-2.725	~~~	-2.901	~~~	-3.03	~~~	-0.739	-1.408	-1.074	-1.651	~~~	~~~	-1.194	-1.707	~~~	~~~	-1.282	-1.748	~~~	~~~	-1.891	-1.55	~~~	~~~
7.1.02_110	-3.786	-3.703	~~~	-3.696	~~~	-1.682	-2.111	~~~	-2.241	~~~	-2.336	~~~	-0.566	-1.116	-0.81	-1.301	~~~	~~~	-0.898	-1.342	~~~	~~~	-0.963	-1.373	~~~	~~~	-1.495	-1.225	~~~	~~~
7.1.02_125	-3.17	-3.11	~~~	-3.102	~~~	-0.776	-0.958	~~~	-1.016	~~~	-1.058	~~~	-0.219	-0.557	-0.318	-0.64	~~~	~~~	-0.356	-0.66	~~~	~~~	-0.384	-0.674	~~~	~~~	-0.695	-0.568	~~~	~~~
7.1.02_150	-1.949	-1.92	~~~	-1.916	~~~	-0.179	-0.231	~~~	-0.252	~~~	-0.267	~~~	0.002	-0.181	-0.024	-0.207	~~~	~~~	-0.038	-0.213	~~~	~~~	-0.048	-0.218	~~~	~~~	-0.149	-0.12	~~~	~~~
7.1.02_200	-0.82	-0.808	~~~	-0.807	~~~	0.036	0.026	~~~	0.02	~~~	0.016	~~~	0.055	-0.019	0.05	-0.024	~~~	~~~	0.046	-0.026	~~~	~~~	0.043	-0.026	~~~	~~~	0.043	0.036	~~~	~~~
7.1.03_080	13.421	12.972	12.985	12.868	12.862	-10.311	-13.503	-13.464	-14.565	-14.989	-15.34	-15.434	-3.603	-6.708	-5.623	-7.88	-5.599	-7.865	-6.422	-8.143	-6.761	-8.228	-7.006	-8.335	-7.117	-8.317	-7.002	-5.51	-10.302	-8.384
7.1.03_085	5.15	4.951	~~~	4.861	~~~	-8.421	-10.827	~~~	-11.616	~~~	-12.192	~~~	-3.01	-5.41	-4.517	-6.31	~~~	~~~	-5.106	-6.51	~~~	~~~	-5.536	-6.656	~~~	~~~	-5.799	-4.593	~~~	~~~
7.1.03_090	0.086	0.026	~~~	-0.047	~~~	-6.814	-8.611	~~~	-9.197	~~~	-9.624	~~~	-2.474	-4.339	-3.587	-5.024	~~~	~~~	-4.021	-5.176	~~~	~~~	-4.337	-5.287	~~~	~~~	-4.756	-3.784	~~~	~~~
7.1.03_095	-2.874	-2.86	~~~	-2.916	~~~	-5.475	-6.808	~~~	-7.242	~~~	-7.559	~~~	-2.006	-3.469	-2.821	-3.986	~~~	~~~	-3.14	-4.102	~~~	~~~	-3.372	-4.187	~~~	~~~	-3.866	-3.086	~~~	~~~
7.1.03_100	-4.476	-4.424	-4.42	-4.465	-4.468	-4.376	-5.358	-5.333	-5.681	-5.811	-5.917	-5.948	-1.607	-2.769	-2.2	-3.159	-2.185	-3.148	-2.434	-3.247	-2.534	-3.277	-2.605	-3.312	-2.639	-3.308	-3.117	-2.493	-4.092	-3.314
7.1.03_105	-5.218	-5.152	~~~	-5.18	~~~	-3.484	-4.204	~~~	-4.444	~~~	-4.62	~~~	-1.274	-2.211	-1.701	-2.503	~~~	~~~	-1.874	-2.57	~~~	~~~	-2	-2.62	~~~	~~~	-2.494	-1.996	~~~	~~~
7.1.03_110	-5.434	-5.365	~~~	-5.383	~~~	-2.766	-3.29	~~~	-3.47	~~~	-3.602	~~~	-0.999	-1.767	-1.305	-1.985	~~~	~~~	-1.433	-2.037	~~~	~~~	-1.527	-2.074	~~~	~~~	-1.981	-1.584	~~~	~~~
7.1.03_125	-4.73	-4.68	~~~	-4.681	~~~	-1.36	-1.562	~~~	-1.64	~~~	-1.697	~~~	-0.449	-0.911	-0.559	-1.003	~~~	~~~	-0.614	-1.026	~~~	~~~	-0.654	-1.043	~~~	~~~	-0.944	-0.75	~~~	~~~
7.1.03_150	-2.99	-2.966	~~~	-2.963	~~~	-0.392	-0.44	~~~	-0.462	~~~	-0.478	~~~	-0.074	-0.318	-0.096	-0.344	~~~	~~~	-0.112	-0.35	~~~	~~~	-0.124	-0.354	~~~	~~~	-0.211	-0.161	~~~	~~~
7.1.03_200	-1.251	-1.239	~~~	-1.238	~~~	-0.007	-0.009	~~~	-0.014	~~~	-0.018	~~~	0.043	-0.05	0.044	-0.053	~~~	~~~	0.039	-0.053	~~~	~~~	0.036	-0.054	~~~	~~~	0.052	0.046	~~~	~~~
7.1.04_080	8.659	8.05	8.052	8.012	8.009	-6.824	-8.648	-8.585	-9.323	-9.574	-9.816	-9.837	-2.624	-4.199	-3.77	-4.877	-3.73	-4.855	-4.274	-5.049	-4.476	-5.098	-4.642	-5.175	-4.689	-5.148	-4.68	-3.765	-6.625	-5.469
7.1.04_085	2.959	2.638	~~~	2.604	~~~	-5.528	-6.901	~~~	-7.401	~~~	-7.765	~~~	-2.158	-3.37	-3.009	-3.892	~~~	~~~	-3.379	-4.022	~~~	~~~	-3.649	-4.117	~~~	~~~	-3.887	-3.138	~~~	~~~
7.1.04_090	-0.542	-0.694	~~~	-0.723	~~~	-4.432	-5.454	~~~	-5.824	~~~	-6.094	~~~	-1.747	-2.686	-2.37	-3.083	~~~	~~~	-2.641	-3.183	~~~	~~~	-2.839	-3.255	~~~	~~~	-3.192	-2.585	~~~	~~~
7.1.04_095	-2.577	-2.63	~~~	-2.653	~~~	-3.525	-4.278	~~~	-4.552	~~~	-4.753	~~~	-1.396	-2.129	-1.847	-2.43	~~~	~~~	-2.045	-2.507	~~~	~~~	-2.19	-2.563	~~~	~~~	-2.595	-2.107	~~~	~~~
7.1.04_100	-3.656	-3.65	-3.65	-3.667	-3.668	-2.786	-3.337	-3.296	-3.541	-3.616	-3.689	-3.696	-1.104	-1.682	-1.427	-1.91	-1.404	-1.892	-1.572	-1.969	-1.63	-1.986	-1.678	-2.012	-1.691	-2.005	-2.09	-1.7	-2.633	-2.156
7.1.04_105	-4.127	-4.087	~~~	-4.098	~~~	-2.19	-2.591	~~~	-2.743	~~~	-2.854	~~~	-0.864	-1.326	-1.093	-1.498	~~~	~~~	-1.2	-1.543	~~~	~~~	-1.277	-1.576	~~~	~~~	-1.669	-1.36	~~~	~~~
7.1.04_110	-4.227	-4.168	~~~	-4.174	~~~	-1.716	-2.005	~~~	-2.118	~~~	-2.2	~~~	-0.67	-1.046	-0.831	-1.174	~~~	~~~	-0.908	-1.209	~~~	~~~	-0.965	-1.235	~~~	~~~	-1.323	-1.079	~~~	~~~
7.1.04_125	-3.59	-3.526	~~~	-3.524	~~~	-0.804	-0.906	~~~	-0.954	~~~	-0.988	~~~	-0.288	-0.516	-0.338	-0.568	~~~	~~~	-0.37	-0.584	~~~	~~~	-0.393	-0.595	~~~	~~~	-0.623	-0.509	~~~	~~~
7.1.04_150	-2.256	-2.218	~~~	-2.214	~~~	-0.19	-0.203	~~~	-0.217	~~~	-0.227	~~~	-0.026	-0.164	-0.029	-0.174	~~~	~~~	-0.039	-0.178	~~~	~~~	-0.046	-0.181	~~~	~~~	-0.12	-0.095	~~~	~~~
7.1.04_200	-1	-0.983	~~~	-0.982	~~~	0.046	0.047	~~~	0.042	~~~	0.038	~~~	0.06	-0.014	0.061	-0.014	~~~	~~~	0.057	-0.014	~~~	~~~	0.054	-0.015	~~~	~~~	0.068	0.059	~~~	~~~
7.1.05_080	12.956	12.245	12.255	12.132	12.126	-10.044	-13.21	-13.177	-14.179	-14.574	-14.886	-14.988	-3.488	-6.556	-5.555	-7.655	-5.535	-7.642	-6.271	-7.908	-6.587	-7.987	-6.794	-8.092	-6.918	-8.071	-6.82	-5.255	-10.11	-8.183
7.1.05_085	4.254	3.849	~~~	3.756	~~~	-8.376	-10.764	~~~	-11.485	~~~	-12.011	~~~	-2.983	-5.393	-4.529	-6.235	~~~	~~~	-5.057	-6.428	~~~	~~~	-5.442	-6.569	~~~	~~~	-5.747	-4.468	~~~	~~~
7.1.05_090	-1.068	-1.296	~~~	-1.37	~~~	-6.914	-8.696	~~~	-9.23	~~~	-9.62	~~~	-2.506	-4.409	-3.649	-5.047	~~~	~~~	-4.035	-5.195	~~~	~~~	-4.318	-5.303	~~~	~~~	-4.792	-3.751	~~~	~~~
7.1.05_095	-4.158	-4.286	~~~	-4.341	~~~	-5.66	-6.978	~~~	-7.373	~~~	-7.661	~~~	-2.072	-3.589	-2.909	-4.069	~~~	~~~	-3.191	-4.182	~~~	~~~	-3.397	-4.264	~~~	~~~	-3.957	-3.111	~~~	~~~
7.1.05_100	-5.8	-5.872	-5.87	-5.912	-5.916	-4.602	-5.569	-5.55	-5.86	-5.981	-6.073	-6.108	-1.688	-2.913	-2.297	-3.272	-2.287	-3.263	-2.502	-3.358	-2.595	-3.386	-2.652	-3.421	-2.692	-3.416	-3.238	-2.551	-4.208	-3.392
7.1.05_105	-6.527	-6.568	~~~	-6.595	~~~	-3.719	-4.425	~~~	-4.64	~~~	-4.796	~~~	-1.358	-2.361	-1.798	-2.627	~~~	~~~	-1.947	-2.693	~~~	~~~	-2.056	-2.74	~~~	~~~	-2.625	-2.07	~~~	~~~
7.1.05_110	-6.693	-6.716	~~~	-6.733	~~~	-2.99	-3.504	~~~	-3.661	~~~	-3.776	~~~	-1.078	-1.911	-1.395	-2.108	~~~	~~~	-1.503	-2.158	~~~	~~~	-1.582	-2.195	~~~	~~~	-2.109	-1.662	~~~	~~~
7.1.05_125	-5.76	-5.76	~~~	-5.763	~~~	-1.507	-1.708	~~~	-1.771	~~~	-1.817	~~~	-0.495	-1.012	-0.614	-1.094	~~~	~~~	-0.656	-1.115	~~~	~~~	-0.686	-1.131	~~~	~~~	-1.031	-0.804	~~~	~~~
7.1.05_150	-3.658	-3.65	~~~	-3.649	~~~	-0.434	-0.486	~~~	-0.501	~~~	-0.512	~~~	-0.076	-0.358	-0.107	-0.38	~~~	~~~	-0.116	-0.385	~~~	~~~	-0.122	-0.389	~~~	~~~	-0.233	-0.17	~~~	~~~
7.1.05_200	-1.543	-1.536	~~~	-1.536	~~~	0.007	0.001	~~~	-0.001	~~~	-0.002	~~~	0.059	-0.052	0.055	-0.054	~~~	~~~	0.053	-0.054	~~~	~~~	0.052	-0.055	~~~	~~~	0.064	0.06	~~~	~~~
7.1.06_080	14.081	13.622	13.624	13.544	13.533	-12.063	-14.896	-14.856	-15.874	-16.253	-16.588	-16.65	-4.994	-7.069	-6.882	-8.014	-6.857	-7.998	-7.629	-8.246	-7.936	-8.317	-8.174	-8.415	-8.258	-8.392	-9.056	-7.309	-12.246	-10.134
7.1.06_085	6.622	6.38	~~~	6.323	~~~	-10.627	-12.791	~~~	-13.528	~~~	-14.066	~~~	-4.535	-6.092	-5.964	-6.827	~~~	~~~	-6.522	-7.006	~~~	~~~	-6.93	-7.137	~~~	~~~	-8.18	-6.626	~~~	~~~
7.1.06_090	1.909	1.782	~~~	1.741	~~~	-9.164	-10.802	~~~	-11.356	~~~	-11.761	~~~	-3.992	-5.172	-5.063	-5.739	~~~	~~~	-5.479	-5.877	~~~	~~~	-5.782	-5.978	~~~	~~~	-7.22	-5.866	~~~	~~~
7.1.06_095	-0.943	-1.01	~~~	-1.039	~~~	-7.784	-9.015	~~~	-9.431	~~~	-9.735	~~~	-3.442	-4.342	-4.237	-4.778	~~~	~~~	-4.546	-4.884	~~~	~~~	-4.772	-4.962	~~~	~~~	-6.267	-5.104	~~~	~~~
7.1.06_100	-2.556	-2.592	-2.591	-2.612	-2.618	-6.549	-7.467	-7.445	-7.78	-7.9	-8.008	-8.027	-2.928	-3.62	-3.515	-3.952	-3.502	-3.943	-3.745	-4.035	-3.839	-4.062	-3.912	-4.095	-3.937	-4.09	-5.376	-4.388	-6.389	-5.235
7.1.06_105	-3.365	-3.385	~~~	-3.396	~~~	-5.478	-6.16	~~~	-6.394	~~~	-6.565	~~~	-2.472	-3.006	-2.902	-3.258	~~~	~~~	-3.072	-3.322	~~~	~~~	-3.197	-3.368	~~~	~~~	-4.575	-3.741	~~~	~~~
7.1.06_110	-3.666	-3.678	~~~	-3.683	~~~	-4.569	-5.073	~~~	-5.249	~~~	-5.377	~~~	-2.078	-2.491	-2.391	-2.683	~~~	~~~	-2.517	-2.732	~~~	~~~	-2.609	-2.767	~~~	~~~	-3.874	-3.173	~~~	~~~
7.1.06_125	-3.212	-3.216	~~~	-3.215	~~~	-2.651	-2.85	~~~	-2.924	~~~	-2.979	~~~	-1.226	-1.425	-1.342	-1.507	~~~	~~~	-1.394	-1.53	~~~	~~~	-1.432	-1.546	~~~	~~~	-2.32	-1.907	~~~	~~~
7.1.06_150	-1.786	-1.788	~~~	-1.784	~~~	-1.122	-1.161	~~~	-1.179	~~~	-1.193	~~~	-0.526	-0.595	-0.545	-0.616	~~~	~~~	-0.557	-0.622	~~~	~~~	-0.566	-0.627	~~~	~~~	-0.991	-0.818	~~~	~~~
7.1.06_200	-0.515	-0.518	~~~	-0.516	~~~	-0.263	-0.261	~~~	-0.263	~~~	-0.264	~~~	-0.124	-0.139	-0.122	-0.139	~~~	~~~	-0.123	-0.14	~~~	~~~	-0.123	-0.14	~~~	~~~	-0.22	-0.182	~~~	~~~
7.1.07_080	10.822	10.503	10.509	10.434	10.439	-9.489	-12.464	-12.433	-13.605	-14.051	-14.437	-14.518	-3.531	-5.958	-5.461	-7.004	-5.443	-6.99	-6.334	-7.271	-6.692	-7.359	-6.971	-7.467	-7.067	-7.451	-6.68	-5.433	-10.05	-8.408
7.1.07_085	4.307	4.263	~~~	4.214	~~~	-8.659	-10.959	~~~	-11.818	~~~	-12.445	~~~	-3.443	-5.216	-4.92	-6.039	~~~	~~~	-5.574	-6.244	~~~	~~~	-6.051	-6.394	~~~	~~~	-6.308	-5.139	~~~	~~~
7.1.07_090	0.359	0.446	~~~	0.409	~~~	-7.634	-9.396	~~~	-10.044	~~~	-10.516	~~~	-3.167	-4.466	-4.286	-5.11	~~~	~~~	-4.776	-5.268	~~~	~~~	-5.133	-5.383	~~~	~~~	-5.728	-4.673	~~~	~~~
7.1.07_095	-1.951	-1.819	~~~	-1.848	~~~	-6.558	-7.901	~~~	-8.39	~~~	-8.747	~~~	-2.802	-3.756	-3.644	-4.257	~~~	~~~	-4.01	-4.38	~~~	~~~	-4.278	-4.469	~~~	~~~	-5.052	-4.129	~~~	~~~
7.1.07_100	-3.211	-3.072	-3.07	-3.095	-3.088	-5.537	-6.557	-6.539	-6.928	-7.077	-7.198	-7.233	-2.418	-3.119	-3.048	-3.509	-3.038	-3.501	-3.323	-3.605	-3.438	-3.639	-3.524	-3.674	-3.558	-3.675	-4.366	-3.575	-5.491	-4.509
7.1.07_105	-3.802	-3.67	~~~	-3.688	~~~	-4.625	-5.4	~~~	-5.681	~~~	-5.887	~~~	-2.055	-2.57	-2.526	-2.874	~~~	~~~	-2.733	-2.948	~~~	~~~	-2.884	-3.003	~~~	~~~	-3.722	-3.054	~~~	~~~
7.1.07_110	-3.974	-3.853	~~~	-3.865	~~~	-3.841	-4.43	~~~	-4.643	~~~	-4.799	~~~	-1.732	-2.109	-2.083	-2.346	~~~	~~~	-2.239	-2.405	~~~	~~~	-2.352	-2.447	~~~	~~~	-3.146	-2.587	~~~	~~~
7.1.07_125	-3.363	-3.272	~~~	-3.274	~~~	-2.19	-2.445	~~~	-2.538	~~~	-2.605	~~~	-1.02	-1.169	-1.163	-1.282	~~~	~~~	-1.229	-1.309	~~~	~~~	-1.277	-1.329	~~~	~~~	-1.861	-1.539	~~~	~~~
7.1.07_150	-1.843	-1.803	~~~	-1.8	~~~	-0.902	-0.962	~~~	-0.986	~~~	-1.003	~~~	-0.432	-0.47	-0.459	-0.502	~~~	~~~	-0.476	-0.51	~~~	~~~	-0.488	-0.515	~~~	~~~	-0.775	-0.646	~~~	~~~
7.1.07_200	-0.519	-0.511	~~~	-0.509	~~~	-0.204	-0.205	~~~	-0.208	~~~	-0.211	~~~	-0.097	-0.106	-0.096	-0.109	~~~	~~~	-0.099	-0.11	~~~	~~~	-0.1	-0.11	~~~	~~~	-0.162	-0.137	~~~	~~~
7.1.08_080	12.206	11.633	11.641	11.53	11.516	-12.83	-16.241	-16.199	-17.614	-18.131	-18.615	-18.674	-5.063	-7.767	-7.247	-8.994	-7.222	-8.977	-8.314	-9.3	-8.74	-9.392	-9.093	-9.522	-9.186	-9.488	-8.283	-6.746	-12.143	-10.129
7.1.08_085	4.385	4.187	~~~	4.108	~~~	-11.665	-14.327	~~~	-15.379	~~~	-16.147	~~~	-4.837	-6.829	-6.522	-7.805	~~~	~~~	-7.338	-8.041	~~~	~~~	-7.933	-8.214	~~~	~~~	-7.781	-6.34	~~~	~~~
7.1.08_090	-0.403	-0.396	~~~	-0.457	~~~	-10.332	-12.387	~~~	-13.191	~~~	-13.778	~~~	-4.43	-5.901	-5.715	-6.672	~~~	~~~	-6.336	-6.855	~~~	~~~	-6.789	-6.989	~~~	~~~	-7.092	-5.781	~~~	~~~
7.1.08_095	-3.218	-3.117	~~~	-3.163	~~~	-8.951	-10.524	~~~	-11.139	~~~	-11.587	~~~	-3.93	-5.022	-4.9	-5.625	~~~	~~~	-5.371	-5.768	~~~	~~~	-5.715	-5.872	~~~	~~~	-6.301	-5.141	~~~	~~~
7.1.08_100	-4.748	-4.614	-4.61	-4.648	-4.654	-7.63	-8.826	-8.798	-9.296	-9.476	-9.639	-9.665	-3.408	-4.222	-4.134	-4.692	-4.118	-4.679	-4.492	-4.803	-4.636	-4.84	-4.754	-4.885	-4.787	-4.878	-5.49	-4.487	-6.803	-5.567
7.1.08_105	-5.452	-5.312	~~~	-5.336	~~~	-6.434	-7.337	~~~	-7.697	~~~	-7.96	~~~	-2.914	-3.52	-3.452	-3.885	~~~	~~~	-3.725	-3.973	~~~	~~~	-3.923	-4.037	~~~	~~~	-4.719	-3.864	~~~	~~~
7.1.08_110	-5.632	-5.5	~~~	-5.514	~~~	-5.391	-6.07	~~~	-6.346	~~~	-6.547	~~~	-2.47	-2.921	-2.866	-3.203	~~~	~~~	-3.074	-3.272	~~~	~~~	-3.225	-3.322	~~~	~~~	-4.019	-3.299	~~~	~~~
7.1.08_125	-4.76	-4.664	~~~	-4.663	~~~	-3.135	-3.416	~~~	-3.541	~~~	-3.632	~~~	-1.475	-1.66	-1.626	-1.79	~~~	~~~	-1.718	-1.822	~~~	~~~	-1.786	-1.846	~~~	~~~	-2.416	-1.999	~~~	~~~
7.1.08_150	-2.691	-2.647	~~~	-2.642	~~~	-1.314	-1.374	~~~	-1.41	~~~	-1.436	~~~	-0.634	-0.679	-0.659	-0.716	~~~	~~~	-0.685	-0.725	~~~	~~~	-0.704	-0.732	~~~	~~~	-1.016	-0.852	~~~	~~~
7.1.08_200	-0.81	-0.795	~~~	-0.794	~~~	-0.301	-0.3	~~~	-0.306	~~~	-0.31	~~~	-0.148	-0.153	-0.144	-0.156	~~~	~~~	-0.149	-0.157	~~~	~~~	-0.152	-0.158	~~~	~~~	-0.212	-0.182	~~~	~~~
7.1.09_080	12.461	11.693	11.707	11.611	11.603	-10.984	-13.552	-13.446	-14.488	-14.837	-15.172	-15.202	-4.672	-6.312	-6.313	-7.239	-6.242	-7.204	-7.023	-7.465	-7.307	-7.53	-7.542	-7.63	-7.605	-7.598	-7.805	-6.348	-10.512	-8.72
7.1.09_085	5.097	4.7	~~~	4.634	~~~	-9.494	-11.48	~~~	-12.185	~~~	-12.7	~~~	-4.127	-5.367	-5.381	-6.099	~~~	~~~	-5.912	-6.273	~~~	~~~	-6.3	-6.4	~~~	~~~	-6.945	-5.638	~~~	~~~
7.1.09_090	0.622	0.448	~~~	0.395	~~~	-8.059	-9.58	~~~	-10.112	~~~	-10.501	~~~	-3.561	-4.498	-4.507	-5.073	~~~	~~~	-4.904	-5.208	~~~	~~~	-5.194	-5.306	~~~	~~~	-6.057	-4.912	~~~	~~~
7.1.09_095	-1.987	-2.039	~~~	-2.081	~~~	-6.744	-7.9	~~~	-8.303	~~~	-8.597	~~~	-3.018	-3.726	-3.725	-4.175	~~~	~~~	-4.022	-4.281	~~~	~~~	-4.239	-4.358	~~~	~~~	-5.194	-4.211	~~~	~~~
7.1.09_100	-3.398	-3.386	-3.375	-3.418	-3.42	-5.586	-6.461	-6.393	-6.767	-6.882	-6.99	-7.002	-2.526	-3.059	-3.051	-3.41	-3.009	-3.384	-3.273	-3.494	-3.363	-3.519	-3.436	-3.554	-3.456	-3.546	-4.396	-3.567	-5.239	-4.258
7.1.09_105	-4.053	-4.007	~~~	-4.029	~~~	-4.597	-5.258	~~~	-5.49	~~~	-5.66	~~~	-2.099	-2.498	-2.486	-2.772	~~~	~~~	-2.652	-2.838	~~~	~~~	-2.774	-2.886	~~~	~~~	-3.688	-2.995	~~~	~~~
7.1.09_110	-4.24	-4.177	~~~	-4.191	~~~	-3.77	-4.268	~~~	-4.445	~~~	-4.574	~~~	-1.736	-2.034	-2.02	-2.248	~~~	~~~	-2.145	-2.3	~~~	~~~	-2.236	-2.338	~~~	~~~	-3.074	-2.502	~~~	~~~
7.1.09_125	-3.584	-3.519	~~~	-3.516	~~~	-2.079	-2.286	~~~	-2.362	~~~	-2.417	~~~	-0.978	-1.101	-1.086	-1.2	~~~	~~~	-1.137	-1.225	~~~	~~~	-1.174	-1.243	~~~	~~~	-1.753	-1.436	~~~	~~~
7.1.09_150	-2.017	-1.986	~~~	-1.981	~~~	-0.804	-0.845	~~~	-0.864	~~~	-0.877	~~~	-0.384	-0.42	-0.399	-0.446	~~~	~~~	-0.412	-0.452	~~~	~~~	-0.42	-0.457	~~~	~~~	-0.682	-0.567	~~~	~~~
7.1.09_200	-0.665	-0.655	~~~	-0.654	~~~	-0.154	-0.151	~~~	-0.155	~~~	-0.157	~~~	-0.072	-0.082	-0.068	-0.084	~~~	~~~	-0.07	-0.084	~~~	~~~	-0.072	-0.085	~~~	~~~	-0.116	-0.1	~~~	~~~
7.1.10_080	15.254	14.262	14.276	14.156	14.145	-14.454	-17.936	-17.888	-19.104	-19.554	-19.957	-20.027	-6.056	-8.398	-8.381	-9.555	-8.352	-9.536	-9.273	-9.831	-9.642	-9.912	-9.924	-10.032	-10.029	-9.998	-9.794	-7.791	-13.635	-11.204
7.1.10_085	6.018	5.44	~~~	5.353	~~~	-12.7	-15.401	~~~	-16.285	~~~	-16.931	~~~	-5.466	-7.234	-7.254	-8.146	~~~	~~~	-7.926	-8.36	~~~	~~~	-8.415	-8.516	~~~	~~~	-8.802	-7.024	~~~	~~~
7.1.10_090	0.19	-0.133	~~~	-0.202	~~~	-10.971	-13.037	~~~	-13.704	~~~	-14.192	~~~	-4.815	-6.156	-6.171	-6.866	~~~	~~~	-6.673	-7.032	~~~	~~~	-7.039	-7.152	~~~	~~~	-7.766	-6.215	~~~	~~~
7.1.10_095	-3.314	-3.489	~~~	-3.542	~~~	-9.354	-10.915	~~~	-11.419	~~~	-11.786	~~~	-4.167	-5.186	-5.181	-5.734	~~~	~~~	-5.556	-5.862	~~~	~~~	-5.83	-5.956	~~~	~~~	-6.752	-5.42	~~~	~~~
7.1.10_100	-5.256	-5.349	-5.341	-5.387	-5.392	-7.904	-9.07	-9.038	-9.45	-9.597	-9.727	-9.752	-3.565	-4.339	-4.314	-4.756	-4.295	-4.743	-4.593	-4.856	-4.71	-4.888	-4.797	-4.93	-4.832	-4.92	-5.807	-4.675	-7.053	-5.727
7.1.10_105	-6.175	-6.221	~~~	-6.246	~~~	-6.642	-7.505	~~~	-7.79	~~~	-7.998	~~~	-3.028	-3.614	-3.575	-3.929	~~~	~~~	-3.782	-4.007	~~~	~~~	-3.934	-4.064	~~~	~~~	-4.956	-4.003	~~~	~~~
7.1.10_110	-6.441	-6.463	~~~	-6.478	~~~	-5.564	-6.196	~~~	-6.41	~~~	-6.566	~~~	-2.561	-3.003	-2.957	-3.239	~~~	~~~	-3.11	-3.3	~~~	~~~	-3.222	-3.344	~~~	~~~	-4.208	-3.409	~~~	~~~
7.1.10_125	-5.491	-5.492	~~~	-5.491	~~~	-3.256	-3.494	~~~	-3.583	~~~	-3.648	~~~	-1.535	-1.721	-1.676	-1.818	~~~	~~~	-1.737	-1.846	~~~	~~~	-1.782	-1.867	~~~	~~~	-2.528	-2.067	~~~	~~~
7.1.10_150	-3.156	-3.152	~~~	-3.147	~~~	-1.367	-1.415	~~~	-1.435	~~~	-1.45	~~~	-0.66	-0.707	-0.683	-0.731	~~~	~~~	-0.697	-0.739	~~~	~~~	-0.706	-0.744	~~~	~~~	-1.056	-0.876	~~~	~~~
7.1.10_200	-1.01	-1.003	~~~	-1.002	~~~	-0.307	-0.307	~~~	-0.31	~~~	-0.311	~~~	-0.151	-0.156	-0.15	-0.157	~~~	~~~	-0.152	-0.158	~~~	~~~	-0.153	-0.158	~~~	~~~	-0.215	-0.183	~~~	~~~
