# Interaction energies and their componets, in kcal/mol
# Prefix "corr_" denotes the correlation enegy term only
# Suffixes "_os" and "_ss" denote the other-spin and same-spin components of the correlation energy
"name"	"HF/aDZ"	"HF/aTZ"	"HF/haTZ"	"HF/aQZ"	"HF/a5Z"	"corr_MP2/aDZ"	"corr_MP2/aTZ"	"corr_MP2/haTZ"	"corr_MP2/aQZ"	"corr_MP2/a5Z"	"corr_MP2/CBS(aTQZ)"	"corr_MP2/CBS(aQ5Z)"	"corr_MP2_os/aDZ"	"corr_MP2_ss/aDZ"	"corr_MP2_os/aTZ"	"corr_MP2_ss/aTZ"	"corr_MP2_os/haTZ"	"corr_MP2_ss/haTZ"	"corr_MP2_os/aQZ"	"corr_MP2_ss/aQZ"	"corr_MP2_os/a5Z"	"corr_MP2_ss/a5Z"	"corr_MP2_os/CBS(aTQZ)"	"corr_MP2_ss/CBS(aTQZ)"	"corr_MP2_os/CBS(aQ5Z)"	"corr_MP2_ss/CBS(aQ5Z)"	"corr_CCSD(T)/aDZ"	"corr_CCSD/aDZ"	"corr_CCSD_os/aDZ"	"corr_CCSD_ss/aDZ"	"corr_CCSD(T)/haTZ"	"corr_CCSD/haTZ"	"corr_CCSD_os/haTZ"	"corr_CCSD_ss/haTZ"	"BLYP/def2-QZVP"	"B3LYP/def2-QZVP"	"BHLYP/def2-QZVP"	"BP/def2-QZVP"	"PBE/def2-QZVP"	"PBE0/def2-QZVP"	"TPSS/def2-QZVP"
10.003_dimethylamine--cyanide_0.85	-1.530	-1.716	~~~	-1.696	~~~	-6.300	-7.144	~~~	-7.440	~~~	-7.656	~~~	-2.824	-3.475	-3.438	-3.705	~~~	~~~	-3.678	-3.762	~~~	~~~	-3.854	-3.802	~~~	~~~	-5.438	-4.491	-1.317	-3.173	~~~	~~~	~~~	~~~	-8.551	-8.290	-7.553	-9.581	-11.199	-9.886	-9.590
10.003_dimethylamine--cyanide_0.90	-4.056	-4.239	~~~	-4.218	~~~	-5.387	-6.072	~~~	-6.314	~~~	-6.490	~~~	-2.429	-2.958	-2.922	-3.149	~~~	~~~	-3.118	-3.196	~~~	~~~	-3.260	-3.230	~~~	~~~	-4.723	-3.886	-1.162	-2.724	~~~	~~~	~~~	~~~	-10.141	-9.901	-9.276	-10.935	-12.489	-11.276	-11.100
10.003_dimethylamine--cyanide_0.95	-5.696	-5.871	~~~	-5.853	~~~	-4.617	-5.170	~~~	-5.366	~~~	-5.508	~~~	-2.096	-2.521	-2.490	-2.680	~~~	~~~	-2.647	-2.718	~~~	~~~	-2.762	-2.746	~~~	~~~	-4.111	-3.371	-1.031	-2.340	~~~	~~~	~~~	~~~	-11.006	-10.773	-10.228	-11.593	-13.091	-11.955	-11.860
10.003_dimethylamine--cyanide_1.00	-6.704	-6.863	-6.848	-6.851	-6.855	-3.969	-4.412	-4.342	-4.568	-4.620	-4.682	-4.675	-1.815	-2.153	-2.128	-2.284	-2.079	-2.262	-2.253	-2.315	-2.298	-2.322	-2.344	-2.338	-2.345	-2.330	-3.588	-2.932	-0.921	-2.011	-4.032	-3.274	-1.194	-2.080	-11.363	-11.127	-10.641	-11.774	-13.221	-12.146	-12.104
10.003_dimethylamine--cyanide_1.05	-7.265	-7.402	~~~	-7.395	~~~	-3.423	-3.774	~~~	-3.897	~~~	-3.987	~~~	-1.579	-1.844	-1.824	-1.950	~~~	~~~	-1.922	-1.975	~~~	~~~	-1.993	-1.994	~~~	~~~	-3.141	-2.559	-0.827	-1.732	~~~	~~~	~~~	~~~	-11.370	-11.128	-10.683	-11.633	-13.033	-12.007	-12.001
10.003_dimethylamine--cyanide_1.10	-7.510	-7.623	~~~	-7.620	~~~	-2.963	-3.237	~~~	-3.333	~~~	-3.403	~~~	-1.379	-1.584	-1.568	-1.669	~~~	~~~	-1.644	-1.689	~~~	~~~	-1.700	-1.704	~~~	~~~	-2.757	-2.240	-0.747	-1.493	~~~	~~~	~~~	~~~	-11.144	-10.892	-10.477	-11.283	-12.637	-11.653	-11.674
10.003_dimethylamine--cyanide_1.25	-7.190	-7.243	~~~	-7.243	~~~	-1.960	-2.075	~~~	-2.118	~~~	-2.150	~~~	-0.939	-1.021	-1.015	-1.060	~~~	~~~	-1.048	-1.070	~~~	~~~	-1.072	-1.077	~~~	~~~	-1.888	-1.524	-0.558	-0.966	~~~	~~~	~~~	~~~	-9.770	-9.496	-9.133	-9.663	-10.878	-10.008	-10.087
10.003_dimethylamine--cyanide_1.50	-5.580	-5.596	~~~	-5.596	~~~	-1.034	-1.040	~~~	-1.050	~~~	-1.057	~~~	-0.518	-0.516	-0.517	-0.523	~~~	~~~	-0.523	-0.527	~~~	~~~	-0.528	-0.529	~~~	~~~	-1.021	-0.819	-0.341	-0.478	~~~	~~~	~~~	~~~	-7.146	-6.876	-6.570	-6.898	-7.852	-7.172	-7.330
10.003_dimethylamine--cyanide_2.00	-3.132	-3.136	-3.133	-3.134	-3.135	-0.329	-0.308	-0.302	-0.307	-0.306	-0.307	-0.305	-0.170	-0.159	-0.152	-0.156	-0.148	-0.155	-0.151	-0.156	-0.150	-0.157	-0.150	-0.157	-0.149	-0.157	-0.305	-0.244	-0.111	-0.133	-0.270	-0.204	-0.078	-0.126	-3.822	-3.636	-3.449	-3.636	-4.080	-3.729	-3.895
10.004_methylamine--cyanide_0.80	1.938	1.748	1.748	1.763	1.752	-5.869	-6.877	-6.793	-7.227	-7.348	-7.483	-7.476	-2.574	-3.296	-3.316	-3.561	-3.257	-3.536	-3.602	-3.625	-3.708	-3.641	-3.811	-3.672	-3.818	-3.657	-5.014	-4.182	-1.146	-3.036	-6.110	-5.100	-1.885	-3.215	-4.987	-4.880	-4.286	-6.150	-7.637	-6.529	-6.076
10.004_methylamine--cyanide_0.85	-1.477	-1.666	~~~	-1.647	~~~	-4.956	-5.781	~~~	-6.070	~~~	-6.280	~~~	-2.181	-2.775	-2.783	-2.998	~~~	~~~	-3.018	-3.052	~~~	~~~	-3.190	-3.091	~~~	~~~	-4.295	-3.570	-0.989	-2.581	~~~	~~~	~~~	~~~	-7.386	-7.304	-6.833	-8.302	-9.728	-8.727	-8.417
10.004_methylamine--cyanide_0.90	-3.755	-3.940	~~~	-3.922	~~~	-4.193	-4.868	~~~	-5.103	~~~	-5.275	~~~	-1.854	-2.339	-2.342	-2.526	~~~	~~~	-2.533	-2.570	~~~	~~~	-2.672	-2.603	~~~	~~~	-3.688	-3.054	-0.859	-2.195	~~~	~~~	~~~	~~~	-8.836	-8.760	-8.375	-9.534	-10.907	-9.983	-9.768
10.004_methylamine--cyanide_0.95	-5.222	-5.394	~~~	-5.381	~~~	-3.558	-4.107	~~~	-4.298	~~~	-4.437	~~~	-1.582	-1.975	-1.976	-2.131	~~~	~~~	-2.130	-2.168	~~~	~~~	-2.242	-2.194	~~~	~~~	-3.176	-2.620	-0.754	-1.867	~~~	~~~	~~~	~~~	-9.618	-9.536	-9.209	-10.128	-11.455	-10.587	-10.434
10.004_methylamine--cyanide_1.00	-6.114	-6.265	-6.262	-6.257	-6.260	-3.030	-3.474	-3.412	-3.627	-3.679	-3.738	-3.734	-1.357	-1.672	-1.673	-1.801	-1.630	-1.781	-1.796	-1.831	-1.841	-1.838	-1.886	-1.853	-1.889	-1.845	-2.744	-2.256	-0.666	-1.590	-3.209	-2.632	-0.963	-1.670	-9.936	-9.841	-9.554	-10.287	-11.573	-10.747	-10.635
10.004_methylamine--cyanide_1.05	-6.600	-6.725	~~~	-6.722	~~~	-2.590	-2.946	~~~	-3.068	~~~	-3.157	~~~	-1.170	-1.420	-1.421	-1.525	~~~	~~~	-1.519	-1.549	~~~	~~~	-1.590	-1.567	~~~	~~~	-2.378	-1.950	-0.594	-1.356	~~~	~~~	~~~	~~~	-9.939	-9.829	-9.566	-10.157	-11.402	-10.610	-10.526
10.004_methylamine--cyanide_1.10	-6.803	-6.902	~~~	-6.902	~~~	-2.224	-2.506	~~~	-2.602	~~~	-2.673	~~~	-1.014	-1.210	-1.212	-1.294	~~~	~~~	-1.289	-1.314	~~~	~~~	-1.345	-1.328	~~~	~~~	-2.068	-1.692	-0.534	-1.158	~~~	~~~	~~~	~~~	-9.730	-9.604	-9.357	-9.840	-11.045	-10.284	-10.222
10.004_methylamine--cyanide_1.25	-6.472	-6.514	~~~	-6.516	~~~	-1.438	-1.567	~~~	-1.615	~~~	-1.650	~~~	-0.677	-0.761	-0.765	-0.802	~~~	~~~	-0.803	-0.812	~~~	~~~	-0.830	-0.820	~~~	~~~	-1.378	-1.121	-0.394	-0.727	~~~	~~~	~~~	~~~	-8.495	-8.333	-8.108	-8.395	-9.475	-8.798	-8.796
10.004_methylamine--cyanide_1.50	-5.009	-5.020	~~~	-5.021	~~~	-0.731	-0.755	~~~	-0.771	~~~	-0.783	~~~	-0.360	-0.370	-0.374	-0.380	~~~	~~~	-0.386	-0.384	~~~	~~~	-0.395	-0.387	~~~	~~~	-0.707	-0.573	-0.232	-0.341	~~~	~~~	~~~	~~~	-6.185	-6.011	-5.813	-5.975	-6.811	-6.290	-6.378
10.004_methylamine--cyanide_2.00	-2.848	-2.850	-2.854	-2.847	-2.848	-0.210	-0.202	-0.202	-0.206	-0.207	-0.209	-0.209	-0.106	-0.104	-0.098	-0.104	-0.098	-0.104	-0.102	-0.105	-0.102	-0.105	-0.104	-0.105	-0.103	-0.105	-0.178	-0.145	-0.063	-0.081	-0.168	-0.130	-0.051	-0.079	-3.333	-3.212	-3.092	-3.183	-3.549	-3.297	-3.407
10.005_Nmethylacetamide--cyanide_0.80	-8.315	-8.416	-8.414	-8.412	-8.424	-8.177	-9.733	-9.635	-10.265	-10.454	-10.653	-10.653	-3.423	-4.754	-4.589	-5.144	-4.521	-5.114	-5.034	-5.230	-5.202	-5.252	-5.360	-5.294	-5.378	-5.275	-6.565	-5.414	-1.138	-4.276	-8.331	-6.932	-2.376	-4.556	-16.553	-16.887	-16.463	-18.609	-20.356	-19.499	-18.214
10.005_Nmethylacetamide--cyanide_0.85	-12.892	-12.980	~~~	-12.966	~~~	-7.129	-8.433	~~~	-8.888	~~~	-9.220	~~~	-2.990	-4.139	-3.961	-4.472	~~~	~~~	-4.342	-4.546	~~~	~~~	-4.620	-4.600	~~~	~~~	-5.806	-4.770	-1.007	-3.763	~~~	~~~	~~~	~~~	-20.033	-20.360	-20.043	-21.793	-23.472	-22.688	-21.679
10.005_Nmethylacetamide--cyanide_0.90	-15.948	-16.033	~~~	-16.014	~~~	-6.198	-7.291	~~~	-7.680	~~~	-7.964	~~~	-2.602	-3.597	-3.411	-3.880	~~~	~~~	-3.736	-3.944	~~~	~~~	-3.973	-3.990	~~~	~~~	-5.125	-4.192	-0.887	-3.304	~~~	~~~	~~~	~~~	-22.169	-22.473	-22.234	-23.653	-25.274	-24.537	-23.741
10.005_Nmethylacetamide--cyanide_0.95	-17.891	-17.979	~~~	-17.956	~~~	-5.380	-6.293	~~~	-6.625	~~~	-6.867	~~~	-2.258	-3.121	-2.931	-3.362	~~~	~~~	-3.208	-3.417	~~~	~~~	-3.410	-3.456	~~~	~~~	-4.517	-3.677	-0.780	-2.897	~~~	~~~	~~~	~~~	-23.337	-23.609	-23.425	-24.570	-26.140	-25.434	-24.798
10.005_Nmethylacetamide--cyanide_1.00	-19.023	-19.112	-19.109	-19.090	-19.094	-4.664	-5.427	-5.347	-5.709	-5.809	-5.914	-5.914	-1.958	-2.706	-2.516	-2.911	-2.461	-2.886	-2.751	-2.958	-2.840	-2.969	-2.923	-2.991	-2.932	-2.981	-3.978	-3.223	-0.686	-2.537	-4.841	-3.950	-1.273	-2.676	-23.814	-24.048	-23.901	-24.821	-26.346	-25.659	-25.139
10.005_Nmethylacetamide--cyanide_1.05	-19.569	-19.655	~~~	-19.637	~~~	-4.041	-4.678	~~~	-4.915	~~~	-5.088	~~~	-1.696	-2.346	-2.158	-2.519	~~~	~~~	-2.357	-2.559	~~~	~~~	-2.501	-2.587	~~~	~~~	-3.502	-2.824	-0.604	-2.220	~~~	~~~	~~~	~~~	-23.801	-23.996	-23.871	-24.608	-26.094	-25.417	-24.980
10.005_Nmethylacetamide--cyanide_1.10	-19.698	-19.775	~~~	-19.761	~~~	-3.502	-4.030	~~~	-4.230	~~~	-4.375	~~~	-1.468	-2.033	-1.850	-2.180	~~~	~~~	-2.017	-2.213	~~~	~~~	-2.138	-2.237	~~~	~~~	-3.083	-2.475	-0.533	-1.942	~~~	~~~	~~~	~~~	-23.449	-23.602	-23.490	-24.079	-25.529	-24.858	-24.481
10.005_Nmethylacetamide--cyanide_1.25	-18.656	-18.686	~~~	-18.679	~~~	-2.278	-2.569	~~~	-2.687	~~~	-2.772	~~~	-0.951	-1.328	-1.158	-1.412	~~~	~~~	-1.256	-1.431	~~~	~~~	-1.328	-1.445	~~~	~~~	-2.099	-1.664	-0.364	-1.300	~~~	~~~	~~~	~~~	-21.312	-21.352	-21.239	-21.539	-22.887	-22.226	-21.959
10.005_Nmethylacetamide--cyanide_1.50	-15.362	-15.348	~~~	-15.343	~~~	-1.086	-1.182	~~~	-1.234	~~~	-1.272	~~~	-0.434	-0.653	-0.499	-0.683	~~~	~~~	-0.543	-0.691	~~~	~~~	-0.575	-0.697	~~~	~~~	-1.058	-0.820	-0.160	-0.660	~~~	~~~	~~~	~~~	-16.933	-16.858	-16.723	-16.814	-17.974	-17.372	-17.245
10.005_Nmethylacetamide--cyanide_2.00	-9.951	-9.928	-9.925	-9.924	-9.924	-0.121	-0.133	-0.127	-0.154	-0.162	-0.169	-0.171	0.014	-0.135	0.008	-0.141	0.012	-0.139	-0.010	-0.144	-0.018	-0.145	-0.023	-0.146	-0.025	-0.146	-0.111	-0.066	0.089	-0.155	-0.119	-0.074	0.082	-0.156	-10.504	-10.404	-10.315	-10.272	-10.963	-10.610	-10.648
11.001_ethyne--oxalate_0.80	-11.920	-12.631	-12.632	-12.700	-12.715	-0.049	-1.804	-1.755	-2.367	-2.581	-2.778	-2.805	2.196	-2.246	0.854	-2.659	0.891	-2.646	0.377	-2.744	0.185	-2.766	0.029	-2.807	-0.016	-2.789	0.563	1.085	4.339	-3.254	-1.633	-1.027	2.550	-3.577	-16.038	-17.246	-18.242	-18.428	-19.549	-19.925	-17.881
11.001_ethyne--oxalate_0.85	-15.645	-16.212	~~~	-16.264	~~~	-0.200	-1.721	~~~	-2.206	~~~	-2.561	~~~	1.863	-2.064	0.708	-2.429	~~~	~~~	0.297	-2.503	~~~	~~~	-0.004	-2.557	~~~	~~~	0.349	0.874	3.847	-2.973	~~~	~~~	~~~	~~~	-19.557	-20.546	-21.366	-21.648	-22.726	-22.907	-21.388
11.001_ethyne--oxalate_0.90	-18.055	-18.489	~~~	-18.530	~~~	-0.263	-1.584	~~~	-2.002	~~~	-2.308	~~~	1.608	-1.872	0.612	-2.195	~~~	~~~	0.257	-2.260	~~~	~~~	-0.002	-2.306	~~~	~~~	0.212	0.728	3.426	-2.698	~~~	~~~	~~~	~~~	-21.716	-22.513	-23.188	-23.520	-24.562	-24.577	-23.481
11.001_ethyne--oxalate_0.95	-19.508	-19.828	~~~	-19.863	~~~	-0.267	-1.415	~~~	-1.776	~~~	-2.039	~~~	1.413	-1.680	0.552	-1.967	~~~	~~~	0.247	-2.022	~~~	~~~	0.024	-2.063	~~~	~~~	0.130	0.629	3.066	-2.437	~~~	~~~	~~~	~~~	-22.904	-23.532	-24.089	-24.440	-25.455	-25.326	-24.557
11.001_ethyne--oxalate_1.00	-20.260	-20.490	-20.488	-20.523	-20.525	-0.235	-1.234	-1.191	-1.543	-1.658	-1.769	-1.779	1.262	-1.498	0.517	-1.751	0.546	-1.738	0.255	-1.798	0.152	-1.811	0.064	-1.833	0.045	-1.824	0.089	0.564	2.757	-2.193	-1.183	-0.655	1.726	-2.381	-23.401	-23.878	-24.336	-24.691	-25.685	-25.432	-24.909
11.001_ethyne--oxalate_1.05	-20.504	-20.664	~~~	-20.698	~~~	-0.184	-1.053	~~~	-1.318	~~~	-1.511	~~~	1.144	-1.328	0.498	-1.551	~~~	~~~	0.274	-1.592	~~~	~~~	0.110	-1.621	~~~	~~~	0.075	0.523	2.492	-1.970	~~~	~~~	~~~	~~~	-23.409	-23.753	-24.126	-24.478	-25.459	-25.098	-24.753
11.001_ethyne--oxalate_1.10	-20.384	-20.491	~~~	-20.528	~~~	-0.124	-0.881	~~~	-1.106	~~~	-1.271	~~~	1.050	-1.173	0.488	-1.369	~~~	~~~	0.297	-1.404	~~~	~~~	0.158	-1.429	~~~	~~~	0.079	0.496	2.263	-1.767	~~~	~~~	~~~	~~~	-23.079	-23.304	-23.602	-23.950	-24.923	-24.467	-24.252
11.001_ethyne--oxalate_1.25	-18.813	-18.824	~~~	-18.856	~~~	0.047	-0.455	~~~	-0.594	~~~	-0.696	~~~	0.850	-0.803	0.479	-0.934	~~~	~~~	0.361	-0.955	~~~	~~~	0.275	-0.971	~~~	~~~	0.135	0.462	1.739	-1.277	~~~	~~~	~~~	~~~	-21.026	-20.948	-21.061	-21.428	-22.402	-21.711	-21.716
11.001_ethyne--oxalate_1.50	-15.019	-14.984	~~~	-14.988	~~~	0.205	-0.044	~~~	-0.110	~~~	-0.158	~~~	0.644	-0.438	0.457	-0.501	~~~	~~~	0.401	-0.511	~~~	~~~	0.361	-0.518	~~~	~~~	0.220	0.432	1.203	-0.771	~~~	~~~	~~~	~~~	-16.902	-16.392	-16.276	-16.801	-17.815	-16.806	-17.050
11.001_ethyne--oxalate_2.00	-9.066	-9.063	-9.062	-9.051	-9.050	0.290	0.206	0.217	0.184	0.177	0.169	0.169	0.439	-0.150	0.374	-0.168	0.381	-0.164	0.355	-0.171	0.348	-0.171	0.342	-0.173	0.341	-0.172	0.299	0.390	0.722	-0.332	0.181	0.266	0.599	-0.333	-11.502	-9.911	-9.575	-10.822	-11.901	-10.062	-11.036
11.002_ethene--oxalate_0.80	2.802	2.638	2.650	2.571	2.567	-5.021	-6.708	-6.610	-7.240	-7.434	-7.628	-7.637	-1.273	-3.748	-2.469	-4.238	-2.400	-4.209	-2.895	-4.345	-3.061	-4.373	-3.206	-4.422	-3.234	-4.403	-4.476	-3.448	0.608	-4.056	-6.433	-5.217	-0.776	-4.440	-3.119	-3.753	-4.161	-5.371	-6.785	-6.163	-5.257
11.002_ethene--oxalate_0.85	-2.126	-2.209	~~~	-2.274	~~~	-4.144	-5.514	~~~	-5.937	~~~	-6.245	~~~	-1.046	-3.098	-2.014	-3.500	~~~	~~~	-2.351	-3.586	~~~	~~~	-2.597	-3.648	~~~	~~~	-3.803	-2.914	0.492	-3.406	~~~	~~~	~~~	~~~	-7.021	-7.509	-7.893	-8.742	-10.151	-9.478	-8.740
11.002_ethene--oxalate_0.90	-5.240	-5.267	~~~	-5.326	~~~	-3.442	-4.555	~~~	-4.889	~~~	-5.133	~~~	-0.869	-2.573	-1.653	-2.902	~~~	~~~	-1.918	-2.971	~~~	~~~	-2.111	-3.022	~~~	~~~	-3.247	-2.476	0.393	-2.869	~~~	~~~	~~~	~~~	-9.364	-9.704	-10.031	-10.648	-12.063	-11.323	-10.700
11.002_ethene--oxalate_0.95	-7.106	-7.096	~~~	-7.144	~~~	-2.883	-3.784	~~~	-4.047	~~~	-4.240	~~~	-0.733	-2.150	-1.366	-2.418	~~~	~~~	-1.574	-2.474	~~~	~~~	-1.725	-2.514	~~~	~~~	-2.790	-2.118	0.308	-2.426	~~~	~~~	~~~	~~~	-10.654	-10.851	-11.100	-11.585	-13.011	-12.195	-11.661
11.002_ethene--oxalate_1.00	-8.120	-8.090	-8.091	-8.126	-8.123	-2.438	-3.164	-3.075	-3.371	-3.445	-3.522	-3.523	-0.629	-1.809	-1.138	-2.026	-1.078	-1.996	-1.300	-2.071	-1.363	-2.082	-1.419	-2.103	-1.429	-2.094	-2.414	-1.826	0.236	-2.062	-3.251	-2.576	-0.359	-2.218	-11.252	-11.309	-11.469	-11.893	-13.327	-12.433	-11.984
11.002_ethene--oxalate_1.05	-8.560	-8.523	~~~	-8.548	~~~	-2.081	-2.662	~~~	-2.825	~~~	-2.944	~~~	-0.548	-1.533	-0.954	-1.708	~~~	~~~	-1.082	-1.743	~~~	~~~	-1.175	-1.769	~~~	~~~	-2.103	-1.585	0.175	-1.760	~~~	~~~	~~~	~~~	-11.392	-11.319	-11.386	-11.802	-13.242	-12.273	-11.917
11.002_ethene--oxalate_1.10	-8.622	-8.589	~~~	-8.604	~~~	-1.791	-2.255	~~~	-2.383	~~~	-2.476	~~~	-0.483	-1.308	-0.807	-1.448	~~~	~~~	-0.906	-1.476	~~~	~~~	-0.979	-1.497	~~~	~~~	-1.841	-1.383	0.127	-1.510	~~~	~~~	~~~	~~~	-11.245	-11.050	-11.026	-11.469	-12.911	-11.870	-11.618
11.002_ethene--oxalate_1.25	-7.722	-7.713	~~~	-7.713	~~~	-1.180	-1.417	~~~	-1.479	~~~	-1.525	~~~	-0.338	-0.842	-0.503	-0.914	~~~	~~~	-0.551	-0.928	~~~	~~~	-0.586	-0.938	~~~	~~~	-1.256	-0.932	0.046	-0.978	~~~	~~~	~~~	~~~	-10.049	-9.533	-9.274	-9.899	-11.311	-10.083	-10.171
11.002_ethene--oxalate_1.50	-5.555	-5.559	~~~	-5.552	~~~	-0.623	-0.713	~~~	-0.733	~~~	-0.748	~~~	-0.181	-0.442	-0.244	-0.469	~~~	~~~	-0.260	-0.474	~~~	~~~	-0.271	-0.478	~~~	~~~	-0.673	-0.484	0.027	-0.511	~~~	~~~	~~~	~~~	-7.856	-6.893	-6.415	-7.383	-8.683	-7.197	-7.772
11.002_ethene--oxalate_2.00	-2.789	-2.793	-2.793	-2.791	-2.789	-0.193	-0.218	-0.209	-0.222	-0.223	-0.224	-0.224	-0.039	-0.154	-0.058	-0.160	-0.051	-0.158	-0.061	-0.161	-0.061	-0.161	-0.062	-0.162	-0.062	-0.162	-0.198	-0.127	0.050	-0.177	-0.224	-0.150	0.027	-0.177	-7.792	-3.678	-3.180	-7.651	-8.479	-3.704	-7.213
11.003_benzene--hydroxide_0.80	-3.371	-3.644	-3.665	-3.680	-3.697	-1.853	-3.756	-3.744	-4.352	-4.570	-4.788	-4.798	1.031	-2.885	-0.366	-3.390	-0.359	-3.386	-0.862	-3.490	-1.057	-3.514	-1.224	-3.564	-1.261	-3.538	-1.588	-1.054	2.618	-3.672	-3.800	-3.120	0.939	-4.058	-11.984	-12.228	-12.207	-14.028	-15.798	-14.910	-13.343
11.003_benzene--hydroxide_0.85	-6.946	-7.114	~~~	-7.135	~~~	-1.688	-3.331	~~~	-3.842	~~~	-4.215	~~~	0.854	-2.542	-0.347	-2.984	~~~	~~~	-0.772	-3.070	~~~	~~~	-1.083	-3.132	~~~	~~~	-1.510	-1.006	2.252	-3.258	~~~	~~~	~~~	~~~	-14.926	-15.028	-14.936	-16.624	-18.318	-17.342	-16.251
11.003_benzene--hydroxide_0.90	-9.329	-9.414	~~~	-9.428	~~~	-1.510	-2.931	~~~	-3.368	~~~	-3.687	~~~	0.722	-2.232	-0.313	-2.618	~~~	~~~	-0.677	-2.691	~~~	~~~	-0.943	-2.744	~~~	~~~	-1.413	-0.938	1.947	-2.885	~~~	~~~	~~~	~~~	-16.739	-16.710	-16.554	-18.120	-19.755	-18.696	-17.969
11.003_benzene--hydroxide_0.95	-10.833	-10.855	~~~	-10.867	~~~	-1.332	-2.563	~~~	-2.935	~~~	-3.206	~~~	0.622	-1.954	-0.272	-2.291	~~~	~~~	-0.582	-2.353	~~~	~~~	-0.808	-2.398	~~~	~~~	-1.305	-0.860	1.692	-2.552	~~~	~~~	~~~	~~~	-17.738	-17.588	-17.375	-18.835	-20.422	-19.290	-18.832
11.003_benzene--hydroxide_1.00	-11.696	-11.669	-11.682	-11.684	-11.684	-1.164	-2.233	-2.211	-2.548	-2.659	-2.778	-2.776	0.545	-1.709	-0.230	-2.003	-0.216	-1.995	-0.493	-2.055	-0.593	-2.066	-0.685	-2.093	-0.698	-2.078	-1.193	-0.779	1.478	-2.257	-2.438	-1.937	0.535	-2.472	-18.151	-17.894	-17.628	-18.999	-20.548	-19.350	-19.091
11.003_benzene--hydroxide_1.05	-12.095	-12.033	~~~	-12.051	~~~	-1.011	-1.941	~~~	-2.206	~~~	-2.400	~~~	0.483	-1.494	-0.190	-1.751	~~~	~~~	-0.412	-1.794	~~~	~~~	-0.574	-1.826	~~~	~~~	-1.083	-0.700	1.296	-1.996	~~~	~~~	~~~	~~~	-18.152	-17.797	-17.484	-18.783	-20.301	-19.044	-18.929
11.003_benzene--hydroxide_1.10	-12.166	-12.077	~~~	-12.095	~~~	-0.877	-1.685	~~~	-1.909	~~~	-2.072	~~~	0.431	-1.308	-0.154	-1.531	~~~	~~~	-0.341	-1.567	~~~	~~~	-0.478	-1.594	~~~	~~~	-0.980	-0.626	1.141	-1.766	~~~	~~~	~~~	~~~	-17.866	-17.423	-17.066	-18.309	-19.801	-18.493	-18.487
11.003_benzene--hydroxide_1.25	-11.265	-11.139	~~~	-11.145	~~~	-0.580	-1.105	~~~	-1.239	~~~	-1.338	~~~	0.309	-0.889	-0.073	-1.032	~~~	~~~	-0.186	-1.054	~~~	~~~	-0.268	-1.069	~~~	~~~	-0.722	-0.447	0.788	-1.235	~~~	~~~	~~~	~~~	-16.108	-15.446	-14.984	-16.139	-17.566	-16.135	-16.341
11.003_benzene--hydroxide_1.50	-8.638	-8.531	~~~	-8.520	~~~	-0.316	-0.567	~~~	-0.628	~~~	-0.672	~~~	0.179	-0.495	-0.007	-0.560	~~~	~~~	-0.059	-0.569	~~~	~~~	-0.096	-0.576	~~~	~~~	-0.429	-0.248	0.453	-0.702	~~~	~~~	~~~	~~~	-12.600	-11.632	-11.075	-12.310	-13.614	-11.990	-12.487
11.003_benzene--hydroxide_2.00	-4.661	-4.598	-4.598	-4.585	-4.582	-0.081	-0.169	-0.166	-0.186	-0.189	-0.198	-0.193	0.096	-0.176	0.029	-0.198	0.030	-0.196	0.014	-0.200	0.010	-0.199	0.003	-0.201	0.005	-0.198	-0.093	-0.021	0.224	-0.245	-0.202	-0.126	0.129	-0.255	-8.266	-6.315	-5.793	-7.952	-9.033	-6.416	-7.987
11.004_benzene--nitrite_0.80	1.625	1.719	1.721	1.666	1.661	-3.413	-4.904	-4.836	-5.356	-5.527	-5.686	-5.706	-0.648	-2.765	-1.709	-3.195	-1.663	-3.173	-2.072	-3.284	-2.217	-3.310	-2.336	-3.350	-2.369	-3.336	-3.124	-2.346	0.689	-3.035	-4.838	-3.917	-0.542	-3.375	-2.422	-3.253	-4.111	-4.056	-5.575	-5.294	-4.317
11.004_benzene--nitrite_0.85	-2.314	-2.168	~~~	-2.215	~~~	-2.795	-4.008	~~~	-4.365	~~~	-4.626	~~~	-0.516	-2.279	-1.377	-2.631	~~~	~~~	-1.662	-2.703	~~~	~~~	-1.871	-2.755	~~~	~~~	-2.653	-1.979	0.569	-2.548	~~~	~~~	~~~	~~~	-5.731	-6.380	-7.114	-6.936	-8.451	-8.061	-7.210
11.004_benzene--nitrite_0.90	-4.781	-4.607	~~~	-4.644	~~~	-2.310	-3.297	~~~	-3.580	~~~	-3.786	~~~	-0.419	-1.892	-1.117	-2.180	~~~	~~~	-1.342	-2.237	~~~	~~~	-1.507	-2.279	~~~	~~~	-2.269	-1.682	0.468	-2.150	~~~	~~~	~~~	~~~	-7.741	-8.220	-8.820	-8.602	-10.115	-9.619	-8.873
