# Interaction energies and their componets, in kcal/mol
# Prefix "corr_" denotes the correlation enegy term only
# Suffixes "_os" and "_ss" denote the other-spin and same-spin components of the correlation energy
"name"	"HF/aDZ"	"HF/aTZ"	"HF/haTZ"	"HF/aQZ"	"HF/a5Z"	"corr_MP2/aDZ"	"corr_MP2/aTZ"	"corr_MP2/haTZ"	"corr_MP2/aQZ"	"corr_MP2/a5Z"	"corr_MP2/CBS(aTQZ)"	"corr_MP2/CBS(aQ5Z)"	"corr_MP2_os/aDZ"	"corr_MP2_ss/aDZ"	"corr_MP2_os/aTZ"	"corr_MP2_ss/aTZ"	"corr_MP2_os/haTZ"	"corr_MP2_ss/haTZ"	"corr_MP2_os/aQZ"	"corr_MP2_ss/aQZ"	"corr_MP2_os/a5Z"	"corr_MP2_ss/a5Z"	"corr_MP2_os/CBS(aTQZ)"	"corr_MP2_ss/CBS(aTQZ)"	"corr_MP2_os/CBS(aQ5Z)"	"corr_MP2_ss/CBS(aQ5Z)"	"corr_CCSD(T)/aDZ"	"corr_CCSD/aDZ"	"corr_CCSD_os/aDZ"	"corr_CCSD_ss/aDZ"	"corr_CCSD(T)/haTZ"	"corr_CCSD/haTZ"	"corr_CCSD_os/haTZ"	"corr_CCSD_ss/haTZ"	"B3LYP/def2-QZVP"	"BLYP/def2-QZVP"	"BHLYP/def2-QZVP"	"BP/def2-QZVP"	"PBE/def2-QZVP"	"PBE0/def2-QZVP"	"TPSS/def2-QZVP"
7.091_methane--methanol_0.90	1.572	1.483	~~~	1.482	~~~	-1.995	-2.378	~~~	-2.468	~~~	-2.534	~~~	-0.913	-1.082	-1.148	-1.230	~~~	~~~	-1.215	-1.253	~~~	~~~	-1.264	-1.270	~~~	~~~	-2.027	-1.735	-0.620	-1.115	~~~	~~~	~~~	~~~	0.551	1.040	0.056	0.853	-0.372	-0.276	0.436
7.091_methane--methanol_0.95	0.910	0.837	~~~	0.834	~~~	-1.655	-1.952	~~~	-2.020	~~~	-2.070	~~~	-0.761	-0.894	-0.942	-1.010	~~~	~~~	-0.992	-1.028	~~~	~~~	-1.029	-1.041	~~~	~~~	-1.695	-1.450	-0.526	-0.925	~~~	~~~	~~~	~~~	0.159	0.573	-0.263	0.515	-0.664	-0.552	0.048
7.091_methane--methanol_1.00	0.481	0.424	0.434	0.422	0.422	-1.376	-1.605	-1.537	-1.657	-1.673	-1.694	-1.690	-0.636	-0.741	-0.774	-0.831	-0.735	-0.802	-0.811	-0.845	-0.824	-0.848	-0.839	-0.855	-0.838	-0.852	-1.419	-1.213	-0.445	-0.768	-1.585	-1.344	-0.530	-0.814	-0.057	0.292	-0.413	0.323	-0.802	-0.679	-0.191
7.091_methane--methanol_1.05	0.209	0.168	~~~	0.166	~~~	-1.147	-1.322	~~~	-1.362	~~~	-1.390	~~~	-0.531	-0.616	-0.637	-0.686	~~~	~~~	-0.665	-0.697	~~~	~~~	-0.686	-0.705	~~~	~~~	-1.188	-1.015	-0.375	-0.640	~~~	~~~	~~~	~~~	-0.166	0.127	-0.463	0.218	-0.841	-0.712	-0.322
7.091_methane--methanol_1.10	0.042	0.012	~~~	0.011	~~~	-0.957	-1.092	~~~	-1.122	~~~	-1.144	~~~	-0.444	-0.513	-0.525	-0.567	~~~	~~~	-0.546	-0.576	~~~	~~~	-0.562	-0.582	~~~	~~~	-0.994	-0.849	-0.316	-0.534	~~~	~~~	~~~	~~~	-0.210	0.036	-0.455	0.165	-0.823	-0.694	-0.394
7.091_methane--methanol_1.25	-0.137	-0.147	~~~	-0.147	~~~	-0.564	-0.626	~~~	-0.639	~~~	-0.650	~~~	-0.262	-0.302	-0.298	-0.327	~~~	~~~	-0.308	-0.331	~~~	~~~	-0.315	-0.334	~~~	~~~	-0.587	-0.501	-0.187	-0.314	~~~	~~~	~~~	~~~	-0.178	-0.030	-0.310	0.114	-0.635	-0.528	-0.421
7.091_methane--methanol_1.50	-0.120	-0.119	~~~	-0.119	~~~	-0.246	-0.264	~~~	-0.269	~~~	-0.272	~~~	-0.113	-0.133	-0.124	-0.140	~~~	~~~	-0.128	-0.141	~~~	~~~	-0.130	-0.142	~~~	~~~	-0.254	-0.217	-0.079	-0.138	~~~	~~~	~~~	~~~	-0.079	-0.015	-0.124	0.057	-0.319	-0.262	-0.261
7.091_methane--methanol_2.00	-0.042	-0.040	-0.041	-0.040	-0.040	-0.059	-0.062	-0.060	-0.063	-0.064	-0.064	-0.064	-0.027	-0.033	-0.029	-0.034	-0.028	-0.033	-0.029	-0.034	-0.030	-0.034	-0.030	-0.034	-0.030	-0.034	-0.059	-0.051	-0.017	-0.034	-0.060	-0.050	-0.018	-0.033	-0.027	-0.016	-0.034	-0.016	-0.064	-0.056	-0.057
7.092_methane--methylacetate_0.80	7.093	7.051	7.057	7.031	7.029	-4.940	-5.757	-5.655	-5.980	-6.061	-6.143	-6.145	-2.323	-2.616	-2.847	-2.910	-2.785	-2.871	-3.012	-2.968	-3.076	-2.984	-3.132	-3.010	-3.144	-3.001	-4.740	-4.066	-1.566	-2.500	-5.489	-4.689	-1.984	-2.704	5.330	6.509	4.128	5.510	3.891	3.592	4.967
7.092_methane--methylacetate_0.85	4.262	4.235	~~~	4.224	~~~	-4.021	-4.617	~~~	-4.778	~~~	-4.895	~~~	-1.907	-2.114	-2.283	-2.334	~~~	~~~	-2.401	-2.377	~~~	~~~	-2.486	-2.408	~~~	~~~	-3.897	-3.342	-1.309	-2.032	~~~	~~~	~~~	~~~	3.075	4.061	2.049	3.458	1.868	1.677	2.916
7.092_methane--methylacetate_0.90	2.509	2.489	~~~	2.483	~~~	-3.272	-3.707	~~~	-3.823	~~~	-3.907	~~~	-1.561	-1.711	-1.832	-1.875	~~~	~~~	-1.916	-1.907	~~~	~~~	-1.976	-1.930	~~~	~~~	-3.199	-2.741	-1.088	-1.652	~~~	~~~	~~~	~~~	1.737	2.557	0.877	2.238	0.688	0.586	1.653
7.092_methane--methylacetate_0.95	1.435	1.419	~~~	1.416	~~~	-2.663	-2.981	~~~	-3.064	~~~	-3.125	~~~	-1.276	-1.387	-1.472	-1.510	~~~	~~~	-1.531	-1.533	~~~	~~~	-1.574	-1.550	~~~	~~~	-2.621	-2.244	-0.900	-1.345	~~~	~~~	~~~	~~~	0.965	1.646	0.253	1.519	0.019	-0.017	0.844
7.092_methane--methylacetate_1.00	0.784	0.772	0.775	0.770	0.770	-2.168	-2.402	-2.343	-2.462	-2.482	-2.505	-2.504	-1.043	-1.126	-1.184	-1.218	-1.150	-1.193	-1.226	-1.236	-1.242	-1.240	-1.257	-1.248	-1.258	-1.245	-2.145	-1.836	-0.741	-1.095	-2.318	-1.966	-0.825	-1.141	0.529	1.093	-0.051	1.098	-0.327	-0.316	0.361
7.092_methane--methylacetate_1.05	0.396	0.387	~~~	0.386	~~~	-1.768	-1.940	~~~	-1.983	~~~	-2.014	~~~	-0.852	-0.916	-0.954	-0.985	~~~	~~~	-0.984	-0.998	~~~	~~~	-1.006	-1.008	~~~	~~~	-1.756	-1.502	-0.608	-0.894	~~~	~~~	~~~	~~~	0.294	0.762	-0.175	0.850	-0.482	-0.439	0.074
7.092_methane--methylacetate_1.10	0.168	0.163	~~~	0.163	~~~	-1.443	-1.571	~~~	-1.602	~~~	-1.625	~~~	-0.696	-0.747	-0.771	-0.799	~~~	~~~	-0.793	-0.809	~~~	~~~	-0.809	-0.816	~~~	~~~	-1.437	-1.229	-0.499	-0.730	~~~	~~~	~~~	~~~	0.172	0.560	-0.204	0.689	-0.542	-0.482	-0.123
7.092_methane--methylacetate_1.25	-0.066	-0.064	~~~	-0.064	~~~	-0.798	-0.851	~~~	-0.864	~~~	-0.873	~~~	-0.384	-0.413	-0.415	-0.436	~~~	~~~	-0.424	-0.440	~~~	~~~	-0.430	-0.443	~~~	~~~	-0.796	-0.681	-0.276	-0.405	~~~	~~~	~~~	~~~	0.067	0.287	-0.119	0.425	-0.446	-0.377	-0.275
7.092_methane--methylacetate_1.50	-0.066	-0.064	~~~	-0.063	~~~	-0.319	-0.333	~~~	-0.337	~~~	-0.340	~~~	-0.153	-0.166	-0.161	-0.172	~~~	~~~	-0.164	-0.173	~~~	~~~	-0.165	-0.174	~~~	~~~	-0.316	-0.270	-0.108	-0.162	~~~	~~~	~~~	~~~	0.034	0.115	-0.021	0.169	-0.196	-0.159	-0.161
7.092_methane--methylacetate_2.00	-0.017	-0.017	-0.017	-0.017	-0.016	-0.069	-0.071	-0.069	-0.071	-0.071	-0.072	-0.071	-0.033	-0.036	-0.034	-0.037	-0.033	-0.036	-0.034	-0.037	-0.034	-0.037	-0.034	-0.037	-0.034	-0.037	-0.067	-0.057	-0.022	-0.035	-0.066	-0.056	-0.022	-0.034	-0.003	0.006	-0.009	0.005	-0.026	-0.022	-0.023
7.093_methane--methylamine_0.80	4.609	4.584	4.592	4.569	4.568	-3.070	-3.688	-3.595	-3.851	-3.908	-3.970	-3.968	-1.359	-1.712	-1.775	-1.913	-1.716	-1.879	-1.901	-1.950	-1.948	-1.960	-1.992	-1.977	-1.998	-1.970	-2.958	-2.543	-0.830	-1.713	-3.537	-3.035	-1.189	-1.846	2.818	3.502	2.212	2.809	1.604	1.598	2.439
7.093_methane--methylamine_0.85	2.772	2.770	~~~	2.757	~~~	-2.490	-2.950	~~~	-3.070	~~~	-3.158	~~~	-1.111	-1.379	-1.419	-1.530	~~~	~~~	-1.511	-1.559	~~~	~~~	-1.579	-1.580	~~~	~~~	-2.434	-2.090	-0.698	-1.392	~~~	~~~	~~~	~~~	1.491	2.078	0.953	1.637	0.468	0.490	1.241
7.093_methane--methylamine_0.90	1.599	1.609	~~~	1.600	~~~	-2.025	-2.365	~~~	-2.454	~~~	-2.520	~~~	-0.911	-1.114	-1.138	-1.227	~~~	~~~	-1.206	-1.249	~~~	~~~	-1.255	-1.265	~~~	~~~	-2.006	-1.721	-0.589	-1.132	~~~	~~~	~~~	~~~	0.699	1.200	0.233	0.942	-0.188	-0.141	0.506
7.093_methane--methylamine_0.95	0.863	0.878	~~~	0.871	~~~	-1.651	-1.901	~~~	-1.968	~~~	-2.017	~~~	-0.749	-0.902	-0.915	-0.987	~~~	~~~	-0.965	-1.003	~~~	~~~	-1.001	-1.015	~~~	~~~	-1.654	-1.418	-0.496	-0.922	~~~	~~~	~~~	~~~	0.240	0.662	-0.157	0.541	-0.536	-0.468	0.087
7.093_methane--methylamine_1.00	0.410	0.426	0.430	0.422	0.422	-1.350	-1.534	-1.473	-1.583	-1.600	-1.619	-1.618	-0.617	-0.733	-0.738	-0.796	-0.702	-0.772	-0.775	-0.808	-0.788	-0.812	-0.802	-0.818	-0.803	-0.815	-1.364	-1.169	-0.417	-0.752	-1.498	-1.276	-0.500	-0.776	-0.006	0.350	-0.339	0.320	-0.700	-0.618	-0.168
7.093_methane--methylamine_1.05	0.140	0.153	~~~	0.151	~~~	-1.105	-1.241	~~~	-1.278	~~~	-1.305	~~~	-0.509	-0.597	-0.597	-0.644	~~~	~~~	-0.624	-0.654	~~~	~~~	-0.644	-0.661	~~~	~~~	-1.125	-0.964	-0.349	-0.615	~~~	~~~	~~~	~~~	-0.126	0.173	-0.403	0.202	-0.753	-0.664	-0.309
7.093_methane--methylamine_1.10	-0.017	-0.005	~~~	-0.006	~~~	-0.907	-1.008	~~~	-1.036	~~~	-1.056	~~~	-0.420	-0.488	-0.485	-0.523	~~~	~~~	-0.505	-0.530	~~~	~~~	-0.520	-0.536	~~~	~~~	-0.929	-0.796	-0.292	-0.503	~~~	~~~	~~~	~~~	-0.175	0.075	-0.402	0.142	-0.740	-0.648	-0.377
7.093_methane--methylamine_1.25	-0.158	-0.150	~~~	-0.150	~~~	-0.509	-0.552	~~~	-0.564	~~~	-0.573	~~~	-0.238	-0.271	-0.265	-0.286	~~~	~~~	-0.274	-0.290	~~~	~~~	-0.280	-0.293	~~~	~~~	-0.525	-0.450	-0.170	-0.280	~~~	~~~	~~~	~~~	-0.149	-0.002	-0.269	0.092	-0.558	-0.477	-0.382
7.093_methane--methylamine_1.50	-0.111	-0.107	~~~	-0.106	~~~	-0.208	-0.220	~~~	-0.224	~~~	-0.226	~~~	-0.098	-0.110	-0.105	-0.115	~~~	~~~	-0.108	-0.116	~~~	~~~	-0.110	-0.116	~~~	~~~	-0.213	-0.182	-0.070	-0.113	~~~	~~~	~~~	~~~	-0.061	-0.001	-0.101	0.047	-0.266	-0.222	-0.220
7.093_methane--methylamine_2.00	-0.031	-0.030	-0.030	-0.030	-0.030	-0.046	-0.048	-0.046	-0.048	-0.048	-0.049	-0.049	-0.021	-0.025	-0.023	-0.025	-0.022	-0.024	-0.023	-0.025	-0.023	-0.025	-0.023	-0.025	-0.023	-0.025	-0.046	-0.039	-0.014	-0.025	-0.046	-0.039	-0.015	-0.024	-0.028	-0.021	-0.031	-0.019	-0.056	-0.048	-0.050
7.094_methane--methylazide_0.80	6.272	6.259	6.266	6.243	6.241	-4.916	-5.707	-5.601	-5.912	-5.986	-6.061	-6.064	-2.413	-2.504	-2.911	-2.796	-2.846	-2.755	-3.059	-2.853	-3.117	-2.869	-3.167	-2.894	-3.178	-2.886	-4.420	-3.768	-1.528	-2.239	-5.110	-4.336	-1.900	-2.435	4.245	5.165	3.351	4.458	2.954	2.844	3.997
7.094_methane--methylazide_0.85	3.850	3.846	~~~	3.836	~~~	-3.947	-4.531	~~~	-4.682	~~~	-4.792	~~~	-1.938	-2.009	-2.302	-2.229	~~~	~~~	-2.409	-2.272	~~~	~~~	-2.488	-2.304	~~~	~~~	-3.592	-3.059	-1.243	-1.816	~~~	~~~	~~~	~~~	2.449	3.235	1.663	2.843	1.359	1.307	2.349
7.094_methane--methylazide_0.90	2.326	2.323	~~~	2.317	~~~	-3.178	-3.608	~~~	-3.719	~~~	-3.800	~~~	-1.562	-1.617	-1.826	-1.782	~~~	~~~	-1.904	-1.815	~~~	~~~	-1.960	-1.839	~~~	~~~	-2.924	-2.488	-1.014	-1.474	~~~	~~~	~~~	~~~	1.372	2.034	0.699	1.871	0.423	0.423	1.324
7.094_methane--methylazide_0.95	1.375	1.371	~~~	1.368	~~~	-2.567	-2.882	~~~	-2.964	~~~	-3.023	~~~	-1.262	-1.305	-1.453	-1.429	~~~	~~~	-1.510	-1.454	~~~	~~~	-1.551	-1.472	~~~	~~~	-2.382	-2.026	-0.828	-1.199	~~~	~~~	~~~	~~~	0.752	1.309	0.185	1.296	-0.106	-0.069	0.655
7.094_methane--methylazide_1.00	0.788	0.783	0.785	0.781	0.780	-2.079	-2.311	-2.248	-2.371	-2.392	-2.414	-2.414	-1.022	-1.057	-1.161	-1.149	-1.125	-1.123	-1.202	-1.168	-1.218	-1.174	-1.232	-1.182	-1.234	-1.180	-1.944	-1.653	-0.676	-0.976	-2.106	-1.775	-0.754	-1.020	0.399	0.865	-0.070	0.951	-0.381	-0.317	0.250
7.094_methane--methylazide_1.05	0.429	0.423	~~~	0.423	~~~	-1.690	-1.860	~~~	-1.904	~~~	-1.936	~~~	-0.831	-0.859	-0.932	-0.928	~~~	~~~	-0.961	-0.943	~~~	~~~	-0.983	-0.953	~~~	~~~	-1.589	-1.350	-0.553	-0.797	~~~	~~~	~~~	~~~	0.206	0.594	-0.176	0.740	-0.507	-0.426	-0.003
7.094_methane--methylazide_1.10	0.213	0.208	~~~	0.208	~~~	-1.377	-1.503	~~~	-1.536	~~~	-1.560	~~~	-0.677	-0.700	-0.751	-0.752	~~~	~~~	-0.772	-0.763	~~~	~~~	-0.788	-0.772	~~~	~~~	-1.300	-1.105	-0.453	-0.652	~~~	~~~	~~~	~~~	0.112	0.437	-0.197	0.608	-0.545	-0.457	-0.163
7.094_methane--methylazide_1.25	-0.028	-0.029	~~~	-0.029	~~~	-0.762	-0.815	~~~	-0.829	~~~	-0.839	~~~	-0.374	-0.388	-0.404	-0.411	~~~	~~~	-0.413	-0.416	~~~	~~~	-0.419	-0.420	~~~	~~~	-0.723	-0.614	-0.251	-0.363	~~~	~~~	~~~	~~~	0.037	0.225	-0.118	0.379	-0.441	-0.362	-0.285
7.094_methane--methylazide_1.50	-0.053	-0.051	~~~	-0.051	~~~	-0.308	-0.323	~~~	-0.327	~~~	-0.330	~~~	-0.150	-0.158	-0.159	-0.164	~~~	~~~	-0.161	-0.166	~~~	~~~	-0.163	-0.167	~~~	~~~	-0.291	-0.247	-0.100	-0.148	~~~	~~~	~~~	~~~	0.022	0.096	-0.025	0.153	-0.198	-0.159	-0.165
7.094_methane--methylazide_2.00	-0.017	-0.016	-0.016	-0.016	-0.016	-0.068	-0.070	-0.069	-0.071	-0.071	-0.071	-0.072	-0.033	-0.035	-0.034	-0.036	-0.034	-0.035	-0.035	-0.036	-0.035	-0.036	-0.035	-0.036	-0.035	-0.036	-0.063	-0.054	-0.021	-0.033	-0.063	-0.053	-0.021	-0.032	-0.005	0.004	-0.010	0.004	-0.029	-0.025	-0.026
7.095_methane--methylcyanate_0.80	5.601	5.522	5.530	5.510	5.508	-4.088	-4.875	-4.780	-5.071	-5.140	-5.213	-5.213	-1.941	-2.147	-2.440	-2.435	-2.382	-2.398	-2.584	-2.487	-2.639	-2.501	-2.688	-2.525	-2.697	-2.516	-3.868	-3.320	-1.277	-2.043	-4.592	-3.922	-1.670	-2.251	3.770	4.700	2.851	3.929	2.466	2.338	3.485
7.095_methane--methylcyanate_0.85	3.453	3.396	~~~	3.388	~~~	-3.337	-3.928	~~~	-4.072	~~~	-4.178	~~~	-1.592	-1.746	-1.962	-1.966	~~~	~~~	-2.067	-2.005	~~~	~~~	-2.144	-2.034	~~~	~~~	-3.187	-2.733	-1.061	-1.672	~~~	~~~	~~~	~~~	2.174	2.966	1.372	2.505	1.068	1.001	2.045
7.095_methane--methylcyanate_0.90	2.071	2.032	~~~	2.026	~~~	-2.727	-3.168	~~~	-3.275	~~~	-3.353	~~~	-1.304	-1.422	-1.578	-1.590	~~~	~~~	-1.655	-1.620	~~~	~~~	-1.711	-1.642	~~~	~~~	-2.625	-2.249	-0.879	-1.370	~~~	~~~	~~~	~~~	1.203	1.874	0.517	1.637	0.235	0.218	1.124
7.095_methane--methylcyanate_0.95	1.193	1.165	~~~	1.161	~~~	-2.230	-2.558	~~~	-2.638	~~~	-2.696	~~~	-1.069	-1.161	-1.270	-1.288	~~~	~~~	-1.327	-1.311	~~~	~~~	-1.368	-1.328	~~~	~~~	-2.160	-1.849	-0.725	-1.124	~~~	~~~	~~~	~~~	0.632	1.199	0.053	1.116	-0.242	-0.221	0.518
7.095_methane--methylcyanate_1.00	0.642	0.622	0.629	0.620	0.620	-1.825	-2.070	-2.008	-2.130	-2.151	-2.174	-2.173	-0.875	-0.950	-1.024	-1.046	-0.988	-1.020	-1.066	-1.064	-1.082	-1.069	-1.097	-1.077	-1.098	-1.074	-1.777	-1.520	-0.596	-0.924	-1.960	-1.662	-0.688	-0.974	0.299	0.775	-0.182	0.801	-0.490	-0.440	0.153
7.095_methane--methylcyanate_1.05	0.303	0.288	~~~	0.287	~~~	-1.496	-1.679	~~~	-1.724	~~~	-1.757	~~~	-0.717	-0.779	-0.827	-0.852	~~~	~~~	-0.858	-0.866	~~~	~~~	-0.881	-0.876	~~~	~~~	-1.462	-1.250	-0.489	-0.760	~~~	~~~	~~~	~~~	0.116	0.517	-0.278	0.608	-0.603	-0.536	-0.082
7.095_methane--methylcyanate_1.10	0.099	0.088	~~~	0.087	~~~	-1.229	-1.366	~~~	-1.400	~~~	-1.425	~~~	-0.588	-0.641	-0.670	-0.696	~~~	~~~	-0.693	-0.707	~~~	~~~	-0.710	-0.715	~~~	~~~	-1.204	-1.028	-0.401	-0.627	~~~	~~~	~~~	~~~	0.027	0.365	-0.295	0.488	-0.636	-0.562	-0.237
7.095_methane--methylcyanate_1.25	-0.119	-0.123	~~~	-0.123	~~~	-0.691	-0.750	~~~	-0.766	~~~	-0.778	~~~	-0.328	-0.363	-0.363	-0.387	~~~	~~~	-0.373	-0.393	~~~	~~~	-0.381	-0.397	~~~	~~~	-0.678	-0.578	-0.220	-0.357	~~~	~~~	~~~	~~~	-0.034	0.168	-0.203	0.297	-0.517	-0.447	-0.342
7.095_methane--methylcyanate_1.50	-0.112	-0.110	~~~	-0.110	~~~	-0.283	-0.300	~~~	-0.305	~~~	-0.309	~~~	-0.132	-0.151	-0.142	-0.158	~~~	~~~	-0.146	-0.160	~~~	~~~	-0.148	-0.161	~~~	~~~	-0.275	-0.234	-0.085	-0.149	~~~	~~~	~~~	~~~	-0.020	0.063	-0.075	0.116	-0.250	-0.214	-0.209
7.095_methane--methylcyanate_2.00	-0.038	-0.037	-0.037	-0.037	-0.037	-0.063	-0.066	-0.064	-0.067	-0.067	-0.067	-0.068	-0.028	-0.035	-0.030	-0.036	-0.030	-0.035	-0.031	-0.036	-0.031	-0.036	-0.031	-0.036	-0.032	-0.036	-0.059	-0.050	-0.017	-0.034	-0.061	-0.051	-0.018	-0.033	-0.020	-0.008	-0.028	-0.010	-0.048	-0.045	-0.044
7.096_methane--methylisocyanide_0.80	4.880	4.804	4.810	4.796	4.795	-3.452	-4.076	-3.984	-4.228	-4.280	-4.339	-4.334	-1.702	-1.750	-2.101	-1.976	-2.044	-1.940	-2.213	-2.016	-2.254	-2.026	-2.294	-2.044	-2.298	-2.036	-3.240	-2.804	-1.166	-1.638	-3.798	-3.263	-1.466	-1.797	3.224	3.925	2.563	3.363	2.071	2.054	2.948
7.096_methane--methylisocyanide_0.85	3.010	2.961	~~~	2.956	~~~	-2.796	-3.260	~~~	-3.372	~~~	-3.453	~~~	-1.379	-1.417	-1.672	-1.588	~~~	~~~	-1.753	-1.618	~~~	~~~	-1.813	-1.640	~~~	~~~	-2.648	-2.289	-0.951	-1.338	~~~	~~~	~~~	~~~	1.845	2.440	1.268	2.119	0.860	0.882	1.683
7.096_methane--methylisocyanide_0.90	1.812	1.782	~~~	1.778	~~~	-2.269	-2.612	~~~	-2.694	~~~	-2.754	~~~	-1.119	-1.150	-1.334	-1.279	~~~	~~~	-1.393	-1.302	~~~	~~~	-1.436	-1.318	~~~	~~~	-2.166	-1.870	-0.776	-1.094	~~~	~~~	~~~	~~~	1.012	1.513	0.519	1.367	0.150	0.203	0.888
7.096_methane--methylisocyanide_0.95	1.055	1.037	~~~	1.034	~~~	-1.845	-2.099	~~~	-2.159	~~~	-2.203	~~~	-0.910	-0.935	-1.067	-1.032	~~~	~~~	-1.110	-1.049	~~~	~~~	-1.141	-1.062	~~~	~~~	-1.772	-1.528	-0.633	-0.895	~~~	~~~	~~~	~~~	0.526	0.947	0.110	0.918	-0.250	-0.175	0.378
7.096_methane--methylisocyanide_1.00	0.582	0.571	0.575	0.569	0.569	-1.503	-1.691	-1.632	-1.735	-1.750	-1.768	-1.765	-0.741	-0.762	-0.856	-0.835	-0.822	-0.810	-0.887	-0.848	-0.898	-0.852	-0.910	-0.858	-0.910	-0.855	-1.450	-1.250	-0.517	-0.733	-1.582	-1.349	-0.582	-0.767	0.244	0.596	-0.099	0.648	-0.453	-0.364	0.071
7.096_methane--methylisocyanide_1.05	0.293	0.285	~~~	0.284	~~~	-1.227	-1.366	~~~	-1.399	~~~	-1.424	~~~	-0.604	-0.623	-0.689	-0.678	~~~	~~~	-0.712	-0.688	~~~	~~~	-0.728	-0.695	~~~	~~~	-1.188	-1.023	-0.422	-0.601	~~~	~~~	~~~	~~~	0.093	0.387	-0.187	0.487	-0.538	-0.443	-0.115
7.096_methane--methylisocyanide_1.10	0.118	0.113	~~~	0.112	~~~	-1.004	-1.108	~~~	-1.133	~~~	-1.151	~~~	-0.494	-0.510	-0.557	-0.552	~~~	~~~	-0.573	-0.560	~~~	~~~	-0.586	-0.565	~~~	~~~	-0.974	-0.838	-0.345	-0.494	~~~	~~~	~~~	~~~	0.020	0.268	-0.207	0.388	-0.556	-0.462	-0.233
7.096_methane--methylisocyanide_1.25	-0.071	-0.072	~~~	-0.072	~~~	-0.562	-0.606	~~~	-0.617	~~~	-0.625	~~~	-0.275	-0.287	-0.301	-0.304	~~~	~~~	-0.308	-0.308	~~~	~~~	-0.314	-0.311	~~~	~~~	-0.544	-0.468	-0.190	-0.278	~~~	~~~	~~~	~~~	-0.032	0.113	-0.146	0.226	-0.439	-0.363	-0.297
7.096_methane--methylisocyanide_1.50	-0.077	-0.074	~~~	-0.074	~~~	-0.231	-0.243	~~~	-0.246	~~~	-0.249	~~~	-0.112	-0.119	-0.119	-0.124	~~~	~~~	-0.122	-0.125	~~~	~~~	-0.123	-0.126	~~~	~~~	-0.220	-0.190	-0.075	-0.115	~~~	~~~	~~~	~~~	-0.022	0.035	-0.056	0.076	-0.208	-0.172	-0.175
7.096_methane--methylisocyanide_2.00	-0.027	-0.026	-0.026	-0.026	-0.026	-0.052	-0.054	-0.053	-0.055	-0.055	-0.055	-0.055	-0.025	-0.027	-0.026	-0.028	-0.026	-0.027	-0.027	-0.028	-0.027	-0.028	-0.027	-0.028	-0.027	-0.028	-0.048	-0.041	-0.016	-0.026	-0.049	-0.042	-0.016	-0.026	-0.020	-0.014	-0.023	-0.016	-0.042	-0.037	-0.037
7.097_methane--nitromethane_0.80	5.799	5.762	5.770	5.745	5.744	-4.412	-5.173	-5.080	-5.382	-5.457	-5.535	-5.535	-2.105	-2.308	-2.590	-2.583	-2.532	-2.548	-2.742	-2.640	-2.801	-2.656	-2.854	-2.682	-2.862	-2.672	-4.138	-3.532	-1.367	-2.164	-4.818	-4.101	-1.744	-2.356	4.031	5.038	2.993	4.356	2.859	2.635	3.874
7.097_methane--nitromethane_0.85	3.434	3.400	~~~	3.390	~~~	-3.549	-4.114	~~~	-4.268	~~~	-4.380	~~~	-1.691	-1.858	-2.046	-2.068	~~~	~~~	-2.157	-2.110	~~~	~~~	-2.238	-2.142	~~~	~~~	-3.360	-2.866	-1.108	-1.758	~~~	~~~	~~~	~~~	2.218	3.066	1.323	2.694	1.212	1.073	2.177
7.097_methane--nitromethane_0.90	1.965	1.932	~~~	1.927	~~~	-2.859	-3.279	~~~	-3.391	~~~	-3.473	~~~	-1.360	-1.499	-1.621	-1.658	~~~	~~~	-1.701	-1.690	~~~	~~~	-1.760	-1.714	~~~	~~~	-2.729	-2.327	-0.898	-1.429	~~~	~~~	~~~	~~~	1.141	1.847	0.388	1.701	0.257	0.192	1.141
7.097_methane--nitromethane_0.95	1.063	1.033	~~~	1.031	~~~	-2.307	-2.619	~~~	-2.702	~~~	-2.762	~~~	-1.095	-1.212	-1.287	-1.333	~~~	~~~	-1.345	-1.357	~~~	~~~	-1.387	-1.374	~~~	~~~	-2.218	-1.890	-0.727	-1.162	~~~	~~~	~~~	~~~	0.533	1.119	-0.094	1.123	-0.270	-0.281	0.490
7.097_methane--nitromethane_1.00	0.519	0.493	0.501	0.492	0.492	-1.866	-2.098	-2.042	-2.159	-2.180	-2.203	-2.201	-0.883	-0.982	-1.025	-1.074	-0.992	-1.050	-1.067	-1.092	-1.082	-1.097	-1.098	-1.105	-1.099	-1.103	-1.803	-1.536	-0.589	-0.947	-1.976	-1.672	-0.677	-0.994	0.206	0.693	-0.309	0.790	-0.536	-0.510	0.082
7.097_methane--nitromethane_1.05	0.198	0.177	~~~	0.176	~~~	-1.512	-1.687	~~~	-1.731	~~~	-1.763	~~~	-0.714	-0.798	-0.819	-0.868	~~~	~~~	-0.849	-0.882	~~~	~~~	-0.872	-0.892	~~~	~~~	-1.467	-1.250	-0.477	-0.773	~~~	~~~	~~~	~~~	0.033	0.436	-0.383	0.589	-0.647	-0.596	-0.148
